Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,293,591,692,597,626,119,785,120
1,293,592,692,598,626,119,785,120
2,293,592,692,598,626,119,785,120
3,293,592,692,598,626,119,785,120
4,293,592,692,598,626,119,785,120
5,293,592,692,598,626,119,785,120
6,293,592,692,598,626,119,785,120
7,292,593,692,599,626,119,785,120
8,292,593,692,599,626,119,785,120
9,292,593,692,599,626,119,785,120
10,292,593,692,599,626,119,785,120
11,292,593,692,599,626,119,785,120
12,292,593,692,599,626,119,785,120
13,292,593,692,599,626,119,785,120
14,291,594,691,600,626,119,785,120
15,291,594,691,600,626,119,785,120
16,291,594,691,600,626,119,785,120
17,292,594,692,599,626,119,785,120
18,292,594,692,599,626,119,785,120
19,292,594,692,599,626,119,785,120
20,292,594,692,599,626,119,785,120
21,292,594,692,599,626,119,785,120
22,292,594,692,599,626,119,785,120
23,292,594,692,599,626,119,785,120
24,292,594,692,599,626,119,785,120
25,292,594,692,599,626,119,785,120
26,292,594,692,599,626,119,785,120
27,292,594,692,599,626,119,785,120
28,292,594,692,599,626,119,785,120
29,292,594,692,599,626,119,785,120
30,292,594,692,599,626,119,785,120
31,292,594,692,599,626,119,785,120
32,292,594,692,599,626,119,785,120
33,292,594,692,599,626,119,785,120
34,292,594,692,599,626,119,785,120
35,292,594,692,599,626,119,785,120
36,292,594,692,599,626,119,785,120
37,292,594,692,599,626,119,785,120
38,292,594,692,599,626,119,785,120
39,292,594,692,599,626,119,785,120
40,292,593,692,598,626,119,785,120
41,292,593,692,598,626,119,785,120
42,292,593,692,598,626,119,785,120
43,292,593,692,598,626,119,785,120
44,292,593,692,598,626,119,785,120
45,292,593,692,598,626,119,785,120
46,292,593,692,598,626,119,785,120
47,292,593,692,598,626,119,785,120
48,292,593,692,598,626,119,785,120
49,292,593,692,598,626,119,785,120
50,292,593,692,598,626,119,785,120
51,292,593,692,598,626,119,785,120
52,292,593,692,598,626,119,785,120
53,292,593,692,598,626,119,785,120
54,292,593,692,598,626,119,785,120
55,292,593,692,598,626,119,785,120
56,292,593,692,598,626,119,785,120
57,292,593,692,598,626,119,785,120
58,293,592,692,597,626,119,785,120
59,293,592,692,598,626,119,785,120
60,293,592,692,598,626,119,785,120
61,293,592,692,598,626,119,785,120
62,293,592,692,598,626,119,785,120
63,293,592,692,598,626,119,785,120
64,293,592,692,598,626,119,785,120
65,293,592,692,598,626,119,785,120
66,293,592,692,598,626,119,785,120
67,293,592,692,598,626,119,785,120
68,293,592,692,598,626,119,785,120
69,293,592,692,598,626,119,785,120
70,293,592,692,598,626,119,785,120
71,293,592,692,598,626,119,785,120
72,293,592,692,598,626,119,785,120
73,293,592,692,598,626,119,785,120
74,293,592,692,598,626,119,785,120
75,293,592,692,598,626,119,785,120
76,293,592,692,598,626,119,785,120
77,293,592,692,598,626,119,785,120
78,293,592,692,598,626,119,785,120
79,293,592,692,598,626,119,785,120
80,293,592,692,598,626,119,785,120
81,292,593,692,598,626,119,785,120
82,292,593,692,598,626,119,785,120
83,292,593,692,598,626,119,785,120
84,292,593,692,598,626,119,785,120
85,292,593,692,598,626,119,785,120
86,292,593,692,598,626,119,785,120
87,292,593,692,598,626,119,786,120
88,292,593,692,598,626,119,786,120
89,292,593,692,598,626,119,786,120
90,292,593,692,598,626,119,786,120
91,292,593,692,598,626,119,786,120
92,292,593,692,598,626,119,786,120
93,292,593,692,598,626,119,786,120
94,292,594,692,599,626,119,786,120
95,292,594,692,599,626,119,786,120
96,292,594,692,599,626,119,786,120
97,292,594,692,599,626,119,786,120
98,292,594,692,599,626,119,786,120
99,292,594,692,599,626,119,786,120
100,292,594,692,599,626,119,786,120
101,292,594,692,599,626,119,786,120
102,292,594,692,599,625,119,785,120
103,292,594,692,599,625,119,785,120
104,292,594,692,599,625,119,785,120
105,292,594,692,599,625,119,785,120
106,292,594,692,599,625,119,785,120
107,292,594,692,599,626,119,786,120
108,292,594,692,599,626,119,786,120
109,292,594,692,599,626,119,786,120
110,292,593,692,598,626,119,786,120
111,292,593,692,598,625,119,786,120
112,293,592,692,597,626,119,785,120
113,293,592,692,597,626,119,785,120
114,293,592,692,597,626,119,785,120
115,292,593,692,598,626,119,785,120
116,292,593,692,598,626,119,785,120
117,292,593,692,598,626,119,785,120
118,293,592,692,597,608,119,771,120
119,293,592,692,597,608,119,771,120
120,293,592,692,597,625,119,786,120
121,294,591,692,596,626,119,785,120
122,294,591,692,596,626,119,785,120
123,294,591,692,596,626,119,785,120
124,294,591,692,596,626,119,785,120
125,294,591,692,596,626,119,785,120
126,294,591,692,596,626,119,785,120
127,294,591,692,596,626,119,785,120
128,294,591,692,596,626,119,785,120
129,294,591,692,596,626,119,785,120
130,294,591,692,596,626,119,785,120
