Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,625,1041,1320,1049,1242,445,1537,447
1,627,1041,1319,1051,1246,444,1538,446
2,624,1042,1316,1053,1243,444,1536,446
3,620,1042,1312,1053,1237,444,1534,445
4,618,1041,1308,1052,1234,443,1530,444
5,616,1039,1304,1051,1232,441,1525,442
6,611,1038,1299,1049,1226,439,1521,440
7,604,1036,1296,1046,1218,438,1517,439
8,599,1034,1292,1044,1212,438,1512,439
9,596,1032,1285,1042,1211,435,1508,436
10,592,1030,1279,1041,1208,433,1503,434
11,589,1028,1276,1039,1207,431,1501,432
12,586,1027,1275,1037,1200,432,1499,433
13,581,1024,1268,1035,1196,429,1493,430
14,576,1023,1262,1033,1191,427,1488,428
15,571,1021,1257,1031,1187,425,1484,426
16,567,1020,1253,1030,1183,424,1480,425
17,564,1018,1247,1027,1181,421,1475,422
18,562,1016,1244,1025,1179,419,1471,420
19,560,1014,1242,1023,1176,417,1468,418
20,556,1012,1238,1021,1170,415,1463,416
21,549,1011,1234,1019,1153,416,1459,417
22,545,1008,1234,1016,1139,415,1456,417
23,541,1007,1233,1016,1139,413,1454,415
24,539,1007,1232,1016,1148,409,1452,411
25,537,1006,1225,1015,1157,405,1449,406
26,532,1005,1218,1014,1157,402,1446,403
27,524,1003,1213,1013,1154,400,1441,401
28,520,1001,1216,1012,1147,399,1441,401
29,519,999,1214,1009,1143,397,1436,399
30,518,995,1207,1006,1139,394,1429,396
31,520,993,1203,1003,1133,392,1424,394
32,527,991,1201,1002,1130,391,1422,393
33,524,989,1200,1002,1127,390,1421,392
34,515,987,1197,1003,1129,387,1418,391
35,508,986,1191,1003,1130,385,1416,389
36,507,984,1185,1003,1126,383,1415,387
37,508,983,1180,1003,1119,383,1414,387
38,504,982,1180,1001,1113,382,1412,386
39,500,982,1177,1000,1114,379,1407,383
40,494,981,1174,1000,1114,376,1405,380
41,492,980,1171,998,1116,374,1402,378
42,489,977,1169,997,1114,372,1400,377
43,485,975,1167,995,1110,370,1395,375
44,483,973,1168,993,1106,370,1393,375
45,483,971,1167,991,1104,368,1392,373
46,481,970,1164,989,1099,368,1391,373
47,477,968,1160,987,1096,366,1388,370
48,476,967,1158,986,1097,364,1385,368
49,476,965,1156,984,1096,363,1381,367
50,474,964,1152,983,1093,361,1380,365
51,472,962,1147,982,1091,360,1381,364
52,472,961,1143,982,1091,359,1380,363
53,469,960,1142,982,1090,357,1377,361
54,462,960,1140,982,1087,356,1372,360
55,458,959,1138,982,1085,354,1369,358
56,456,958,1136,981,1082,354,1366,358
57,454,958,1133,980,1077,355,1363,359
58,451,958,1131,979,1074,354,1362,358
59,449,958,1128,978,1072,354,1361,358
60,447,958,1126,977,1068,355,1359,359
61,445,959,1124,976,1066,355,1358,359
62,444,960,1123,976,1066,354,1356,358
63,443,960,1121,976,1065,354,1352,358
64,438,960,1119,976,1061,354,1348,358
65,433,960,1116,977,1057,355,1346,359
66,433,960,1113,979,1055,356,1345,360
67,430,961,1112,979,1053,357,1343,361
68,430,962,1111,979,1051,358,1342,362
69,428,963,1108,981,1051,359,1340,363
70,426,965,1106,982,1050,361,1336,366
71,421,968,1104,983,1050,362,1333,367
72,418,971,1104,986,1048,364,1332,369
73,417,974,1102,989,1045,367,1328,372
74,416,977,1101,990,1041,372,1326,373
75,414,981,1099,992,1040,373,1325,374
76,413,983,1098,995,1038,376,1323,377
77,414,985,1097,996,1036,379,1322,380
78,411,988,1095,999,1033,383,1319,384
79,409,992,1094,1003,1031,386,1317,387
80,405,997,1092,1007,1029,389,1316,390
81,401,1002,1090,1012,1030,390,1315,391
82,399,1006,1087,1018,1027,395,1313,396
83,399,1011,1085,1022,1026,399,1311,400
84,400,1015,1083,1028,1024,403,1309,404
85,399,1019,1081,1033,1024,406,1307,410
86,397,1023,1079,1037,1022,411,1305,415
87,394,1026,1078,1040,1018,415,1305,416
88,391,1030,1077,1043,1012,419,1303,420
89,387,1033,1074,1046,1012,421,1302,422
90,384,1036,1072,1047,1011,425,1300,426
91,383,1038,1070,1049,1014,425,1300,426
92,381,1040,1069,1051,1009,429,1297,430
93,381,1042,1068,1053,1008,431,1296,432
94,380,1044,1066,1054,1007,433,1296,434
95,379,1045,1063,1056,1007,434,1296,435
96,377,1047,1061,1057,1004,436,1295,437
97,376,1048,1061,1058,1003,437,1292,438
98,373,1049,1060,1059,1001,438,1288,439
99,370,1050,1060,1060,999,440,1285,441
100,369,1051,1057,1061,998,441,1285,442
101,368,1052,1054,1061,996,443,1285,444
102,367,1053,1052,1063,995,444,1285,445
103,365,1054,1051,1064,994,444,1284,445
104,363,1055,1049,1065,990,447,1283,448
105,362,1056,1046,1066,989,448,1282,449
106,359,1057,1044,1067,987,449,1282,450
107,359,1058,1042,1067,987,449,1280,450
108,358,1058,1041,1068,985,450,1278,451
109,357,1058,1040,1068,985,450,1277,451
110,355,1059,1039,1070,975,453,1275,454
111,353,1059,1038,1071,969,454,1273,455
112,352,1060,1036,1073,964,457,1271,458
113,350,1060,1035,1072,969,455,1270,456
114,347,1061,1033,1072,968,457,1269,458
115,343,1061,1031,1072,966,456,1268,457
116,341,1061,1029,1071,965,457,1266,458
117,340,1061,1028,1071,963,457,1263,458
118,339,1061,1027,1073,966,456,1262,457
119,338,1061,1026,1073,966,456,1261,457
120,338,1062,1025,1074,967,457,1260,458
121,340,1062,1022,1075,967,457,1259,458
122,340,1063,1020,1075,966,457,1257,458
123,337,1064,1019,1075,962,459,1256,460
124,337,1064,1018,1075,959,459,1255,461
125,334,1065,1017,1075,954,460,1253,462
126,330,1065,1013,1076,954,459,1251,461
127,327,1066,1012,1076,952,459,1249,461
128,328,1067,1011,1077,953,459,1248,461
129,327,1067,1011,1078,953,459,1247,461
130,326,1067,1010,1079,952,459,1246,461
131,326,1067,1009,1079,950,460,1245,462
132,326,1067,1009,1078,949,460,1244,462
133,327,1067,1008,1078,950,460,1243,462
134,326,1067,1010,1078,948,462,1243,464
135,329,1067,1012,1078,952,460,1242,462
136,334,1067,1014,1078,957,460,1244,462
137,338,1067,1018,1079,963,460,1248,461
138,341,1067,1024,1079,965,461,1253,462
139,346,1067,1030,1079,970,461,1257,462
140,351,1067,1035,1079,977,459,1262,460
141,355,1067,1039,1079,976,462,1265,463
142,358,1067,1042,1079,977,464,1267,465
143,359,1067,1044,1079,984,462,1269,463
144,361,1067,1046,1079,985,464,1271,465
145,366,1067,1047,1079,988,463,1272,464
146,371,1068,1050,1079,987,467,1272,468
147,377,1068,1053,1079,987,471,1274,472
148,383,1068,1058,1079,988,474,1276,475
149,389,1068,1064,1079,993,477,1279,478
150,395,1068,1067,1079,995,482,1283,483
151,403,1068,1069,1079,1001,485,1290,486
152,409,1068,1072,1079,1006,486,1295,487
153,413,1068,1077,1080,1010,486,1299,487
154,417,1068,1080,1080,1006,492,1299,493
155,422,1068,1082,1080,1010,493,1301,494
156,424,1068,1084,1080,1011,496,1300,497
157,425,1068,1085,1080,1014,495,1303,496
158,427,1069,1086,1080,1018,493,1306,494
159,429,1069,1089,1080,1022,494,1307,495
160,436,1069,1089,1080,1023,494,1307,495
161,441,1069,1091,1080,1013,501,1306,502
162,445,1069,1092,1080,1009,504,1309,505
163,445,1069,1092,1080,1011,504,1311,505
164,446,1069,1094,1080,1013,504,1313,505
165,447,1069,1097,1080,1022,500,1314,501
166,448,1069,1102,1080,1025,504,1313,505
167,450,1069,1106,1080,1030,505,1315,506
168,454,1069,1109,1080,1034,505,1318,506
169,457,1069,1113,1080,1034,508,1321,509
170,461,1069,1115,1080,1041,505,1327,506
171,466,1069,1118,1080,1047,504,1332,505
172,470,1069,1120,1080,1049,506,1335,507
173,473,1069,1122,1080,1049,507,1336,508
174,475,1069,1125,1080,1050,508,1336,509
175,477,1069,1129,1080,1052,508,1336,509
176,480,1069,1133,1080,1056,508,1337,509
177,484,1069,1135,1081,1060,509,1340,510
178,487,1070,1134,1081,1064,508,1345,510
179,487,1070,1136,1081,1062,510,1350,512
180,490,1070,1138,1081,1065,510,1354,512
181,494,1070,1139,1081,1069,510,1355,512
182,494,1070,1143,1081,1070,511,1357,512
183,498,1070,1145,1081,1074,506,1361,508
184,506,1070,1147,1081,1071,507,1360,509
