Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,293,591,692,597,627,119,786,120
1,293,592,692,598,627,119,786,120
2,293,592,692,598,627,119,786,120
3,293,592,692,598,627,119,786,120
4,293,592,692,598,627,119,786,120
5,293,592,692,598,627,119,786,120
6,293,592,692,598,627,119,786,120
7,292,593,692,599,627,119,786,120
8,292,593,692,599,627,119,786,120
9,292,593,692,599,627,119,786,120
10,292,593,692,599,627,119,786,120
11,292,593,692,599,627,119,786,120
12,292,593,692,599,627,119,786,120
13,292,593,692,599,627,119,786,120
14,291,594,691,600,627,119,786,120
15,291,594,691,600,627,119,786,120
16,291,594,691,600,627,119,786,120
17,292,594,692,599,627,119,786,120
18,292,594,692,599,627,119,786,120
19,292,594,692,599,627,119,786,120
20,292,594,692,599,627,119,786,120
21,292,594,692,599,627,119,786,120
22,292,594,692,599,627,119,786,120
23,292,594,692,599,627,119,786,120
24,292,594,692,599,627,119,786,120
25,292,594,692,599,627,119,786,120
26,292,594,692,599,627,119,786,120
27,292,594,692,599,627,119,786,120
28,292,594,692,599,627,119,786,120
29,292,594,692,599,627,119,786,120
30,292,594,692,599,627,119,786,120
31,292,594,692,599,627,119,786,120
32,292,594,692,599,627,119,786,120
33,292,594,692,599,627,119,786,120
34,292,594,692,599,627,118,786,119
35,292,594,692,599,627,119,786,120
36,292,594,692,599,627,119,786,120
37,292,594,692,599,627,119,786,120
38,292,594,692,599,627,119,786,120
39,292,594,692,599,627,119,786,120
40,292,593,692,598,627,119,786,120
41,292,593,692,598,627,119,786,120
42,292,593,692,598,627,119,786,120
43,292,593,692,598,627,119,786,120
44,292,593,692,598,627,119,786,120
45,292,593,692,598,627,119,786,120
46,292,593,692,598,627,119,786,120
47,292,593,692,598,627,119,786,120
48,292,593,692,598,627,119,786,120
49,292,593,692,598,627,119,786,120
50,292,593,692,598,627,119,786,120
51,292,593,692,598,627,119,786,120
52,292,593,692,598,627,119,786,120
53,292,593,692,598,627,119,786,120
54,292,593,692,598,627,119,786,120
55,292,593,692,598,627,119,786,120
56,292,593,692,598,627,119,786,120
57,292,593,692,598,627,119,786,120
58,293,592,692,597,627,119,786,120
59,293,592,692,598,627,119,786,120
60,293,592,692,598,627,119,786,120
61,293,592,692,598,627,119,786,120
62,293,592,692,598,627,119,786,120
63,293,592,692,598,627,119,786,120
64,293,592,692,598,627,119,786,120
65,293,592,692,598,627,119,786,120
66,293,592,692,598,627,119,786,120
67,293,592,692,598,627,119,786,120
68,293,592,692,598,627,119,786,120
69,293,592,692,598,627,119,786,120
70,293,592,692,598,627,119,786,120
71,293,592,692,598,627,119,786,120
72,293,592,692,598,627,119,786,120
73,293,592,692,598,627,119,786,120
74,293,592,692,598,627,119,786,120
75,293,592,692,598,627,119,786,120
76,293,592,692,598,627,119,786,120
77,293,592,692,598,627,118,786,119
78,293,592,692,598,627,118,786,119
79,293,592,692,598,627,119,786,120
80,293,592,692,598,627,118,786,119
81,292,593,692,598,627,119,786,120
82,292,593,692,598,627,118,786,119
83,292,593,692,598,627,118,786,119
84,292,593,692,598,627,119,786,120
85,292,593,692,598,627,119,786,120
86,292,593,692,598,627,119,786,120
87,292,593,692,598,628,117,787,118
88,292,593,692,598,628,117,787,118
89,292,593,692,598,628,117,787,118
90,292,593,692,598,628,117,787,118
91,292,593,692,598,628,117,787,118
92,292,593,692,598,628,117,787,118
93,292,593,692,598,628,117,787,118
94,292,594,692,599,628,117,787,118
95,292,594,692,599,628,117,787,118
96,292,594,692,599,628,117,787,118
97,292,594,692,599,628,117,787,118
98,292,594,692,599,628,117,787,118
99,292,594,692,599,628,117,787,118
100,292,594,692,599,626,120,786,121
101,292,594,692,599,626,120,786,121
102,292,594,692,599,626,119,786,120
103,292,594,692,599,626,119,786,120
104,292,594,692,599,626,119,786,120
105,292,594,692,599,626,119,786,120
106,292,594,692,599,626,119,786,120
107,292,594,692,599,626,120,786,121
108,292,594,692,599,626,120,786,121
109,292,594,692,599,605,150,780,151
110,292,593,692,598,632,111,788,112
111,292,593,692,598,624,122,786,123
112,293,592,692,597,623,124,785,125
113,293,592,692,597,623,124,785,125
114,293,592,692,597,623,124,785,125
115,292,593,692,598,623,124,785,125
116,292,593,692,598,623,124,785,125
117,292,593,692,598,623,124,785,125
118,293,592,692,597,303,577,695,579
119,293,592,692,597,303,577,695,579
120,293,592,692,597,622,125,785,126
121,294,591,692,596,623,124,785,125
122,294,591,692,596,623,124,785,125
123,294,591,692,596,623,124,785,125
124,294,591,692,596,623,124,785,125
125,294,591,692,596,623,124,785,125
126,294,591,692,596,623,124,785,125
127,294,591,692,596,623,124,785,125
128,294,591,692,596,623,124,785,125
129,294,591,692,596,623,124,785,125
130,294,591,692,596,623,124,785,125
