frame,x,y
43,886,849
44,897,845
45,907,841
46,918,837
47,928,833
48,938,829
49,947,825
50,957,823
51,966,819
52,975,816
53,984,812
54,994,807
55,1003,801
56,1012,797
57,1021,790
58,1029,786
59,1037,782
60,1045,778
61,1053,774
62,1060,770
63,1067,768
64,1074,764
65,1082,761
66,1089,758
67,1096,754
68,1103,750
69,1111,746
70,1117,741
71,1123,737
72,1130,733
73,1135,729
74,1142,724
75,1147,723
76,1152,721
77,1157,718
78,1163,716
79,1167,713
80,1172,710
81,1177,707
82,1181,704
83,1186,700
84,1191,697
85,1194,695
86,1197,694
87,1199,693
88,1202,691
89,1204,691
90,1206,687
91,1208,685
92,1210,682
93,1213,678
94,1215,675
95,1217,673
96,1219,670
97,1222,669
98,1224,666
99,1227,664
100,1230,663
101,1233,660
102,1235,657
103,1238,656
104,1240,652
105,1242,649
106,1246,646
107,1249,644
108,1252,640
109,1256,639
110,1259,637
111,1262,635
112,1263,633
113,1264,630
114,1265,627
115,1266,623
116,1267,619
117,1268,613
118,1269,608
119,1271,605
120,1272,601
121,1274,598
122,1275,594
123,1277,593
124,1278,587
125,1280,583
126,1282,578
127,1285,572
128,1287,566
129,1289,565
130,1291,562
131,1293,561
132,1295,558
133,1297,557
134,1299,555
135,1302,554
136,1304,553
137,1307,551
138,1309,547
139,1311,546
140,1313,543
141,1314,537
142,1317,536
143,1319,533
144,1320,530
145,1323,526
146,1324,525
147,1324,520
148,1326,518
149,1327,518
150,1329,516
151,1328,516
152,1329,515
153,1329,517
154,1328,517
155,1325,518
156,1324,518
157,1323,515
158,1321,510
159,1319,508
160,1318,507
161,1316,507
162,1314,505
163,1312,503
164,1308,501
165,1307,500
166,1303,500
167,1301,499
168,1297,499
169,1293,498
170,1289,496
171,1286,496
172,1283,498
173,1280,498
174,1275,499
175,1272,498
176,1267,498
177,1263,497
178,1259,498
179,1254,497
180,1250,495
181,1245,494
182,1241,493
183,1238,493
184,1232,493
185,1228,492
186,1223,494
187,1218,496
