frame,x,y
43,201,2245
44,207,2231
45,212,2217
46,217,2203
47,223,2189
48,228,2176
49,233,2162
50,239,2148
51,244,2133
52,249,2119
53,254,2105
54,259,2091
55,264,2077
56,270,2062
57,275,2048
58,280,2034
59,285,2019
60,290,2005
61,294,1990
62,299,1975
63,304,1961
64,309,1946
65,314,1931
66,319,1916
67,323,1902
68,328,1887
69,333,1872
70,338,1857
71,342,1842
72,347,1827
73,353,1803
74,358,1787
75,362,1771
76,367,1755
77,371,1740
78,375,1724
79,380,1708
80,384,1693
81,388,1677
82,392,1661
83,397,1645
84,401,1629
85,405,1614
86,410,1598
87,414,1582
88,419,1566
89,423,1550
90,427,1534
91,432,1518
92,436,1502
93,440,1486
94,444,1471
95,448,1455
96,452,1439
97,456,1423
98,460,1407
99,464,1392
100,468,1376
101,472,1360
102,475,1345
103,479,1330
104,483,1314
105,486,1299
106,490,1283
107,493,1268
108,497,1253
109,500,1238
110,503,1224
111,506,1209
112,510,1194
113,513,1180
114,516,1166
115,519,1151
116,522,1137
117,525,1123
118,528,1110
119,531,1096
120,534,1082
121,536,1068
122,539,1054
123,542,1040
124,545,1026
125,548,1012
126,551,998
127,554,983
128,557,969
129,560,954
130,563,940
131,566,926
132,569,912
133,571,897
134,574,883
135,577,869
136,579,855
137,582,840
138,584,826
139,587,811
140,589,796
141,591,781
142,593,766
143,595,751
144,597,736
145,598,721
146,599,706
147,600,690
148,601,675
149,602,660
150,602,645
151,602,629
152,602,614
153,601,599
154,600,584
155,599,569
156,597,554
157,596,539
158,595,532
159,592,518
160,589,503
161,587,490
162,583,476
163,580,462
164,576,448
165,572,435
166,568,421
167,563,408
168,558,394
169,553,381
170,548,368
171,542,355
172,537,342
173,530,329
174,524,316
175,517,304
176,510,291
177,503,278
178,496,266
179,488,254
180,480,241
181,472,229
182,463,217
183,454,205
184,445,193
185,436,182
186,426,170
187,416,158
