frame,x,y,radius
43,886,757,92
44,897,754,91
45,907,751,90
46,918,748,89
47,928,745,88
48,938,741,88
49,947,738,87
50,957,737,86
51,966,734,85
52,975,732,84
53,984,729,83
54,994,724,83
55,1003,719,82
56,1012,716,81
57,1021,710,80
58,1029,706,80
59,1037,703,79
60,1045,700,78
61,1053,696,78
62,1060,693,77
63,1067,692,76
64,1074,688,76
65,1082,686,75
66,1089,684,74
67,1096,680,74
68,1103,677,73
69,1111,673,73
70,1117,669,72
71,1123,665,72
72,1130,662,71
73,1135,659,70
74,1142,654,70
75,1147,654,69
76,1152,652,69
77,1157,650,68
78,1163,648,68
79,1167,646,67
80,1172,643,67
81,1177,641,66
82,1181,638,66
83,1186,635,65
84,1191,632,65
85,1194,631,64
86,1197,630,64
87,1199,629,64
88,1202,628,63
89,1204,628,63
90,1206,625,62
91,1208,623,62
92,1210,621,61
93,1213,617,61
94,1215,614,61
95,1217,613,60
96,1219,610,60
97,1222,609,60
98,1224,607,59
99,1227,605,59
100,1230,605,58
101,1233,602,58
102,1235,599,58
103,1238,599,57
104,1240,595,57
105,1242,592,57
106,1246,589,57
107,1249,588,56
108,1252,584,56
109,1256,583,56
110,1259,582,55
111,1262,580,55
112,1263,578,55
113,1264,576,54
114,1265,573,54
115,1266,569,54
116,1267,565,54
117,1268,560,53
118,1269,555,53
119,1271,552,53
120,1272,548,53
121,1274,546,52
122,1275,542,52
123,1277,541,52
124,1278,535,52
125,1280,532,51
126,1282,527,51
127,1285,521,51
128,1287,515,51
129,1289,514,51
130,1291,512,50
131,1293,511,50
132,1295,508,50
133,1297,507,50
134,1299,505,50
135,1302,505,49
136,1304,504,49
137,1307,502,49
138,1309,498,49
139,1311,497,49
140,1313,495,48
141,1314,489,48
142,1317,488,48
143,1319,485,48
144,1320,482,48
145,1323,478,48
146,1324,478,47
147,1324,473,47
148,1326,471,47
149,1327,471,47
150,1329,469,47
151,1328,469,47
152,1329,468,47
153,1329,471,46
154,1328,471,46
155,1325,472,46
156,1324,472,46
157,1323,469,46
158,1321,464,46
159,1319,462,46
160,1318,462,45
161,1316,462,45
162,1314,460,45
163,1312,458,45
164,1308,456,45
165,1307,455,45
166,1303,455,45
167,1301,454,45
168,1297,454,45
169,1293,454,44
170,1289,452,44
171,1286,452,44
172,1283,454,44
173,1280,454,44
174,1275,455,44
175,1272,454,44
176,1267,454,44
177,1263,453,44
178,1259,454,44
179,1254,454,43
180,1250,452,43
181,1245,451,43
182,1241,450,43
183,1238,450,43
184,1232,450,43
185,1228,449,43
186,1223,451,43
187,1218,453,43
