frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,881.0,854.0,65.0,0.3848334549721247,0.24252910681082673,-0.890551988535066,0.3842680285405883
38,890.0,844.0,64.0,0.3930002609012092,0.24715018025438676,-0.8857017462621408,0.3842680285405883
39,900.0,832.0,64.0,0.4013017476183791,0.2514363809435367,-0.8807591348924242,0.3842680285405883
40,909.0,822.0,63.0,0.40967347978652385,0.2552959483278607,-0.8757805768153225,0.3842680285405883
41,916.0,813.0,62.0,0.4180476930230673,0.25864395733669904,-0.8708268655084678,0.3842680285405883
42,924.0,803.0,62.0,0.4263561864550243,0.2614063589036468,-0.8659602287612673,0.3842680285405883
43,933.0,793.0,61.0,0.43453188641207247,0.26352147173706325,-0.8612424011999745,0.3842680285405883
44,941.0,783.0,61.0,0.44251083885540565,0.2649414883294631,-0.8567322599606334,0.3842680285405883
45,950.0,774.0,60.0,0.4502370710084078,0.2656343359288497,-0.852481659313213,0.3842680285405883
46,957.0,765.0,60.0,0.4576578021425258,0.26558155437201586,-0.8485374323595964,0.3842680285405883
47,965.0,756.0,59.0,0.4647303430138362,0.26477946901257327,-0.8449364124427718,0.3842680285405883
48,971.0,748.0,59.0,0.47142153035231843,0.2632390810441622,-0.8417047742120174,0.3842680285405883
49,976.0,740.0,58.0,0.4777090733049616,0.2609828601001615,-0.8388575492990775,0.3842680285405883
50,982.0,733.0,58.0,0.48358339190996846,0.2580410483094877,-0.8363981829584463,0.38377492828314297
51,987.0,727.0,57.0,0.48904653042744606,0.254452632320324,-0.8343184937313418,0.3834070558027162
52,991.0,721.0,57.0,0.49411243723833337,0.2502615198321403,-0.8325995862704361,0.38302461671320914
53,996.0,715.0,56.0,0.4988066264554368,0.24551549293578243,-0.8312124229898432,0.38260039281120584
54,1001.0,708.0,56.0,0.5031652327650067,0.24026414274425084,-0.8301192024329439,0.38210716589329075
55,1007.0,702.0,55.0,0.5072337461921588,0.23455762161477528,-0.8292747728384655,0.3815317652439593
56,1012.0,696.0,55.0,0.5110653962204823,0.22844587998011875,-0.8286281679415144,0.38074803564076803
57,1017.0,691.0,54.0,0.5147192301773859,0.2219784066960917,-0.8281242062917035,0.38005761710667413
