frame,x,y
37,881,919
38,890,908
39,900,896
40,909,885
41,916,875
42,924,865
43,933,854
44,941,844
45,950,834
46,957,825
47,965,815
48,971,807
49,976,798
50,982,791
51,987,784
52,991,778
53,996,771
54,1001,764
55,1007,757
56,1012,751
57,1017,745
58,1021,739
59,1027,732
60,1031,725
61,1037,719
62,1042,715
63,1046,708
64,1051,702
65,1056,696
66,1061,691
67,1065,687
68,1069,682
69,1074,677
70,1079,671
71,1084,666
72,1087,665
73,1091,663
74,1096,660
75,1099,659
76,1101,659
77,1105,656
78,1109,654
79,1112,653
80,1115,654
81,1118,653
82,1119,656
83,1123,655
84,1126,655
85,1130,652
86,1133,653
87,1136,650
88,1139,649
89,1141,649
90,1144,648
91,1147,645
92,1150,642
93,1152,641
94,1155,638
95,1156,636
96,1159,635
97,1162,631
98,1164,627
99,1166,625
100,1169,622
101,1170,619
102,1172,618
103,1175,616
104,1176,613
105,1178,611
106,1179,609
107,1181,606
108,1181,605
109,1181,603
110,1183,600
111,1184,599
112,1184,598
113,1184,595
114,1185,594
115,1186,591
116,1187,586
117,1187,584
118,1187,583
119,1188,578
120,1189,575
121,1188,576
122,1189,573
123,1188,573
124,1188,572
125,1188,571
126,1189,565
127,1189,563
128,1190,558
129,1190,557
130,1190,556
131,1190,553
132,1190,550
133,1190,548
134,1192,548
135,1192,545
136,1195,544
137,1199,539
138,1204,536
139,1208,535
140,1212,534
141,1215,532
142,1218,533
143,1219,529
144,1221,529
145,1224,523
146,1224,527
147,1224,529
148,1226,530
149,1229,531
150,1230,532
151,1233,533
152,1236,532
153,1238,531
154,1237,535
155,1238,534
156,1237,534
157,1239,532
158,1240,527
159,1238,531
160,1235,531
161,1234,530
162,1232,532
163,1229,531
164,1230,524
165,1232,522
166,1228,527
167,1227,526
168,1230,525
169,1230,525
170,1232,522
171,1234,521
172,1235,518
173,1232,522
174,1231,522
175,1228,523
