frame,x,y,radius
37,881,854,65
38,890,844,64
39,900,832,64
40,909,822,63
41,916,813,62
42,924,803,62
43,933,793,61
44,941,783,61
45,950,774,60
46,957,765,60
47,965,756,59
48,971,748,59
49,976,740,58
50,982,733,58
51,987,727,57
52,991,721,57
53,996,715,56
54,1001,708,56
55,1007,702,55
56,1012,696,55
57,1017,691,54
58,1021,685,54
59,1027,679,53
60,1031,672,53
61,1037,666,53
62,1042,663,52
63,1046,656,52
64,1051,651,51
65,1056,645,51
66,1061,640,51
67,1065,637,50
68,1069,632,50
69,1074,627,50
70,1079,622,49
71,1084,617,49
72,1087,616,49
73,1091,615,48
74,1096,612,48
75,1099,611,48
76,1101,612,47
77,1105,609,47
78,1109,607,47
79,1112,607,46
80,1115,608,46
81,1118,607,46
82,1119,611,45
83,1123,610,45
84,1126,610,45
85,1130,607,45
86,1133,609,44
87,1136,606,44
88,1139,605,44
89,1141,605,44
90,1144,605,43
91,1147,602,43
92,1150,599,43
93,1152,598,43
94,1155,596,42
95,1156,594,42
96,1159,593,42
97,1162,589,42
98,1164,585,42
99,1166,584,41
100,1169,581,41
101,1170,578,41
102,1172,577,41
103,1175,575,41
104,1176,573,40
105,1178,571,40
106,1179,569,40
107,1181,566,40
108,1181,565,40
109,1181,564,39
110,1183,561,39
111,1184,560,39
112,1184,559,39
113,1184,556,39
114,1185,555,39
115,1186,553,38
116,1187,548,38
117,1187,546,38
118,1187,545,38
119,1188,540,38
120,1189,537,38
121,1188,539,37
122,1189,536,37
123,1188,536,37
124,1188,535,37
125,1188,534,37
126,1189,528,37
127,1189,526,37
128,1190,521,37
129,1190,521,36
130,1190,520,36
131,1190,517,36
132,1190,514,36
133,1190,512,36
134,1192,512,36
135,1192,509,36
136,1195,508,36
137,1199,504,35
138,1204,501,35
139,1208,500,35
140,1212,499,35
141,1215,497,35
142,1218,498,35
143,1219,494,35
144,1221,494,35
145,1224,488,35
146,1224,492,35
147,1224,495,34
148,1226,496,34
149,1229,497,34
150,1230,498,34
151,1233,499,34
152,1236,498,34
153,1238,497,34
154,1237,501,34
155,1238,500,34
156,1237,500,34
157,1239,498,34
158,1240,493,34
159,1238,498,33
160,1235,498,33
161,1234,497,33
162,1232,499,33
163,1229,498,33
164,1230,491,33
165,1232,489,33
166,1228,494,33
167,1227,493,33
168,1230,492,33
169,1230,492,33
170,1232,489,33
171,1234,488,33
172,1235,485,33
173,1232,489,33
174,1231,490,32
175,1228,491,32
