frame,x,y
37,333,2199
38,338,2183
39,343,2167
40,348,2151
41,353,2135
42,358,2119
43,363,2103
44,368,2087
45,373,2071
46,378,2055
47,383,2039
48,388,2023
49,392,2007
50,397,1991
51,402,1975
52,407,1960
53,411,1944
54,416,1928
55,421,1912
56,425,1896
57,430,1880
58,435,1865
59,439,1849
60,444,1833
61,448,1817
62,453,1801
63,457,1786
64,461,1770
65,466,1754
66,470,1738
67,477,1715
68,481,1700
69,485,1685
70,490,1669
71,494,1654
72,498,1639
73,502,1623
74,506,1608
75,511,1592
76,515,1577
77,519,1561
78,523,1546
79,527,1530
80,531,1514
81,535,1499
82,539,1483
83,543,1467
84,547,1451
85,551,1435
86,554,1418
87,558,1402
88,562,1386
89,565,1369
90,569,1353
91,572,1336
92,576,1319
93,579,1303
94,582,1286
95,585,1269
96,588,1252
97,591,1235
98,594,1218
99,597,1201
100,600,1184
101,603,1167
102,605,1151
103,608,1134
104,610,1117
105,613,1101
106,615,1084
107,617,1068
108,619,1051
109,621,1035
110,623,1019
111,625,1003
112,627,988
113,629,972
114,631,957
115,632,942
116,634,927
117,635,912
118,637,897
119,638,883
120,639,868
121,641,854
122,642,839
123,643,825
124,644,811
125,644,797
126,645,783
127,645,770
128,646,756
129,646,742
130,646,729
131,646,715
132,646,701
133,645,687
134,645,674
135,644,660
136,643,646
137,642,632
138,640,618
139,639,604
140,637,590
141,635,576
142,632,562
143,630,548
144,627,533
145,624,519
146,622,512
147,619,499
148,615,485
149,611,472
150,607,459
151,603,445
152,598,432
153,594,419
154,589,406
155,584,393
156,578,380
157,573,367
158,567,354
159,561,342
160,555,329
161,549,316
162,542,303
163,535,291
164,528,278
165,521,266
166,513,253
167,506,241
168,498,228
169,490,216
170,482,204
171,473,191
172,464,179
173,456,167
174,446,155
175,437,143
