frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,881.0,854.0,65.0,0.5167618330866268,0.1586074431295958,-0.8413090317171458,0.8501156214340929
38,890.0,844.0,64.0,-0.7061395952354081,-0.6257769581244239,0.3313156662781233,0.4547611560071407
39,900.0,832.0,64.0,-0.706441016917349,0.0696072830051672,-0.7043407667950368,0.1870415543518088
40,909.0,822.0,63.0,-0.168406024120659,0.9843818208513988,-0.0513014796780464,0.2356645084268631
41,916.0,813.0,62.0,0.5722157819543009,0.6292332447979508,-0.5259606663273121,0.5102169889696112
42,924.0,803.0,62.0,0.7753110437746367,-0.0541672246421046,0.6292524907981335,0.2514442460170265
43,933.0,793.0,61.0,0.843668360033477,0.5038446925306924,0.185375899423511,0.2401281952667864
44,941.0,783.0,61.0,0.1344398466544766,-0.4817054027982577,-0.865959486665796,0.2391692537887602
45,950.0,774.0,60.0,0.6732243254088407,0.204617364788746,-0.7105636788527265,0.7090564997393279
46,957.0,765.0,60.0,-0.6610264918356725,-0.4863835090010533,0.5713799605019814,0.7262903693505227
47,965.0,756.0,59.0,-0.289897394718324,0.7804781027579462,0.5539074215524512,0.2031708574500107
48,971.0,748.0,59.0,0.8464842505488173,0.2834132463066726,-0.4507120426510929,0.1700554467478753
49,976.0,740.0,58.0,0.5849536410011085,0.80365556082563,-0.1093936809582175,0.319762025230448
50,982.0,733.0,58.0,0.8145223365029504,0.2375596238109138,-0.5292624948667644,0.3300604994663508
51,987.0,727.0,57.0,0.8338971119319001,0.5465485799506091,0.0768131269094602,0.242653079662831
52,991.0,721.0,57.0,0.3945882669544555,-0.0281598976872492,-0.918426436762424,0.5493326803507289
53,996.0,715.0,56.0,0.7175162418893368,0.1925581074329856,-0.6693966073164919,0.7245561714799936
54,1001.0,708.0,56.0,-0.9294219937531066,-0.0646016573963233,-0.3633199463140556,0.4341125522395355
55,1007.0,702.0,55.0,-0.4182749011289611,0.9041199102885732,-0.0872541970643278,0.4256512553007762
56,1012.0,696.0,55.0,0.7368427012335217,0.28177705763439,-0.6145441590559565,0.2165864111121913
57,1017.0,691.0,54.0,0.8895416489501428,0.1376926205440334,-0.4356103729604909,0.3508392211851658
