Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,632,1046,1323,1057,1255,446,1545,446
1,628,1044,1319,1055,1251,444,1541,444
2,624,1043,1315,1053,1244,445,1536,444
3,621,1041,1311,1052,1239,443,1532,445
4,617,1039,1307,1050,1233,444,1528,444
5,613,1038,1303,1048,1226,444,1524,443
6,609,1036,1298,1047,1224,441,1519,442
7,605,1034,1294,1045,1217,440,1516,440
8,601,1033,1290,1043,1214,439,1511,437
9,597,1031,1286,1042,1209,436,1508,438
10,593,1029,1282,1040,1205,434,1504,436
11,589,1028,1278,1038,1201,434,1500,434
12,585,1026,1274,1036,1196,433,1496,433
13,581,1025,1270,1035,1191,432,1492,432
14,578,1023,1266,1034,1188,429,1488,431
15,574,1021,1262,1032,1186,427,1484,428
16,570,1020,1258,1030,1182,426,1481,426
17,566,1018,1254,1028,1179,424,1478,424
18,562,1016,1250,1026,1174,422,1473,422
19,559,1014,1246,1024,1172,420,1470,420
20,556,1013,1242,1023,1166,419,1466,419
21,552,1011,1238,1022,1163,416,1462,418
22,549,1009,1235,1020,1159,414,1458,415
23,545,1008,1231,1019,1154,413,1454,414
24,542,1006,1227,1018,1153,410,1450,412
25,538,1005,1224,1016,1149,409,1447,410
26,535,1003,1220,1015,1145,407,1444,408
27,532,1001,1217,1014,1142,405,1440,407
28,529,1000,1213,1012,1140,403,1438,405
29,526,998,1210,1011,1138,400,1434,402
30,523,997,1207,1010,1135,399,1432,402
31,520,995,1204,1009,1132,397,1429,399
32,517,994,1201,1007,1128,397,1426,397
33,514,992,1198,1006,1127,393,1423,395
34,511,991,1196,1005,1124,392,1420,393
35,509,989,1193,1003,1123,390,1418,390
36,506,987,1190,1001,1122,388,1415,388
37,504,986,1187,1000,1119,386,1412,386
38,501,985,1184,999,1116,385,1410,385
39,498,983,1181,997,1114,383,1408,383
40,495,982,1178,996,1111,382,1405,382
41,502,981,1175,995,1116,381,1402,381
42,499,980,1172,994,1113,380,1399,380
43,496,979,1170,993,1110,378,1397,376
44,493,978,1167,992,1110,376,1395,376
45,490,977,1164,991,1107,375,1391,375
46,487,976,1162,990,1107,372,1390,372
