Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,624,1044,1318,1055,1242,445,1538,446
1,624,1043,1318,1054,1246,443,1540,444
2,626,1041,1316,1052,1245,442,1537,443
3,621,1040,1313,1051,1239,441,1535,442
4,620,1038,1309,1049,1236,439,1530,440
5,620,1037,1305,1048,1236,438,1525,439
6,608,1035,1300,1046,1227,437,1521,438
7,609,1034,1296,1045,1219,435,1517,436
8,602,1032,1293,1042,1217,434,1513,435
9,599,1031,1288,1041,1214,432,1509,433
10,593,1028,1278,1039,1209,431,1506,432
11,592,1027,1277,1038,1208,430,1502,431
12,584,1026,1276,1037,1204,428,1497,429
13,583,1024,1270,1034,1197,427,1494,428
14,575,1023,1259,1033,1192,425,1491,426
15,571,1021,1259,1031,1187,424,1475,425
16,568,1019,1254,1029,1184,422,1482,423
17,564,1018,1245,1028,1181,420,1474,421
18,563,1016,1240,1026,1176,419,1468,420
19,559,1014,1244,1024,1175,417,1467,418
20,554,1012,1238,1022,1169,415,1463,416
21,549,1011,1232,1021,1155,413,1461,414
22,545,1009,1234,1020,1142,411,1459,412
23,543,1007,1232,1019,1140,409,1455,410
24,536,1007,1230,1019,1150,407,1451,409
25,539,1005,1228,1017,1157,405,1448,407
26,534,1003,1212,1015,1153,403,1445,405
27,521,1001,1215,1014,1156,401,1442,403
28,522,999,1215,1012,1151,399,1437,401
29,522,999,1214,1012,1144,397,1435,400
30,517,997,1197,1010,1135,395,1431,398
31,515,995,1207,1009,1133,393,1427,396
32,522,995,1197,1008,1124,392,1421,394
33,527,993,1195,1006,1129,390,1417,392
34,508,991,1193,1006,1127,388,1414,391
35,505,989,1195,1004,1127,386,1417,389
36,502,988,1182,1004,1126,384,1415,387
37,504,986,1181,1002,1118,382,1413,385
38,504,985,1182,1001,1108,380,1404,383
39,499,983,1178,999,1114,378,1407,382
40,494,982,1175,998,1118,377,1410,381
41,494,980,1173,997,1114,375,1400,379
42,486,978,1169,995,1110,374,1402,378
43,485,977,1167,994,1105,372,1394,376
44,480,977,1167,994,1106,370,1392,374
45,479,975,1168,993,1103,369,1385,373
46,492,974,1162,991,1097,368,1392,372
47,473,972,1159,990,1098,366,1386,370
48,473,971,1156,989,1096,365,1388,369
49,472,970,1155,988,1096,364,1381,368
50,468,969,1153,986,1088,363,1377,367
51,466,968,1145,985,1087,362,1381,366
52,463,967,1143,984,1086,361,1380,365
53,689,971,1143,983,1296,363,1374,364
54,455,966,1138,983,1080,359,1371,363
55,453,964,1140,981,1080,359,1365,363
56,450,964,1136,980,1078,358,1364,362
57,451,963,1134,979,1073,358,1362,362
58,444,963,1131,979,1070,358,1359,361
59,443,963,1129,979,1066,358,1360,361
60,444,964,1124,979,1062,358,1357,361
61,439,964,1123,979,1065,358,1357,361
62,439,964,1121,978,1061,358,1354,361
63,440,965,1122,979,1057,359,1350,361
64,429,965,1118,979,1057,359,1346,362
65,430,967,1114,981,1052,360,1345,363
66,424,968,1113,981,1048,361,1343,363
67,422,970,1111,983,1046,362,1342,364
68,421,970,1109,982,1044,363,1340,366
69,419,972,1107,984,1043,365,1339,367
70,415,974,1104,986,1040,366,1334,369
71,413,977,1103,988,1042,368,1332,370
72,411,979,1103,990,1042,370,1329,372
73,416,982,1101,993,1036,372,1326,374
74,407,983,1099,995,1036,375,1324,376
75,408,986,1097,998,1035,377,1323,379
76,409,989,1096,1001,1032,380,1321,381
77,406,992,1094,1002,1032,383,1319,384
78,403,995,1093,1005,1032,385,1317,387
79,402,998,1091,1009,1028,388,1315,389
80,399,1001,1090,1012,1025,391,1314,392
81,398,1005,1087,1016,1025,394,1313,395
82,398,1008,1084,1019,1025,397,1313,398
83,398,1011,1084,1022,1024,400,1311,401
84,408,1014,1084,1025,1019,402,1310,403
85,400,1016,1084,1027,1022,405,1309,406
86,400,1019,1082,1030,1024,408,1306,409
87,400,1022,1081,1033,1022,411,1306,412
88,410,1025,1079,1036,1020,414,1304,415
89,390,1028,1075,1039,1013,416,1305,417
90,391,1030,1072,1041,1019,419,1307,420
91,389,1033,1074,1043,1016,421,1301,422
92,389,1035,1072,1045,1013,424,1299,425
93,384,1038,1070,1048,1013,426,1298,427
94,386,1040,1069,1050,1006,429,1294,430
95,383,1042,1063,1052,1009,431,1297,432
96,378,1044,1062,1054,1006,433,1294,434
97,394,1045,1058,1055,1003,435,1295,436
98,375,1047,1062,1057,1002,436,1288,437
99,371,1048,1060,1059,1001,438,1286,439
100,370,1049,1058,1060,998,440,1284,441
101,373,1050,1054,1060,998,441,1288,442
102,369,1051,1053,1061,996,442,1284,443
103,365,1053,1051,1063,992,444,1284,445
104,366,1054,1049,1064,987,445,1282,446
105,363,1054,1047,1064,990,446,1283,447
106,362,1055,1045,1065,990,447,1281,448
107,359,1056,1043,1066,986,448,1280,449
108,357,1057,1041,1067,985,449,1278,450
109,358,1057,1040,1068,982,450,1277,451
110,366,1058,1039,1069,972,451,1275,452
111,357,1058,1038,1069,981,451,1273,452
112,352,1059,1039,1070,967,452,1273,453
113,348,1060,1035,1070,954,453,1270,454
114,344,1060,1033,1070,967,454,1269,455
115,346,1061,1032,1071,969,455,1268,456
116,341,1061,1029,1071,966,455,1267,456
117,339,1062,1028,1072,963,455,1263,457
118,335,1062,1028,1072,967,456,1263,457
119,335,1063,1026,1073,951,456,1260,458
120,332,1063,1025,1074,962,457,1257,458
121,330,1063,1022,1074,973,457,1257,458
