Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,545,896,1470,908,961,453,1336,453
1,544,897,1471,910,960,454,1335,454
2,543,898,1472,911,959,455,1334,455
3,542,899,1474,911,959,454,1332,454
4,541,901,1475,912,958,456,1334,456
5,540,901,1476,912,958,455,1335,455
6,541,901,1477,912,957,456,1336,456
7,542,901,1479,912,958,457,1338,457
8,543,901,1480,911,958,457,1339,457
9,544,900,1481,911,960,456,1341,456
10,545,900,1482,912,960,455,1342,455
11,546,900,1483,912,962,456,1343,456
12,548,900,1484,912,962,455,1345,455
13,550,899,1486,912,964,454,1347,454
14,552,899,1487,911,966,454,1347,454
15,555,899,1489,911,968,454,1349,454
16,557,899,1491,911,969,454,1352,454
17,559,899,1492,911,972,454,1353,454
18,561,899,1494,911,971,456,1356,456
19,561,899,1496,911,973,456,1357,456
20,562,898,1497,911,976,455,1358,455
21,564,898,1499,910,978,455,1359,455
22,565,898,1501,910,978,455,1360,455
23,566,897,1502,909,981,454,1362,454
24,568,897,1504,908,982,454,1364,454
25,569,897,1505,907,983,453,1365,453
26,570,897,1507,906,984,453,1365,453
27,571,897,1507,905,985,453,1366,453
28,572,897,1509,905,986,454,1367,454
29,574,897,1510,905,987,454,1370,454
30,576,896,1511,906,990,453,1372,453
31,578,896,1512,906,990,452,1373,452
32,578,896,1513,906,990,452,1375,452
33,580,896,1515,906,991,454,1377,454
34,580,896,1516,907,993,454,1377,454
35,581,897,1517,907,992,455,1379,455
36,582,897,1517,907,994,455,1380,455
37,583,897,1518,907,995,455,1382,455
38,585,897,1518,908,995,454,1381,454
39,586,897,1519,908,997,454,1382,454
40,588,897,1520,908,999,455,1384,455
41,589,897,1522,908,1000,455,1384,455
42,590,897,1523,907,1000,455,1385,455
43,591,897,1524,907,1001,455,1386,455
44,592,897,1525,907,1002,456,1387,456
45,592,897,1525,907,1003,456,1389,456
46,593,897,1526,907,1003,456,1389,456
47,593,897,1527,907,1004,456,1389,456
48,594,897,1528,908,1005,456,1390,456
49,594,898,1528,909,1006,457,1391,457
50,594,900,1529,910,1005,459,1391,459
51,594,901,1530,912,1005,460,1393,460
52,594,902,1530,913,1005,461,1393,461
53,595,903,1531,914,1006,461,1394,461
54,597,903,1532,914,1007,461,1394,461
55,598,902,1533,914,1009,459,1393,459
56,600,902,1533,915,1010,460,1394,460
57,602,901,1534,915,1011,458,1393,458
58,603,901,1534,916,1012,458,1394,458
59,603,901,1535,916,1011,459,1394,459
60,603,902,1535,917,1013,461,1395,461
61,603,903,1536,918,1013,463,1396,463
62,603,904,1536,919,1014,464,1396,464
63,602,906,1537,921,1014,466,1397,466
64,602,908,1537,922,1014,467,1397,467
65,603,909,1538,924,1014,469,1398,469
66,603,911,1538,925,1013,470,1398,470
67,604,912,1538,926,1014,471,1398,471
68,605,912,1539,927,1016,471,1398,471
69,606,913,1539,927,1017,471,1399,471
70,607,913,1539,928,1017,470,1398,470
71,608,913,1539,928,1018,470,1398,470
72,609,914,1539,929,1019,471,1398,471
73,609,914,1539,930,1020,472,1398,472
74,610,914,1539,930,1020,471,1398,471
75,610,915,1539,931,1018,475,1399,475
76,610,916,1539,933,1018,477,1399,477
77,610,917,1539,934,1017,479,1400,479
78,610,919,1539,936,1016,481,1399,481
79,609,920,1539,937,1016,482,1399,482
80,609,921,1538,938,1017,483,1399,483
81,608,922,1538,939,1016,484,1399,484
82,607,923,1537,940,1016,485,1398,485
83,606,924,1537,940,1016,485,1397,485
84,605,925,1536,941,1017,486,1396,486
85,603,927,1534,942,1014,487,1394,487
86,601,929,1533,944,1011,489,1393,489
87,598,931,1531,946,1008,491,1391,491
88,595,933,1529,947,1006,492,1389,492
89,592,935,1527,949,1002,495,1388,495
90,590,935,1524,949,1001,495,1385,495
91,589,936,1522,950,1000,495,1383,495
92,588,936,1520,950,998,495,1381,495
93,586,937,1518,951,998,495,1378,495
94,585,937,1516,951,996,495,1376,495
95,583,938,1514,951,993,496,1373,496
96,581,938,1513,952,992,496,1372,496
97,580,939,1511,952,991,498,1372,498
98,579,939,1510,953,990,498,1370,498
99,578,939,1508,953,989,499,1370,499
100,578,940,1507,953,987,500,1369,500
101,580,940,1506,954,986,499,1368,499
102,579,940,1504,954,985,499,1366,499
103,578,940,1503,954,984,501,1366,501
104,578,940,1503,954,983,501,1364,501
105,579,940,1502,954,981,501,1362,501
106,577,940,1502,954,982,502,1362,502
107,578,940,1501,955,979,502,1362,502
108,578,940,1500,955,979,501,1360,501
109,577,940,1500,955,976,503,1361,503
110,574,940,1499,955,976,504,1361,504
111,574,940,1499,955,974,504,1361,504
112,571,940,1499,955,972,504,1361,504
113,569,939,1498,954,972,503,1361,503
114,569,938,1497,953,971,502,1361,502
115,569,936,1497,951,971,500,1361,500
116,568,935,1496,949,971,498,1360,498
117,568,933,1496,947,972,495,1359,495
118,568,931,1496,944,973,492,1358,492
119,568,930,1496,942,973,491,1358,491
120,567,929,1496,941,972,489,1357,489
121,566,928,1495,940,972,488,1357,488
122,566,927,1495,940,970,486,1356,486
123,567,926,1496,938,966,486,1357,486
124,566,923,1495,937,968,482,1356,482
125,566,921,1495,934,968,480,1355,480
126,566,918,1495,932,971,478,1355,478
127,565,915,1494,929,973,474,1356,474
128,563,913,1494,928,976,470,1355,470
129,564,913,1494,927,974,470,1356,470
130,564,912,1495,927,974,469,1355,469
131,565,912,1495,926,974,469,1355,469
132,566,911,1496,926,974,468,1355,468
133,566,911,1497,925,973,469,1355,469
134,567,911,1497,924,974,469,1355,469
135,567,911,1498,924,973,469,1357,469
136,569,911,1498,923,972,469,1357,469
137,571,911,1498,923,971,469,1358,469
138,571,910,1499,923,974,468,1358,468
139,572,910,1499,923,974,468,1359,468
140,573,909,1500,923,975,467,1359,467
141,572,908,1500,923,979,464,1358,464
142,573,908,1501,923,979,465,1359,465
143,574,907,1501,922,980,464,1359,464
144,573,907,1501,922,981,463,1359,463
145,572,907,1502,922,985,462,1360,462
146,573,908,1502,922,984,463,1360,463
147,572,907,1502,922,986,461,1359,461
148,574,907,1502,923,986,461,1360,461
149,574,906,1503,923,985,463,1361,463
150,574,906,1503,923,986,463,1362,463
151,575,906,1503,924,985,464,1361,464
152,574,907,1503,924,986,465,1362,465
153,573,909,1504,924,982,468,1363,468
154,573,910,1504,925,982,469,1364,469
155,572,912,1505,925,981,471,1363,471
156,571,913,1505,926,981,472,1364,472
157,571,914,1506,926,984,471,1365,471
158,571,914,1506,927,989,467,1364,467
159,571,914,1506,927,989,467,1363,467
160,571,915,1506,927,991,467,1364,467
161,571,915,1507,928,989,469,1364,469
162,571,916,1507,928,990,468,1364,468
163,571,916,1507,928,990,468,1364,468
164,572,916,1506,929,991,467,1363,467
165,572,917,1506,929,990,468,1365,468
166,572,917,1506,929,989,469,1364,469
167,572,918,1506,930,991,469,1365,469
168,572,918,1506,931,989,471,1365,471
169,573,919,1506,932,988,471,1364,471
170,573,920,1506,933,989,470,1364,470
171,573,921,1506,934,990,471,1364,471
172,573,922,1506,935,988,475,1366,475
173,574,923,1506,936,989,476,1366,476
174,573,924,1507,937,988,478,1366,478
175,574,925,1507,938,989,478,1366,478
176,574,926,1507,939,988,479,1365,479
177,574,926,1507,940,989,479,1366,479
178,574,927,1508,940,988,481,1366,481
179,574,927,1508,940,988,482,1366,482
180,575,927,1508,941,989,481,1366,481
181,576,927,1509,941,989,481,1365,481
182,577,927,1509,942,991,481,1365,481
183,578,927,1509,943,993,482,1366,482
184,579,928,1509,944,990,483,1366,483
185,581,928,1509,945,990,483,1366,483
186,582,929,1509,946,990,486,1366,486
187,581,931,1509,947,989,488,1367,488
188,581,933,1510,948,987,490,1369,490
189,579,935,1510,949,987,492,1368,492
190,578,937,1510,950,987,493,1368,493
191,578,938,1510,951,986,494,1370,494
192,578,937,1510,951,989,494,1369,494
193,579,937,1510,952,990,494,1370,494
194,580,937,1510,952,990,494,1369,494
195,580,938,1510,953,990,495,1369,495
196,580,938,1509,953,991,495,1368,495
197,580,939,1509,953,990,496,1368,496
198,580,939,1508,953,991,495,1367,495
199,581,938,1507,952,993,494,1367,494
200,582,937,1507,951,994,492,1366,492
201,583,936,1506,950,997,491,1365,491
202,584,935,1505,949,997,490,1365,490
203,584,935,1505,949,1002,486,1363,486
204,585,935,1505,949,1004,486,1363,486
205,586,935,1504,949,1003,486,1362,486
206,586,935,1504,949,1009,486,1357,486
207,587,935,1503,949,1012,486,1362,486
208,588,935,1503,949,1005,486,1361,486
209,588,935,1503,949,1006,486,1361,486
210,589,936,1503,949,1006,487,1362,487
211,589,936,1504,949,1006,487,1362,487
212,590,936,1504,949,1007,487,1361,487
213,591,936,1504,949,1006,487,1361,487
214,591,936,1504,949,1005,487,1361,487
215,592,936,1504,949,1009,487,1358,487
216,593,936,1503,949,1005,487,1361,487
217,593,936,1503,949,1008,487,1360,487
218,594,936,1503,949,1011,487,1360,487
219,595,936,1503,949,1012,487,1360,487
220,596,936,1503,949,1013,487,1360,487
221,597,936,1503,949,1016,487,1360,487
222,599,936,1503,949,1016,487,1359,487
223,600,936,1503,949,1015,487,1359,487
