Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,624,1044,1318,1055,1243,445,1538,447
1,624,1043,1318,1054,1248,443,1540,445
2,626,1041,1316,1052,1244,444,1537,446
3,621,1040,1313,1051,1237,444,1534,445
4,620,1038,1309,1049,1233,443,1529,444
5,620,1037,1305,1048,1235,440,1525,441
6,608,1035,1300,1046,1224,440,1520,441
7,609,1034,1296,1045,1216,439,1516,440
8,602,1032,1293,1042,1214,438,1512,439
9,599,1031,1288,1041,1211,436,1508,437
10,593,1028,1278,1039,1207,434,1506,435
11,592,1027,1277,1038,1208,431,1502,432
12,584,1026,1276,1037,1203,430,1497,431
13,583,1024,1270,1034,1195,430,1494,431
14,575,1023,1259,1033,1191,427,1491,428
15,571,1021,1259,1031,1189,423,1476,424
16,568,1019,1254,1029,1183,424,1482,425
17,564,1018,1245,1028,1181,421,1474,422
18,563,1016,1240,1026,1178,418,1469,419
19,559,1014,1244,1024,1176,417,1468,418
20,554,1012,1238,1022,1170,415,1464,416
21,549,1011,1232,1021,1152,417,1460,418
22,545,1009,1234,1020,1138,416,1458,418
23,543,1007,1232,1019,1136,414,1454,416
24,536,1007,1230,1019,1149,409,1451,411
25,539,1005,1228,1017,1158,405,1449,406
26,534,1003,1212,1015,1154,403,1446,404
27,521,1001,1215,1014,1158,400,1444,401
28,522,999,1215,1012,1153,398,1439,399
29,522,999,1214,1012,1146,396,1436,398
30,517,997,1197,1010,1135,396,1432,398
31,515,995,1207,1009,1136,392,1428,396
32,522,995,1197,1008,1126,391,1421,395
33,527,993,1195,1006,1133,387,1418,391
34,508,991,1193,1006,1130,386,1415,390
35,505,989,1195,1004,1129,385,1418,389
36,502,988,1182,1004,1128,383,1416,387
37,504,986,1181,1002,1118,383,1413,387
38,504,985,1182,1001,1108,381,1404,385
39,499,983,1178,999,1114,379,1407,383
40,494,982,1175,998,1119,377,1411,381
41,494,980,1173,997,1116,374,1401,378
42,486,978,1169,995,1112,373,1403,378
43,485,977,1167,994,1107,371,1395,376
44,480,977,1167,994,1109,369,1393,374
45,479,975,1168,993,1106,367,1386,371
46,492,974,1162,991,1098,368,1392,373
47,473,972,1159,990,1100,365,1387,369
48,473,971,1156,989,1097,365,1389,369
49,472,970,1155,988,1099,362,1382,366
50,468,969,1153,986,1091,361,1378,365
51,466,968,1145,985,1089,361,1382,365
52,463,967,1143,984,1088,360,1381,364
53,689,971,1143,983,1348,312,1394,313
54,455,966,1138,983,1083,357,1373,361
55,453,964,1140,981,1086,354,1367,358
56,450,964,1136,980,1083,354,1366,358
57,451,963,1134,979,1077,355,1364,359
58,444,963,1131,979,1075,354,1361,358
59,443,963,1129,979,1070,355,1361,359
60,444,964,1124,979,1066,355,1358,359
61,439,964,1123,979,1070,354,1359,358
62,439,964,1121,978,1065,355,1356,359
63,440,965,1122,979,1063,354,1352,358
64,429,965,1118,979,1062,355,1349,357
65,430,967,1114,981,1057,356,1347,358
66,424,968,1113,981,1053,357,1345,359
67,422,970,1111,983,1051,358,1344,360
68,421,970,1109,982,1050,359,1342,361
69,419,972,1107,984,1048,361,1341,363
70,415,974,1104,986,1044,364,1336,365
71,413,977,1103,988,1046,365,1334,366
72,411,979,1103,990,1048,366,1332,367
73,416,982,1101,993,1042,368,1329,369
74,407,983,1099,995,1040,372,1326,373
75,408,986,1097,998,1040,373,1325,374
76,409,989,1096,1001,1037,376,1323,377
77,406,992,1094,1002,1038,378,1321,379
78,403,995,1093,1005,1035,383,1319,384
79,402,998,1091,1009,1031,386,1317,387
80,399,1001,1090,1012,1028,389,1315,390
81,398,1005,1087,1016,1030,390,1315,391
82,398,1008,1084,1019,1028,395,1314,396
83,398,1011,1084,1022,1026,399,1312,400
84,408,1014,1084,1025,1016,406,1309,407
85,400,1016,1084,1027,1019,409,1308,410
86,400,1019,1082,1030,1020,413,1305,414
87,400,1022,1081,1033,1019,415,1305,416
88,410,1025,1079,1036,1016,419,1303,420
89,390,1028,1075,1039,1007,423,1303,424
90,391,1030,1072,1041,1014,425,1305,426
91,389,1033,1074,1043,1012,426,1300,427
92,389,1035,1072,1045,1009,429,1298,430
93,384,1038,1070,1048,1009,431,1297,432
94,386,1040,1069,1050,1002,434,1293,435
95,383,1042,1063,1052,1007,434,1296,435
96,378,1044,1062,1054,1005,435,1294,436
97,394,1045,1058,1055,1002,437,1295,438
98,375,1047,1062,1057,1000,439,1288,440
99,371,1048,1060,1059,1000,440,1286,441
100,370,1049,1058,1060,998,441,1284,442
101,373,1050,1054,1060,997,443,1288,444
102,369,1051,1053,1061,996,443,1284,444
103,365,1053,1051,1063,992,445,1284,446
104,366,1054,1049,1064,985,448,1282,449
105,363,1054,1047,1064,989,448,1283,449
106,362,1055,1045,1065,988,450,1281,451
107,359,1056,1043,1066,985,450,1280,451
108,357,1057,1041,1067,985,450,1278,451
109,358,1057,1040,1068,982,451,1277,452
110,366,1058,1039,1069,970,454,1274,455
111,357,1058,1038,1069,984,450,1274,451
112,352,1059,1039,1070,964,456,1272,457
113,348,1060,1035,1070,949,459,1268,461
114,344,1060,1033,1070,965,457,1269,458
115,346,1061,1032,1071,970,455,1269,456
116,341,1061,1029,1071,965,457,1267,458
117,339,1062,1028,1072,962,457,1263,458
118,335,1062,1028,1072,967,457,1263,458
119,335,1063,1026,1073,948,460,1259,462
120,332,1063,1025,1074,963,457,1258,458
121,330,1063,1022,1074,976,455,1259,456
122,338,1064,1019,1075,966,457,1256,458
123,334,1064,1019,1075,951,460,1255,462
124,329,1065,1019,1076,937,463,1252,465
125,326,1065,1016,1075,925,466,1252,468
