frame,x,y
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,42.0,1749.0
72,44.0,1728.0
73,,
74,47.0,1679.0
75,49.0,1647.0
76,50.0,1623.0
77,50.0,1589.0
78,52.0,1560.0
79,54.0,1530.0
80,55.0,1500.0
81,55.0,1483.0
82,57.0,1451.0
83,58.0,1417.0
84,59.0,1384.0
85,61.0,1349.0
86,62.0,1324.0
87,63.0,1302.0
88,64.0,1277.0
89,66.0,1235.0
90,66.0,1205.0
91,68.0,1184.0
92,69.0,1157.0
93,69.0,1125.0
94,71.0,1097.0
95,72.0,1067.0
96,72.0,1028.0
97,74.0,1015.0
98,75.0,986.0
99,76.0,964.0
100,77.0,933.0
101,78.0,906.0
102,77.0,865.0
103,80.0,858.0
104,80.0,829.0
105,81.0,795.0
106,82.0,780.0
107,82.0,735.0
108,84.0,723.0
109,84.0,697.0
110,84.0,662.0
111,85.0,635.0
112,86.0,612.0
113,86.0,588.0
114,87.0,563.0
115,87.0,538.0
116,87.0,512.0
117,87.0,583.0
118,88.0,502.0
119,88.0,449.0
120,88.0,431.0
121,87.0,388.0
122,86.0,385.0
123,86.0,314.0
124,85.0,313.0
125,86.0,329.0
126,84.0,297.0
127,83.0,264.0
128,82.0,236.0
129,81.0,216.0
130,79.0,194.0
131,77.0,173.0
132,76.0,158.0
133,73.0,136.0
134,73.0,152.0
135,71.0,137.0
136,69.0,89.0
137,67.0,57.0
138,64.0,49.0
139,62.0,16.0
140,61.0,8.0
141,61.0,-8.0
142,61.0,-25.0
143,57.0,-69.0
144,55.0,-79.0
145,55.0,-61.0
146,49.0,-115.0
147,48.0,-52.0
148,44.0,-98.0
149,47.0,-135.0
150,49.0,-239.0
151,60.0,-296.0
152,63.0,-313.0
153,66.0,-254.0
154,81.0,-166.0
