frame,x,y
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,11.0,1812.0
15,14.0,1780.0
16,18.0,1756.0
17,19.0,1730.0
18,23.0,1692.0
19,,
20,29.0,1624.0
21,29.0,1593.0
22,32.0,1555.0
23,-8.0,1317.0
24,38.0,1485.0
25,38.0,1456.0
26,41.0,1420.0
27,43.0,1383.0
28,45.0,1351.0
29,47.0,1325.0
30,48.0,1287.0
31,51.0,1256.0
32,53.0,1226.0
33,55.0,1205.0
34,57.0,1173.0
35,58.0,1142.0
36,60.0,1122.0
37,62.0,1097.0
38,65.0,1068.0
39,66.0,1036.0
40,67.0,1009.0
41,69.0,976.0
42,71.0,951.0
43,73.0,925.0
44,74.0,881.0
45,77.0,860.0
46,79.0,829.0
47,81.0,793.0
48,82.0,760.0
49,85.0,730.0
50,87.0,683.0
51,87.0,650.0
52,89.0,605.0
53,90.0,559.0
54,91.0,528.0
55,93.0,490.0
56,93.0,445.0
57,94.0,398.0
58,94.0,343.0
59,93.0,290.0
60,94.0,300.0
61,93.0,342.0
62,95.0,383.0
63,93.0,396.0
64,91.0,335.0
65,92.0,211.0
66,90.0,-5.0
67,92.0,-319.0
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
