frame,x,y
70,53,1735
71,54,1721
72,54,1707
73,55,1694
74,55,1681
75,55,1667
76,56,1654
77,56,1641
78,56,1627
79,56,1614
80,57,1601
81,57,1588
82,57,1575
83,58,1562
84,58,1549
85,58,1536
86,59,1523
87,59,1511
88,59,1498
89,60,1485
90,60,1472
91,60,1460
92,60,1447
93,61,1434
94,61,1422
95,61,1409
96,62,1396
97,62,1384
98,62,1372
99,63,1361
100,63,1348
101,63,1335
102,63,1323
103,64,1310
104,64,1297
105,64,1285
106,64,1272
107,65,1259
108,65,1247
109,65,1234
110,65,1222
111,66,1209
112,66,1196
113,66,1184
114,66,1171
115,67,1159
116,67,1146
117,67,1133
118,67,1121
119,68,1108
120,68,1095
121,68,1082
122,68,1069
123,68,1057
124,69,1044
125,69,1032
126,69,1019
127,69,1006
128,69,994
129,70,982
130,70,970
131,70,958
132,70,946
133,70,935
134,71,923
135,71,912
136,71,900
137,71,888
138,71,876
139,71,864
140,72,852
141,72,841
142,72,829
143,72,817
144,72,804
145,73,793
146,73,781
147,73,768
148,73,755
149,73,742
150,73,730
151,73,717
152,73,704
153,73,691
154,74,678
155,74,665
156,74,652
157,74,639
158,74,627
159,74,614
160,74,601
161,75,588
162,75,575
163,75,562
164,75,549
165,75,536
166,75,523
167,75,510
168,75,497
169,75,484
170,76,472
171,76,461
172,76,449
173,76,438
174,76,427
175,76,416
176,76,405
177,76,394
178,76,384
179,76,373
180,76,363
181,76,352
182,76,342
183,76,333
184,75,323
185,75,313
186,75,302
187,75,291
188,75,281
189,75,271
190,74,261
191,74,251
192,74,241
193,73,231
194,73,221
195,73,211
196,72,201
197,72,191
198,72,181
199,71,171
200,71,161
201,70,151
202,70,141
203,69,131
204,69,121
205,68,111
206,68,101
207,67,91
208,67,81
209,66,71
