frame,x,y
46,166,2095
47,175,2054
48,184,2013
49,193,1972
50,202,1931
51,211,1891
52,220,1850
53,229,1810
54,238,1770
55,247,1730
56,255,1691
57,264,1651
58,273,1612
59,282,1573
60,290,1534
61,299,1495
62,308,1457
63,316,1418
64,325,1380
65,333,1342
66,346,1286
67,354,1250
68,363,1214
69,372,1178
70,380,1142
71,388,1105
72,397,1069
73,405,1033
74,413,997
75,417,978
76,425,940
77,433,902
78,441,864
79,448,826
80,456,787
81,464,749
82,471,710
83,479,671
84,486,633
85,493,594
86,501,554
87,508,515
88,515,476
89,522,436
90,529,396
91,536,357
92,543,317
93,550,277
94,556,237
