frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,980.0,820.0,63.0,-0.991666673371519,-0.029782124849769,-0.1253404721695986,0.2668806734556473
71,995.0,800.0,62.0,-0.0311799465971312,0.0376339827947877,0.9988050331617286,0.3772507711329038
72,1009.0,780.0,61.0,0.6566904595322588,-0.2506779258151206,0.7112792826086952,0.33100917479908
73,1022.0,763.0,60.0,-0.99038859484492,-0.040184329998406,-0.132346706886435,0.496857505419422
74,1036.0,745.0,59.0,0.9684823232579312,0.2011180666667168,-0.1469473129974214,0.3304910691318091
75,1048.0,729.0,58.0,0.9940632563560544,0.0346927809465681,-0.103124455455488,0.2983833262234046
76,1059.0,714.0,57.0,0.0204924117510138,-0.3476507910825206,-0.9374001218905,0.2935014907953929
77,1071.0,699.0,56.0,0.4467991270468233,-0.8358420821020991,-0.3189648160180438,0.2075392140724545
78,1081.0,686.0,55.0,-0.4833513977538921,-0.3990210214573692,-0.779200648565231,0.3704707902241537
79,1091.0,673.0,54.0,-0.9005831222571989,-0.2057318317408886,-0.3829157261252321,0.1271180188140117
80,1101.0,659.0,54.0,-0.5587365103336751,-0.1971116887013489,-0.8055808427448169,0.3151245280345516
81,1110.0,647.0,53.0,-0.28164791078637,-0.0977422514259393,0.9545265353230687,0.2956366018069468
82,1119.0,635.0,52.0,-0.738238324395369,0.5955155150607461,-0.3168050626423964,0.1289622319185181
83,1128.0,624.0,51.0,-0.1849253933992741,0.9483610085282388,0.2577091313466123,0.2593764815973345
84,1136.0,613.0,50.0,-0.6550182378078414,0.6889738640364829,-0.310267824328834,0.2903671111823691
