frame,x,y
46,449,491
47,463,473
48,479,456
49,491,441
50,502,426
51,515,413
52,525,400
53,534,388
54,546,376
55,554,365
56,565,355
57,573,346
58,580,336
59,589,327
60,596,319
61,602,312
62,611,303
63,617,295
64,623,288
65,631,281
66,636,274
67,641,268
68,648,261
69,653,255
70,658,249
71,665,243
72,669,237
73,674,231
74,678,226
75,684,221
76,688,215
77,692,210
78,696,205
79,701,200
80,705,196
81,709,191
82,712,186
83,716,182
84,721,177
85,724,173
86,727,168
87,731,162
88,735,157
89,738,153
90,741,149
91,744,145
92,747,140
93,749,136
94,752,132
