frame,x,y
37,880,921
38,889,909
39,900,897
40,908,886
41,916,875
42,924,864
43,934,853
44,942,843
45,951,832
46,958,823
47,966,814
48,972,806
49,977,797
50,983,790
51,988,783
52,991,778
53,996,771
54,1001,764
55,1007,757
56,1012,751
57,1016,745
58,1021,739
59,1026,733
60,1031,726
61,1037,720
62,1045,713
63,1050,706
64,1055,699
65,1059,694
66,1064,688
67,1068,684
68,1072,679
69,1077,675
70,1082,669
71,1088,664
72,1090,663
73,1094,660
74,1099,657
75,1102,656
76,1104,656
77,1108,653
78,1111,652
79,1115,650
80,1118,651
81,1121,650
82,1122,653
83,1125,652
84,1129,652
85,1132,650
86,1135,651
87,1138,648
88,1141,647
89,1143,647
90,1146,646
91,1149,643
92,1152,640
93,1154,639
94,1157,636
95,1158,634
96,1161,633
97,1164,629
98,1166,624
99,1169,622
100,1171,619
101,1172,617
102,1174,617
103,1176,615
104,1177,611
105,1179,610
106,1180,607
107,1182,605
108,1182,603
109,1183,601
110,1184,598
111,1185,597
112,1185,596
113,1185,594
114,1186,593
115,1187,590
116,1188,585
117,1188,583
118,1188,582
119,1189,577
120,1190,574
121,1189,575
122,1190,572
123,1189,572
124,1189,571
125,1189,570
126,1190,565
127,1190,562
128,1191,557
129,1190,556
130,1190,555
131,1190,552
132,1191,549
133,1191,547
134,1192,547
135,1192,544
136,1195,542
137,1199,538
138,1203,535
139,1208,534
140,1212,533
141,1215,531
142,1217,532
143,1219,528
144,1220,528
145,1224,522
146,1224,525
147,1224,527
148,1226,528
149,1228,529
150,1229,532
151,1233,533
152,1235,532
153,1238,531
154,1237,535
155,1238,534
156,1237,534
157,1239,532
158,1241,527
159,1238,530
160,1235,531
161,1234,530
162,1232,532
163,1230,531
164,1230,524
165,1232,522
166,1228,526
167,1228,526
168,1230,525
169,1231,525
170,1232,522
171,1234,521
172,1235,518
173,1232,522
174,1230,522
175,1228,523
