frame,x,y,radius
43,879,756,93
44,891,753,92
45,901,750,91
46,913,747,90
47,924,744,89
48,935,740,88
49,945,738,87
50,956,735,87
51,958,733,86
52,968,731,85
53,979,728,84
54,990,724,83
55,1001,719,82
56,1012,714,82
57,1015,709,81
58,1024,706,80
59,1034,701,80
60,1044,698,79
61,1046,696,78
62,1056,693,77
63,1065,690,77
64,1074,688,76
65,1076,686,75
66,1085,683,75
67,1094,680,74
68,1097,675,74
69,1106,672,73
70,1114,669,72
71,1123,664,72
72,1125,662,71
73,1133,658,71
74,1141,654,70
75,1141,654,69
76,1149,651,69
77,1156,650,68
78,1157,648,68
79,1164,646,67
80,1171,643,67
81,1172,641,66
82,1178,638,66
83,1185,635,65
84,1186,632,65
85,1190,631,64
86,1195,630,64
87,1194,629,64
88,1198,628,63
89,1202,628,63
90,1201,625,62
91,1205,623,62
92,1210,621,61
93,1209,617,61
94,1213,614,61
95,1217,613,60
96,1216,610,60
97,1221,609,60
98,1225,607,59
99,1225,605,59
100,1230,605,58
101,1229,602,58
102,1233,599,58
103,1238,599,57
104,1237,595,57
105,1241,592,57
106,1247,590,56
107,1246,588,56
108,1250,584,56
109,1255,583,56
110,1255,582,55
111,1260,580,55
112,1259,578,55
113,1264,576,54
114,1264,573,54
115,1264,569,54
116,1263,564,54
117,1268,560,53
118,1267,555,53
119,1267,551,53
120,1272,549,52
121,1271,546,52
122,1270,542,52
123,1275,541,52
124,1275,535,52
125,1279,532,51
126,1279,527,51
127,1285,521,51
128,1284,515,51
129,1289,515,50
130,1288,512,50
131,1288,510,50
132,1293,508,50
133,1293,507,50
134,1298,506,49
135,1299,505,49
136,1304,503,49
137,1304,502,49
138,1309,498,49
139,1309,498,48
140,1309,494,48
141,1313,489,48
142,1314,488,48
143,1318,485,48
144,1318,482,48
145,1323,479,47
146,1323,478,47
147,1322,473,47
148,1322,471,47
149,1327,471,47
150,1327,469,47
151,1326,468,47
152,1327,469,46
153,1327,471,46
154,1328,471,46
155,1323,471,46
156,1319,472,46
157,1320,469,46
158,1320,464,46
159,1319,463,45
160,1315,462,45
161,1315,462,45
162,1311,459,45
163,1311,458,45
164,1306,456,45
165,1303,455,45
166,1302,455,45
167,1299,454,44
168,1295,455,44
169,1290,454,44
170,1286,452,44
171,1283,451,44
172,1280,454,44
173,1276,454,44
174,1272,455,44
175,1268,454,44
176,1264,454,44
177,1261,454,43
178,1257,454,43
179,1253,454,43
180,1250,452,43
181,1242,451,43
182,1239,450,43
183,1236,450,43
184,1232,450,43
185,1228,449,43
186,1221,451,43
187,1218,453,43
