frame,x,y,radius
76,1034,696,57
77,1059,668,55
78,1077,641,53
79,1094,616,52
80,1110,594,50
81,1129,572,49
82,1143,552,47
83,1155,534,46
84,1168,516,44
85,1179,500,43
86,1194,484,42
87,1204,469,41
88,1214,455,40
89,1223,442,39
90,1231,430,38
91,1242,419,37
92,1250,408,36
93,1258,397,35
94,1265,388,34
95,1272,377,33
96,1279,367,33
97,1285,359,32
98,1291,350,31
99,1297,341,31
100,1302,334,30
101,1308,328,29
102,1313,319,29
103,1318,311,28
104,1320,304,28
105,1325,299,27
106,1329,292,27
107,1334,287,26
108,1335,281,26
109,1339,275,26
110,1343,270,25
111,1344,264,25
112,1348,260,24
113,1349,254,24
114,1353,249,24
115,1354,245,23
116,1355,241,23
117,1357,236,23
118,1358,232,23
119,1359,229,22
120,1359,225,22
121,1360,221,22
122,1360,217,22
123,1360,214,21
124,1359,210,21
125,1360,207,21
126,1359,204,21
127,1357,200,21
128,1357,198,21
129,1356,196,20
130,1354,193,20
131,1350,190,20
132,1350,187,20
133,1346,185,20
134,1344,182,20
135,1341,180,20
136,1338,179,19
137,1335,177,19
138,1331,175,19
