frame,x,y
37,890,910
38,897,902
39,901,893
40,909,885
41,911,876
42,919,867
43,923,858
44,931,849
45,941,840
46,944,831
47,953,822
48,960,815
49,961,807
50,968,800
51,974,793
52,974,787
53,981,779
54,988,772
55,995,765
56,1002,758
57,1004,751
58,1011,745
59,1018,738
60,1025,730
61,1027,724
62,1033,719
63,1040,712
64,1042,706
65,1049,699
66,1055,693
67,1061,689
68,1062,683
69,1070,678
70,1077,671
71,1084,666
72,1084,665
73,1089,662
74,1096,658
75,1100,657
76,1100,657
77,1105,655
78,1106,653
79,1111,651
80,1111,652
81,1115,651
82,1118,655
83,1119,653
84,1125,654
85,1130,652
86,1130,652
87,1135,650
88,1136,649
89,1140,648
90,1140,648
91,1146,644
92,1146,642
93,1150,641
94,1155,638
95,1154,636
96,1159,634
97,1160,630
98,1164,626
99,1165,624
100,1169,621
101,1168,618
102,1173,618
103,1174,616
104,1174,612
105,1178,611
106,1178,608
107,1179,606
108,1178,604
109,1181,602
110,1182,600
111,1181,598
112,1184,597
113,1184,595
114,1184,594
115,1184,591
116,1188,586
117,1187,584
118,1186,582
119,1186,578
120,1186,575
121,1189,575
122,1189,572
123,1188,572
124,1186,571
125,1186,570
126,1187,565
127,1186,562
128,1187,557
129,1187,556
130,1190,555
131,1190,552
132,1190,550
133,1190,548
134,1192,548
135,1192,545
136,1195,543
137,1197,539
138,1202,536
139,1206,535
140,1211,534
141,1215,532
142,1216,533
143,1218,529
144,1221,529
145,1222,523
146,1224,527
147,1222,529
148,1223,530
149,1228,531
150,1228,533
151,1231,534
152,1236,532
153,1238,531
154,1236,535
155,1237,534
156,1236,534
157,1240,532
158,1242,527
159,1239,531
160,1236,531
161,1235,530
162,1233,532
163,1228,531
164,1229,524
165,1231,522
166,1227,527
167,1227,526
168,1227,525
169,1228,525
170,1230,522
171,1229,522
