frame,x,y
70,979,884
71,994,863
72,1009,842
73,1022,823
74,1036,804
75,1048,787
76,1060,770
77,1071,755
78,1081,741
79,1091,726
80,1101,713
81,1110,699
82,1119,687
83,1128,675
84,1136,663
85,1144,652
86,1152,640
87,1159,629
88,1166,620
89,1173,611
90,1180,600
91,1186,592
92,1192,583
93,1198,575
94,1204,565
95,1213,553
96,1218,545
97,1223,539
98,1229,531
99,1234,524
100,1239,517
101,1243,511
102,1248,504
103,1252,496
104,1257,490
105,1261,485
106,1265,479
107,1269,473
108,1273,466
109,1277,461
110,1280,456
111,1284,451
112,1287,445
113,1291,440
114,1294,435
115,1298,430
116,1301,426
117,1304,421
118,1307,416
119,1310,412
120,1313,407
121,1316,403
122,1319,399
123,1321,394
124,1324,390
125,1327,386
126,1329,382
127,1332,379
128,1334,375
129,1336,372
130,1338,367
131,1340,364
132,1342,361
133,1345,358
134,1347,354
135,1349,351
136,1351,348
137,1352,345
138,1354,342
139,1356,339
140,1358,336
141,1360,334
142,1362,331
143,1364,328
144,1365,325
145,1367,322
146,1369,320
147,1370,317
148,1372,314
149,1373,311
150,1375,309
151,1376,306
152,1378,304
153,1379,301
154,1381,299
155,1382,296
156,1384,294
157,1385,292
158,1386,289
159,1388,287
160,1389,285
161,1390,283
162,1392,280
163,1393,278
164,1394,276
165,1395,274
166,1396,272
167,1398,270
168,1399,268
169,1400,266
170,1401,264
171,1402,262
172,1403,260
173,1404,259
174,1404,257
175,1405,256
176,1406,254
177,1406,253
178,1407,251
179,1408,250
180,1408,248
181,1408,247
182,1409,246
183,1409,244
184,1410,243
185,1410,242
186,1410,241
187,1410,240
188,1411,239
189,1411,237
190,1412,236
191,1412,235
192,1412,234
193,1412,232
194,1412,231
195,1412,230
196,1412,229
197,1412,228
198,1412,227
199,1411,226
200,1411,224
201,1411,223
202,1411,222
203,1411,221
204,1410,220
205,1410,219
206,1409,218
207,1408,217
208,1408,216
209,1407,215
