frame,x,y,radius
70,979,821,63
71,994,801,62
72,1009,781,61
73,1022,763,60
74,1036,745,59
75,1048,729,58
76,1060,713,57
77,1071,698,57
78,1081,685,56
79,1091,671,55
80,1101,659,54
81,1110,646,53
82,1119,635,52
83,1128,623,52
84,1136,612,51
85,1144,602,50
86,1152,591,49
87,1159,581,48
88,1166,572,48
89,1173,564,47
90,1180,554,46
91,1186,546,46
92,1192,538,45
93,1198,531,44
94,1204,521,44
95,1213,510,43
96,1218,502,43
97,1223,497,42
98,1229,490,41
99,1234,483,41
100,1239,477,40
101,1243,471,40
102,1248,465,39
103,1252,457,39
104,1257,452,38
105,1261,447,38
106,1265,442,37
107,1269,436,37
108,1273,430,36
109,1277,425,36
110,1280,421,35
111,1284,416,35
112,1287,410,35
113,1291,406,34
114,1294,401,34
115,1298,397,33
116,1301,393,33
117,1304,388,33
118,1307,384,32
119,1310,380,32
120,1313,375,32
121,1316,372,31
122,1319,368,31
123,1321,363,31
124,1324,360,30
125,1327,356,30
126,1329,352,30
127,1332,350,29
128,1334,346,29
129,1336,343,29
130,1338,339,28
131,1340,336,28
132,1342,333,28
133,1345,330,28
134,1347,327,27
135,1349,324,27
136,1351,321,27
137,1352,318,27
138,1354,316,26
139,1356,313,26
140,1358,310,26
141,1360,308,26
142,1362,305,26
143,1364,303,25
144,1365,300,25
145,1367,297,25
146,1369,295,25
147,1370,292,25
148,1372,290,24
149,1373,287,24
150,1375,285,24
151,1376,282,24
152,1378,280,24
153,1379,278,23
154,1381,276,23
155,1382,273,23
156,1384,271,23
157,1385,269,23
158,1386,266,23
159,1388,264,23
160,1389,263,22
161,1390,261,22
162,1392,258,22
163,1393,256,22
164,1394,254,22
165,1395,252,22
166,1396,250,22
167,1398,249,21
168,1399,247,21
169,1400,245,21
170,1401,243,21
171,1402,241,21
172,1403,239,21
173,1404,238,21
174,1404,236,21
175,1405,235,21
176,1406,234,20
177,1406,233,20
178,1407,231,20
179,1408,230,20
180,1408,228,20
181,1408,227,20
182,1409,226,20
183,1409,224,20
184,1410,223,20
185,1410,222,20
186,1410,221,20
187,1410,220,20
188,1411,220,19
189,1411,218,19
190,1412,217,19
191,1412,216,19
192,1412,215,19
193,1412,213,19
194,1412,212,19
195,1412,211,19
196,1412,210,19
197,1412,209,19
198,1412,208,19
199,1411,207,19
200,1411,205,19
201,1411,204,19
202,1411,203,19
203,1411,203,18
204,1410,202,18
205,1410,201,18
206,1409,200,18
207,1408,199,18
208,1408,198,18
209,1407,197,18
