frame,x,y,radius
0,,,75
1,,,75
2,,,75
3,,,74
4,,,74
5,,,74
6,,,74
7,,,74
8,,,74
9,,,73
10,,,73
11,,,73
12,,,73
13,,,73
14,,,73
15,,,72
16,,,72
17,,,72
18,,,72
19,694.0,829.0,72
20,693.0,829.0,71
21,694.0,829.0,71
22,692.0,819.0,71
23,688.0,817.0,71
24,694.0,824.0,71
25,,,71
26,,,70
27,,,70
28,,,70
29,,,70
30,,,70
31,,,70
32,,,69
33,,,69
34,,,69
35,1087.0,731.0,69
36,,,69
37,,,69
38,,,68
39,,,68
40,,,68
41,,,68
42,,,68
43,817.0,697.0,68
44,1079.0,707.0,67
45,,,67
46,881.0,759.0,67
47,819.0,713.0,67
48,,,67
49,911.0,755.0,67
50,1251.0,727.0,66
51,902.0,691.0,66
52,945.0,758.0,66
53,827.0,707.0,66
54,959.0,736.0,66
55,964.0,742.0,66
56,977.0,730.0,65
57,987.0,727.0,65
58,988.0,728.0,65
59,1000.0,721.0,65
60,1009.0,715.0,65
61,1015.0,713.0,64
62,1024.0,709.0,64
63,1035.0,702.0,64
64,1042.0,702.0,64
65,1050.0,700.0,64
66,1055.0,695.0,64
67,1065.0,695.0,63
68,1069.0,689.0,63
69,1074.0,685.0,63
70,1082.0,684.0,63
71,1090.0,682.0,63
72,1094.0,680.0,63
73,1101.0,674.0,62
74,1108.0,674.0,62
75,1117.0,671.0,62
76,1123.0,667.0,62
77,1126.0,665.0,62
78,1131.0,665.0,62
79,1139.0,658.0,61
80,1144.0,656.0,61
81,1150.0,657.0,61
82,1151.0,653.0,61
83,1159.0,649.0,61
84,1165.0,647.0,61
85,1167.0,646.0,60
86,1174.0,642.0,60
87,1179.0,641.0,60
88,1178.0,640.0,60
89,1187.0,641.0,60
90,1187.0,635.0,60
91,1195.0,633.0,60
92,1197.0,632.0,59
93,1200.0,628.0,59
94,1201.0,627.0,59
95,1205.0,625.0,59
96,1206.0,622.0,59
97,1209.0,621.0,59
98,1207.0,624.0,58
99,1213.0,615.0,58
100,1214.0,618.0,58
101,1215.0,615.0,58
102,1217.0,617.0,58
103,1218.0,610.0,58
104,1224.0,608.0,57
105,1225.0,607.0,57
106,1228.0,605.0,57
107,1227.0,604.0,57
108,1233.0,600.0,57
109,1235.0,599.0,57
110,1237.0,597.0,56
111,1241.0,594.0,56
112,1239.0,595.0,56
113,1211.0,546.0,56
114,1242.0,592.0,56
115,1208.0,546.0,56
116,1206.0,546.0,55
117,1210.0,543.0,55
118,1265.0,583.0,55
119,1200.0,544.0,55
120,1212.0,618.0,55
121,1204.0,544.0,55
122,1269.0,566.0,54
123,1274.0,567.0,54
124,1270.0,560.0,54
125,1272.0,558.0,54
126,1272.0,558.0,54
127,1277.0,547.0,54
128,1279.0,546.0,53
129,1279.0,546.0,53
130,1278.0,541.0,53
131,1290.0,535.0,53
132,1292.0,531.0,53
133,1294.0,530.0,53
134,1287.0,515.0,53
135,1224.0,454.0,52
136,,,52
137,,,52
138,1301.0,506.0,52
139,,,52
140,1300.0,504.0,52
141,1300.0,500.0,51
142,1277.0,468.0,51
143,1302.0,509.0,51
144,,,51
145,1311.0,494.0,51
146,1307.0,494.0,51
147,1314.0,497.0,50
148,1314.0,494.0,50
149,1316.0,491.0,50
150,1316.0,487.0,50
151,1320.0,485.0,50
152,1318.0,484.0,50
153,1322.0,483.0,50
154,1324.0,483.0,49
155,1323.0,481.0,49
156,1324.0,479.0,49
157,1326.0,477.0,49
158,1325.0,477.0,49
159,1326.0,475.0,49
160,1324.0,473.0,48
161,1324.0,473.0,48
162,1325.0,473.0,48
163,1327.0,471.0,48
164,1327.0,472.0,48
165,1323.0,469.0,48
166,1324.0,469.0,47
167,1323.0,467.0,47
168,1323.0,465.0,47
169,1322.0,464.0,47
170,1320.0,465.0,47
171,1317.0,464.0,47
172,1315.0,462.0,47
173,1316.0,460.0,46
174,1315.0,461.0,46
175,1310.0,462.0,46
176,1310.0,458.0,46
177,1306.0,459.0,46
178,1305.0,458.0,46
179,1301.0,458.0,45
180,1294.0,455.0,45
181,1295.0,456.0,45
182,1293.0,457.0,45
183,1289.0,457.0,45
184,1285.0,456.0,45
185,1285.0,452.0,45
186,1279.0,457.0,44
187,1273.0,460.0,44
188,1268.0,457.0,44
189,1265.0,456.0,44
190,1259.0,456.0,44
191,1256.0,454.0,44
192,1251.0,454.0,43
193,1244.0,453.0,43
194,1239.0,452.0,43
195,1236.0,452.0,43
196,1231.0,455.0,43
197,1230.0,455.0,43
198,1229.0,453.0,43
199,1219.0,454.0,42
200,1213.0,454.0,42
201,,,42
202,,,42
203,,,42
204,,,42
205,,,41
206,,,41
207,,,41
208,,,41
209,,,41
210,,,41
211,,,41
212,,,40
213,,,40
214,,,40
215,,,40
216,,,40
217,,,40
218,,,39
219,,,39
220,,,39
221,,,39
222,,,39
223,,,39
224,,,39
225,,,38
226,,,38
227,,,38
228,,,38
229,,,38
230,,,38
231,,,38
232,,,37
233,,,37
234,,,37
235,,,37
236,,,37
237,,,37
238,,,36
239,,,36
240,,,36
241,,,36
242,,,36
243,,,36
244,,,36
245,,,35
246,,,35
247,,,35
248,,,35
249,,,35
250,,,35
251,,,35
252,,,34
253,,,34
254,,,34
255,,,34
256,,,34
257,,,34
258,,,33
259,,,33
260,,,33
261,,,33
262,,,33
263,,,33
264,,,33
265,,,32
266,,,32
267,,,32
268,,,32
269,,,32
270,,,32
271,,,32
272,,,31
273,,,31
274,,,31
275,,,31
