frame,x,y
76,298,2090
77,311,2052
78,323,2014
79,335,1977
80,346,1940
81,357,1902
82,368,1865
83,379,1829
84,389,1792
85,399,1756
86,409,1719
87,418,1683
88,427,1647
89,436,1612
90,444,1576
91,452,1541
92,460,1506
93,468,1470
94,475,1436
95,482,1401
96,488,1366
97,494,1332
98,500,1298
99,506,1264
100,511,1230
101,516,1197
102,521,1163
103,525,1130
104,529,1097
105,533,1064
106,540,1014
107,544,981
108,546,965
109,548,933
110,550,901
111,552,869
112,553,837
113,554,806
114,554,775
115,555,744
116,555,713
117,554,682
118,553,652
119,552,621
120,551,591
121,549,561
122,547,532
123,544,502
124,541,473
125,538,444
126,534,415
127,530,386
128,526,358
129,521,329
130,516,301
131,511,273
132,505,245
133,499,218
134,493,190
135,486,163
136,479,136
137,471,109
