frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,1040.0,696.0,56.0,0.38555682718435574,-0.7802279939960374,-0.49253447635313036,0.45249193547110056
77,1061.0,668.0,54.0,0.3956296660829729,-0.7672421408885064,-0.5047936851426499,0.45249193547110056
78,1080.0,643.0,52.0,0.40570250498159,-0.7542136114849632,-0.516301564691094,0.45249193547110056
79,1098.0,618.0,51.0,0.4157753438802071,-0.7411349606186187,-0.5271146303890019,0.45249193547110056
80,1114.0,596.0,49.0,0.42584818277882425,-0.7279981680250321,-0.5372820419259984,0.45249193547110056
81,1130.0,575.0,48.0,0.43592102167744134,-0.7147945022980894,-0.5468470374283126,0.45249193547110056
82,1144.0,555.0,47.0,0.4459938605760585,-0.7015147182204996,-0.5558476198100306,0.45249193547110056
83,1157.0,538.0,45.0,0.45606669947467554,-0.6881492011028342,-0.5643171472246853,0.45249193547110056
84,1171.0,520.0,44.0,0.46613953837329264,-0.6746881493690497,-0.5722847471898063,0.45249193547110056
85,1183.0,503.0,43.0,0.4762123772719098,-0.6611218128218778,-0.579775577567864,0.45249193547110056
86,1194.0,488.0,42.0,0.4862852161705269,-0.6474407186827431,-0.5868110465265264,0.45249193547110056
87,1205.0,473.0,41.0,0.49635805506914404,-0.6336359706758968,-0.5934089128363262,0.45249193547110056
88,1215.0,459.0,40.0,0.5064308939677612,-0.6196995597925459,-0.5995833596989988,0.45249193547110056
