frame,x,y,radius
76,1040,696,56
77,1061,668,54
78,1080,643,52
79,1098,618,51
80,1114,596,49
81,1130,575,48
82,1144,555,47
83,1157,538,45
84,1171,520,44
85,1183,503,43
86,1194,488,42
87,1205,473,41
88,1215,459,40
89,1225,446,39
90,1234,433,38
91,1242,423,37
92,1250,411,36
93,1258,401,35
94,1266,390,35
95,1273,379,34
96,1280,370,33
97,1286,361,32
98,1292,352,32
99,1298,344,31
100,1303,337,30
101,1308,329,30
102,1313,322,29
103,1318,313,29
104,1323,307,28
105,1327,300,28
106,1330,294,27
107,1335,288,27
108,1338,282,27
109,1341,276,26
110,1344,270,26
111,1347,266,25
112,1350,260,25
113,1352,255,25
114,1354,250,24
115,1356,245,24
116,1358,240,24
117,1360,237,23
118,1361,232,23
119,1362,227,23
120,1362,223,23
121,1363,220,22
122,1364,216,22
123,1363,212,22
124,1363,208,22
125,1363,205,22
126,1362,202,21
127,1361,199,21
128,1360,196,21
129,1358,192,21
130,1356,189,21
131,1354,187,21
132,1352,185,20
133,1349,182,20
134,1346,180,20
135,1343,177,20
136,1340,175,20
137,1336,173,20
