frame,x,y
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,42.26234817504883,1748.400146484375
72,44.532127380371094,1727.777587890625
73,,
74,48.02133560180664,1679.3216552734375
75,49.66365432739258,1646.6939697265625
76,50.80866622924805,1623.051025390625
77,50.83811950683594,1588.665771484375
78,52.99298858642578,1562.5205078125
79,54.25482940673828,1534.801513671875
80,55.41233444213867,1502.7752685546875
81,55.63105392456055,1481.9580078125
82,57.481239318847656,1454.5457763671875
83,58.746952056884766,1419.4521484375
84,60.040306091308594,1390.128662109375
85,61.864559173583984,1355.53515625
86,62.73008728027344,1331.2142333984375
87,63.83169174194336,1309.4805908203125
88,64.61734771728516,1284.9853515625
89,66.25128936767578,1243.1097412109375
90,67.03785705566406,1213.49951171875
91,68.80007934570312,1187.0001220703125
92,69.5993423461914,1159.33642578125
93,70.33336639404297,1127.981201171875
94,71.90930938720703,1100.2098388671875
95,72.96682739257812,1076.2490234375
96,73.1038589477539,1037.8145751953125
97,74.71928405761719,1020.627197265625
98,75.97627258300781,991.086669921875
99,76.5892105102539,969.6824951171875
100,77.66509246826172,935.6223754882812
101,78.36598205566406,906.9319458007812
102,77.83452606201172,865.7142333984375
103,80.5999526977539,863.2551879882812
104,81.24221801757812,834.2321166992188
105,81.9399642944336,797.9647827148438
106,82.9647216796875,782.403076171875
107,82.37294006347656,735.9113159179688
108,84.36304473876953,723.4024047851562
109,84.81407928466797,700.1365356445312
110,85.6057357788086,664.9207153320312
111,86.22062683105469,637.5679931640625
112,87.36068725585938,614.1160888671875
113,87.28826141357422,590.07568359375
114,88.05303955078125,565.383544921875
115,87.98796081542969,540.0441284179688
116,88.3520736694336,514.0081787109375
117,88.32628631591797,487.2668151855469
118,88.42927551269531,463.543212890625
119,88.29468536376953,437.2138977050781
120,88.9560317993164,425.72845458984375
121,87.87904357910156,390.5326232910156
122,87.12340545654297,372.47882080078125
123,87.25726318359375,329.0568542480469
124,86.5895004272461,324.09259033203125
125,86.46765899658203,309.9027404785156
126,84.91556549072266,277.1911315917969
127,84.30692291259766,251.4039764404297
128,82.79448699951172,215.70806884765625
129,81.75675201416016,187.2502899169922
130,80.47600555419922,180.86769104003906
131,78.50892639160156,158.8154296875
132,76.65450286865234,135.6766357421875
133,74.62210845947266,121.08855438232422
134,73.40863800048828,105.13082122802734
135,71.31279754638672,81.68257141113281
136,69.36080932617188,65.78791046142578
137,67.5306396484375,33.3426399230957
138,65.17920684814453,16.701074600219727
139,63.263465881347656,-16.932044982910156
140,61.9528694152832,-25.48684310913086
141,61.5151481628418,-42.77414321899414
142,62.18451690673828,-60.30200958251953
143,57.66731643676758,-105.23239135742188
144,55.47216033935547,-123.66126251220703
145,55.44416809082031,-115.04557800292969
146,49.75465393066406,-133.7323455810547
147,48.30382537841797,-124.37107849121094
148,45.73946762084961,-191.41400146484375
149,47.77865982055664,-181.61695861816406
150,49.59988021850586,-221.1989288330078
151,61.26750564575195,-222.40147399902344
152,63.634246826171875,-190.2252960205078
153,67.56732177734375,-170.82899475097656
154,82.08228302001953,-60.5860595703125
