frame,x,y
76,1040,752
77,1061,722
78,1080,695
79,1098,669
80,1114,645
81,1130,623
82,1144,602
83,1157,583
84,1171,564
85,1183,546
86,1194,530
87,1205,514
88,1215,499
89,1225,485
90,1234,471
91,1242,460
92,1250,447
93,1258,436
94,1266,425
95,1273,413
96,1280,403
97,1286,393
98,1292,384
99,1298,375
100,1303,367
101,1308,359
102,1313,351
103,1318,342
104,1323,335
105,1327,328
106,1330,321
107,1335,315
108,1338,309
109,1341,302
110,1344,296
111,1347,291
112,1350,285
113,1352,280
114,1354,274
115,1356,269
116,1358,264
117,1360,260
118,1361,255
119,1362,250
120,1362,246
121,1363,242
122,1364,238
123,1363,234
124,1363,230
125,1363,227
126,1362,223
127,1361,220
128,1360,217
129,1358,213
130,1356,210
131,1354,208
132,1352,205
133,1349,202
134,1346,200
135,1343,197
136,1340,195
137,1336,193
