Frame,hx1,hy1,hx2,hy2,lx1,ly1,lx2,ly2,rx1,ry1,rx2,ry2
29,-1008.96270116,1033.36308607,990.96270116,1050.63691393,627,1452,1452,-627,1310,1072,1072,-1310
30,-1008.96270116,1033.36308607,990.96270116,1050.63691393,626,1454,1454,-626,1310,1073,1073,-1310
31,-1008.96270116,1033.36308607,990.96270116,1050.63691393,625,1456,1456,-625,1310,1074,1074,-1310
32,-1008.96270116,1033.36308607,990.96270116,1050.63691393,624,1458,1458,-624,1310,1075,1075,-1310
33,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1460,1460,-623,1310,1075,1075,-1310
34,-1008.96270116,1033.36308607,990.96270116,1050.63691393,622,1463,1463,-622,1310,1076,1076,-1310
35,-1008.96270116,1033.36308607,990.96270116,1050.63691393,621,1465,1465,-621,1310,1076,1076,-1310
36,-1008.96270116,1033.36308607,990.96270116,1050.63691393,620,1467,1467,-620,1310,1076,1076,-1310
37,-1008.96270116,1033.36308607,990.96270116,1050.63691393,619,1469,1469,-619,1310,1076,1076,-1310
38,-1008.96270116,1033.36308607,990.96270116,1050.63691393,618,1470,1470,-618,1310,1076,1076,-1310
39,-1008.96270116,1033.36308607,990.96270116,1050.63691393,618,1472,1472,-618,1310,1075,1075,-1310
40,-1008.96270116,1033.36308607,990.96270116,1050.63691393,617,1474,1474,-617,1310,1074,1074,-1310
41,-1008.96270116,1033.36308607,990.96270116,1050.63691393,616,1475,1475,-616,1310,1072,1072,-1310
42,-1008.96270116,1033.36308607,990.96270116,1050.63691393,615,1476,1476,-615,1310,1072,1072,-1310
43,-1008.96270116,1033.36308607,990.96270116,1050.63691393,614,1477,1477,-614,1310,1071,1071,-1310
44,-1008.96270116,1033.36308607,990.96270116,1050.63691393,614,1478,1478,-614,1310,1070,1070,-1310
45,-1008.96270116,1033.36308607,990.96270116,1050.63691393,613,1478,1478,-613,1310,1070,1070,-1310
46,-1008.96270116,1033.36308607,990.96270116,1050.63691393,612,1479,1479,-612,1310,1070,1070,-1310
47,-1008.96270116,1033.36308607,990.96270116,1050.63691393,612,1480,1480,-612,1310,1070,1070,-1310
48,-1008.96270116,1033.36308607,990.96270116,1050.63691393,611,1480,1480,-611,1310,1071,1071,-1310
49,-1008.96270116,1033.36308607,990.96270116,1050.63691393,611,1480,1480,-611,1310,1071,1071,-1310
50,-1008.96270116,1033.36308607,990.96270116,1050.63691393,611,1479,1479,-611,1310,1071,1071,-1310
51,-1008.96270116,1033.36308607,990.96270116,1050.63691393,612,1479,1479,-612,1310,1072,1072,-1310
52,-1008.96270116,1033.36308607,990.96270116,1050.63691393,613,1477,1477,-613,1310,1072,1072,-1310
53,-1008.96270116,1033.36308607,990.96270116,1050.63691393,616,1475,1475,-616,1310,1072,1072,-1310
54,-1008.96270116,1033.36308607,990.96270116,1050.63691393,619,1472,1472,-619,1310,1072,1072,-1310
55,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1468,1468,-623,1310,1072,1072,-1310
56,-1008.96270116,1033.36308607,990.96270116,1050.63691393,628,1462,1462,-628,1310,1072,1072,-1310
57,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1456,1456,-634,1310,1072,1072,-1310
58,-1008.96270116,1033.36308607,990.96270116,1050.63691393,641,1449,1449,-641,1310,1072,1072,-1310
59,-1008.96270116,1033.36308607,990.96270116,1050.63691393,650,1440,1440,-650,1310,1071,1071,-1310
60,-1008.96270116,1033.36308607,990.96270116,1050.63691393,660,1429,1429,-660,1310,1071,1071,-1310
61,-1008.96270116,1033.36308607,990.96270116,1050.63691393,671,1418,1418,-671,1310,1071,1071,-1310
62,-1008.96270116,1033.36308607,990.96270116,1050.63691393,682,1406,1406,-682,1310,1070,1070,-1310
63,-1008.96270116,1033.36308607,990.96270116,1050.63691393,694,1394,1394,-694,1310,1070,1070,-1310
64,-1008.96270116,1033.36308607,990.96270116,1050.63691393,706,1381,1381,-706,1310,1070,1070,-1310
65,-1008.96270116,1033.36308607,990.96270116,1050.63691393,719,1368,1368,-719,1310,1071,1071,-1310
66,-1008.96270116,1033.36308607,990.96270116,1050.63691393,733,1355,1355,-733,1310,1071,1071,-1310
67,-1008.96270116,1033.36308607,990.96270116,1050.63691393,747,1341,1341,-747,1310,1072,1072,-1310
68,-1008.96270116,1033.36308607,990.96270116,1050.63691393,761,1326,1326,-761,1310,1072,1072,-1310
69,-1008.96270116,1033.36308607,990.96270116,1050.63691393,774,1312,1312,-774,1310,1072,1072,-1310
70,-1008.96270116,1033.36308607,990.96270116,1050.63691393,787,1298,1298,-787,1310,1073,1073,-1310
71,-1008.96270116,1033.36308607,990.96270116,1050.63691393,799,1286,1286,-799,1310,1073,1073,-1310
72,-1008.96270116,1033.36308607,990.96270116,1050.63691393,810,1273,1273,-810,1310,1073,1073,-1310
73,-1008.96270116,1033.36308607,990.96270116,1050.63691393,821,1261,1261,-821,1310,1074,1074,-1310
74,-1008.96270116,1033.36308607,990.96270116,1050.63691393,830,1249,1249,-830,1310,1074,1074,-1310
75,-1008.96270116,1033.36308607,990.96270116,1050.63691393,839,1237,1237,-839,1310,1075,1075,-1310
76,-1008.96270116,1033.36308607,990.96270116,1050.63691393,848,1226,1226,-848,1310,1076,1076,-1310
77,-1008.96270116,1033.36308607,990.96270116,1050.63691393,855,1215,1215,-855,1310,1076,1076,-1310
78,-1008.96270116,1033.36308607,990.96270116,1050.63691393,861,1205,1205,-861,1310,1077,1077,-1310
79,-1008.96270116,1033.36308607,990.96270116,1050.63691393,867,1196,1196,-867,1310,1077,1077,-1310
80,-1008.96270116,1033.36308607,990.96270116,1050.63691393,872,1187,1187,-872,1310,1078,1078,-1310
81,-1008.96270116,1033.36308607,990.96270116,1050.63691393,876,1179,1179,-876,1310,1078,1078,-1310
82,-1008.96270116,1033.36308607,990.96270116,1050.63691393,879,1172,1172,-879,1310,1078,1078,-1310
83,-1008.96270116,1033.36308607,990.96270116,1050.63691393,881,1165,1165,-881,1310,1078,1078,-1310
84,-1008.96270116,1033.36308607,990.96270116,1050.63691393,883,1160,1160,-883,1310,1078,1078,-1310
85,-1008.96270116,1033.36308607,990.96270116,1050.63691393,884,1155,1155,-884,1310,1077,1077,-1310
86,-1008.96270116,1033.36308607,990.96270116,1050.63691393,884,1151,1151,-884,1310,1076,1076,-1310
87,-1008.96270116,1033.36308607,990.96270116,1050.63691393,883,1148,1148,-883,1310,1075,1075,-1310
88,-1008.96270116,1033.36308607,990.96270116,1050.63691393,882,1146,1146,-882,1310,1073,1073,-1310
89,-1008.96270116,1033.36308607,990.96270116,1050.63691393,880,1145,1145,-880,1310,1071,1071,-1310
