0,1,2
[-1013.88167781   894.61720496   985.88167781   925.38279504],[713 807 816 696],[1504  817 1538  926]
[-1013.88193738   895.63408658   985.88193738   926.36591342],[712 809 808 706],[1425  562 1496  792]
[-1013.88193738   895.63408658   985.88193738   926.36591342],[809 704 929 575],[1423  559 1464  690]
[-1013.8821961   896.6509312   985.8821961   927.3490688],[721 802 816 700],[1501  812 1539  935]
[-1013.88245398   897.66773893   985.88245398   928.33226107],[808 708 905 604],[1424  564 1465  696]
[-1013.88245398   897.66773893   985.88245398   928.33226107],[722 802 817 700],[1428  578 1496  800]
[-1012.89886571   899.7782437    986.89886571   928.2217563 ],[710 815 816 701],[1431  588 1490  781]
[-1012.89908661   900.79378347   986.89908661   929.20621653],[814 702 924 584],[1504  830 1536  932]
[-1012.8993068    901.80928931   986.8993068    930.19071069],[813 703 925 583],[1430  591 1489  784]
[-1012.89952626   902.82476135   986.89952626   931.17523865],[812 704 979 525],[1502  832 1534  935]
[-1012.899745     903.84019969   986.899745     932.15980031],[706 819 811 706],[1421  575 1488  794]
[-1012.89996303   904.85560444   986.89996303   933.14439556],[873 636 976 526],[1420  578 1487  797]
[-1012.90018035   905.87097571   986.90018035   934.12902429],[808 705 922 582],[1424  597 1485  796]
[-1012.90039697   906.88631362   986.90039697   935.11368638],[805 707 971 529],[1415  579 1481  795]
[-1012.90061288   907.90161826   986.90061288   936.09838174],[803 708 968 531],[1412  576 1479  796]
[-1011.91549663   910.00001521   987.91549663   935.99998479],[802 709 901 602],[1412  583 1464  751]
[-1011.91567941   911.01408209   987.91567941   936.98591791],[801 708 923 577],[1488  838 1520  940]
[-1011.91586161   912.02811855   987.91586161   937.97188145],[796 712 963 533],[1405  577 1443  701]
[-1011.91604321   913.04212471   987.91604321   938.95787529],[811 694 929 568],[1409  599 1442  705]
[-1011.91622423   914.05610066   987.91622423   939.94389934],[1042  177 1044   77],[793 713 886 613]
[-1011.91622423   914.05610066   987.91622423   939.94389934],[1479  838 1512  943],[337 793 559 649]
[-1011.91640466   915.07004649   987.91640466   940.92995351],[806 697 928 566],[1407  607 1467  803]
[-1011.91658451   916.08396231   987.91658451   941.91603769],[1404  602 1467  808],[336 793 556 650]
[-1011.91676378   917.09784821   987.91676378   942.90215179],[1404  604 1465  804],[335 794 556 650]
[-1011.91694247   918.11170429   987.91694247   943.88829571],[1426  680 1464  804],[332 796 557 650]
[-1011.91694247   918.11170429   987.91694247   943.88829571],[1402  607 1464  809],[339 792 556 651]
[-1011.91712058   919.12553064   987.91712058   944.87446936],[1422  675 1463  809],[339 792 555 652]
[-1012.90294226   919.06780466   986.90294226   946.93219534],[1396  597 1433  715],[350 785 553 653]
[-1012.90294226   919.06780466   986.90294226   946.93219534],[1421  677 1461  808],[333 795 555 651]
[-1012.90294226   919.06780466   986.90294226   946.93219534],[782 719 908 584],[1401  617 1433  720]
[-1012.90314995   920.08271847   986.90314995   947.91728153],[680 830 774 729],[1400  616 1465  828]
[-1012.90314995   920.08271847   986.90314995   947.91728153],[776 725 873 620],[1405  635 1464  828]
[-1012.90314995   920.08271847   986.90314995   947.91728153],[1418  678 1464  828],[328 797 486 695]
[-1012.90314995   920.08271847   986.90314995   947.91728153],[681 827 780 721],[1404  639 1471  857]
[-1012.90294226   919.06780466   986.90294226   946.93219534],[1397  618 1499  951],[328 797 553 651]
[-1012.90294226   919.06780466   986.90294226   946.93219534],[1440  759 1499  950],[327 797 483 696]
[-1012.9027339    918.05285886   986.9027339    945.94714114],[1388  594 1433  734],[331 794 479 698]
[-1012.90252487   917.03788096   986.90252487   944.96211904],[1405  647 1498  949],[329 793 551 649]
[-1012.90231516   916.02287086   986.90231516   943.97712914],[1402  639 1497  947],[411 739 550 649]
[-1012.90210478   915.00782846   986.90210478   942.99217154],[1403  642 1497  948],[374 761 548 648]
[-1012.90189371   913.99275364   986.90189371   942.00724636],[1402  639 1496  945],[326 790 552 644]
[-1012.90168197   912.97764632   986.90168197   941.02235368],[1415  679 1495  941],[329 787 552 643]
[-1012.90146953   911.96250637   986.90146953   940.03749363],[1385  587 1434  738],[331 784 550 642]
[-1012.90125641   910.94733369   986.90125641   939.05266631],[1433  737 1481  894],[323 787 509 667]
[-1012.9010426    909.93212819   986.9010426    938.06787181],[1403  639 1495  938],[327 783 554 636]
[-1012.90082809   908.91688975   986.90082809   937.08311025],[1380  571 1441  760],[778 702 873 600]
[-1012.90039697   906.88631362   986.90039697   935.11368638],[1413  669 1457  813],[326 781 554 633]
[-1012.90018035   905.87097571   986.90018035   934.12902429],[1412  667 1455  808],[332 776 554 632]
[-1012.89996303   904.85560444   986.89996303   933.14439556],[1382  577 1437  746],[329 775 556 628]
[-1012.899745     903.84019969   986.899745     932.15980031],[1383  578 1433  732],[448 695 553 627]
[-1012.89952626   902.82476135   986.89952626   931.17523865],[1394  607 1425  707],[322 774 557 622]
[-1011.91420032   902.90068733   987.91420032   929.09931267],[1458  815 1495  928],[323 772 558 620]
[-1011.9140127   901.8863736   987.9140127   928.1136264],[1410  653 1453  794],[334 764 557 619]
[-1011.91382447   900.87202856   987.91382447   927.12797144],[1412  658 1452  789],[331 763 559 615]
[-1011.91363562   899.85765211   987.91363562   926.14234789],[1410  652 1453  793],[770 693 863 593]
[-1010.92726921   899.93947373   988.92726921   924.06052627],[1410  648 1443  756],[684 785 859 597]
[-1011.91325604   897.82880453   987.91325604   924.17119547],[1409  645 1452  785],[754 709 860 595]
[-1010.9269492    897.91297094   988.9269492    922.08702906],[1459  808 1494  920],[755 707 860 594]
[-1010.9267884    896.89967583   988.9267884    921.10032417],[1413  656 1452  783],[756 705 873 579]
[-1010.9267884    896.89967583   988.9267884    921.10032417],[1407  635 1451  779],[753 709 862 592]
[-1010.92662707   895.88635143   988.92662707   920.11364857],[1461  811 1494  917],[689 778 825 632]
[-1010.9264652    894.87299767   988.9264652    919.12700233],[1415  655 1457  793],[771 690 867 587]
[-1010.9264652    894.87299767   988.9264652    919.12700233],[1463  809 1497  919],[757 706 864 591]
[-1010.9264652    894.87299767   988.9264652    919.12700233],[1413  645 1458  793],[693 775 825 633]
[-1010.9263028    893.85961443   988.9263028    918.14038557],[1413  645 1498  920],[323 763 566 605]
[-1010.9263028    893.85961443   988.9263028    918.14038557],[1415  650 1498  919],[772 688 885 566]
[-1010.9263028    893.85961443   988.9263028    918.14038557],[1416  652 1498  918],[771 689 874 578]
[-1010.9263028    893.85961443   988.9263028    918.14038557],[1385  557 1437  717],[770 691 864 590]
[-1010.92613986   892.84620161   988.92613986   917.15379839],[1408  623 1457  784],[770 692 868 586]
[-1010.92613986   892.84620161   988.92613986   917.15379839],[1397  587 1492  895],[771 690 908 544]
[-1011.91229609   892.75612853   987.91229609   919.24387147],[1419  655 1460  790],[761 703 866 590]
[-1011.91229609   892.75612853   987.91229609   919.24387147],[1394  574 1427  679],[741 725 850 608]
[-1011.91229609   892.75612853   987.91229609   919.24387147],[800 661 916 537],[1398  583 1460  783]
[-1011.91248935   893.77072781   987.91248935   920.22927219],[772 692 892 563],[1394  569 1485  865]
[-1012.89752492   893.68428654   986.89752492   922.31571346],[1390  557 1478  842],[799 663 942 509]
[-1012.89775023   894.70003217   986.89775023   923.29996783],[819 641 917 536],[1393  566 1485  865]
[-1012.8979748    895.71574322   986.8979748    924.28425678],[773 691 890 566],[1390  557 1445  735]
[-1012.89819863   896.73141978   986.89819863   925.26858022],[799 664 943 509],[1391  558 1487  869]
[-1012.89842172   897.74706197   986.89842172   926.25293803],[772 694 891 566],[1391  558 1460  782]
[-1012.89864408   898.76266991   986.89864408   927.23733009],[721 750 850 611],[1391  558 1455  765]
[-1012.89886571   899.7782437    986.89886571   928.2217563 ],[743 725 892 566],[1397  575 1465  798]
[-1012.89908661   900.79378347   986.89908661   929.20621653],[770 698 894 564],[1391  557 1430  683]
[-1013.88322253   900.71794201   985.88322253   931.28205799],[787 679 892 567],[1393  562 1464  794]
[-1013.88347704   901.7346034    985.88347704   932.2653966 ],[775 693 890 570],[1392  559 1429  677]
[-1013.88373072   902.75122851   985.88373072   933.24877149],[775 693 946 510],[1417  637 1465  794]
[-1013.88398358   903.76781744   985.88398358   934.23218256],[833 631 946 510],[1393  560 1462  783]
[-1013.88423561   904.78437033   985.88423561   935.21562967],[1393  559 1430  679],[337 760 585 599]
[-1013.88448681   905.80088728   985.88448681   936.19911272],[1393  559 1456  763],[800 755 845 636]
[-1013.88473721   906.81736842   985.88473721   937.18263158],[1395  564 1467  799],[335 762 581 603]
[-1013.88498678   907.83381385   985.88498678   938.16618615],[1390  550 1427  670],[335 762 581 603]
[-1013.88523555   908.8502237    985.88523555   939.1497763 ],[1397  570 1467  799],[474 672 597 593]
[-1013.88548352   909.86659809   985.88548352   940.13340191],[721 756 814 656],[1391  553 1443  720]
[-1013.88573068   910.88293712   985.88573068   941.11706288],[721 756 829 640],[1391  553 1439  707]
[-1012.90168197   912.97764632   986.90168197   941.02235368],[741 735 845 624],[1396  566 1467  798]
[-1012.90189371   913.99275364   986.90189371   942.00724636],[719 760 851 618],[1395  564 1466  796]
[-1012.90189371   913.99275364   986.90189371   942.00724636],[1393  559 1467  801],[335 764 581 605]
[-1012.90189371   913.99275364   986.90189371   942.00724636],[1393  560 1466  799],[476 674 597 596]
[-1012.90189371   913.99275364   986.90189371   942.00724636],[746 732 873 596],[1396  567 1467  800]
[-1011.91640466   915.07004649   987.91640466   940.92995351],[776 701 878 592],[1394  563 1466  799]
[-1011.91640466   915.07004649   987.91640466   940.92995351],[777 700 881 589],[1393  560 1467  802]
[-1011.91622423   914.05610066   987.91622423   939.94389934],[1392  559 1442  720],[914 655 973 801]
[-1012.90168197   912.97764632   986.90168197   941.02235368],[777 703 888 584],[1396  569 1467  802]
[-1012.90146953   911.96250637   986.90146953   940.03749363],[1394  567 1466  802],[904 610 949 740]
[-1012.90146953   911.96250637   986.90146953   940.03749363],[777 705 892 582],[1396  572 1468  806]
[-1012.90125641   910.94733369   986.90125641   939.05266631],[776 707 894 580],[1395  572 1468  808]
[-1012.90125641   910.94733369   986.90125641   939.05266631],[776 708 899 576],[1475  830 1508  935]
[-1012.9010426    909.93212819   986.9010426    938.06787181],[1394  570 1431  689],[476 683 592 608]
[-1013.88498678   907.83381385   985.88498678   938.16618615],[777 708 894 583],[1473  823 1507  933]
[-1013.88498678   907.83381385   985.88498678   938.16618615],[777 709 909 567],[1397  577 1465  798]
[-1013.88473721   906.81736842   985.88473721   937.18263158],[1473  824 1507  933],[338 775 463 694]
[-1013.88473721   906.81736842   985.88473721   937.18263158],[777 711 894 585],[1395  574 1443  728]
[-1013.88448681   905.80088728   985.88448681   936.19911272],[815 672 907 570],[1397  579 1468  810]
[-1014.86711062   903.69781885   984.86711062   936.30218115],[780 710 873 610],[1474  826 1509  938]
[-1014.86711062   903.69781885   984.86711062   936.30218115],[790 702 904 575],[1424  666 1465  798]
[-1014.86682131   902.68008453   984.86682131   935.31991547],[1414  634 1465  801],[336 780 464 697]
[-1014.86653106   901.66231158   984.86653106   934.33768842],[ 989  749 1012  850],[1396  577 1468  812]
[-1014.86653106   901.66231158   984.86653106   934.33768842],[ 990  751 1019  901],[1397  581 1439  717]
[-1015.84781489   899.5544547    983.84781489   934.4455453 ],[ 987  727 1018  907],[1404  603 1468  812]
[-1015.84748251   898.53541515   983.84748251   933.46458485],[ 990  738 1014  891],[1475  835 1508  941]
