frame,x,y,radius
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,920.0,843.0,61.0
72,949.0,815.0,60.0
73,,,
74,1000.0,753.0,61.0
75,1027.0,719.0,58.0
76,1045.0,699.0,53.0
77,1061.0,665.0,53.0
78,1083.0,640.0,54.0
79,1100.0,618.0,52.0
80,1117.0,594.0,50.0
81,1125.0,575.0,53.0
82,1142.0,559.0,49.0
83,1157.0,538.0,47.0
84,1171.0,521.0,44.0
85,1187.0,500.0,44.0
86,1196.0,489.0,41.0
87,1205.0,476.0,42.0
88,1213.0,464.0,41.0
89,1227.0,445.0,39.0
90,1235.0,433.0,37.0
91,1245.0,423.0,36.0
92,1252.0,411.0,36.0
93,1259.0,399.0,35.0
94,1268.0,389.0,34.0
95,1275.0,380.0,33.0
96,1280.0,367.0,32.0
97,1287.0,361.0,32.0
98,1294.0,351.0,32.0
99,1298.0,345.0,31.0
100,1304.0,336.0,30.0
101,1309.0,328.0,30.0
102,1311.0,320.0,26.0
103,1319.0,318.0,26.0
104,1323.0,310.0,26.0
105,1328.0,300.0,27.0
106,1331.0,295.0,28.0
107,1333.0,286.0,26.0
108,1339.0,282.0,27.0
109,1341.0,277.0,26.0
110,1345.0,269.0,26.0
111,1348.0,263.0,26.0
112,1352.0,257.0,27.0
113,1353.0,253.0,26.0
114,1356.0,250.0,24.0
115,1357.0,245.0,24.0
116,1359.0,240.0,24.0
117,1361.0,236.0,23.0
118,1362.0,232.0,23.0
119,1363.0,227.0,23.0
120,1364.0,225.0,23.0
121,1363.0,220.0,22.0
122,1363.0,218.0,21.0
123,1364.0,211.0,21.0
124,1363.0,210.0,21.0
125,1364.0,208.0,21.0
126,1362.0,204.0,20.0
127,1361.0,200.0,20.0
128,1360.0,195.0,20.0
129,1359.0,192.0,19.0
130,1356.0,191.0,19.0
131,1353.0,188.0,19.0
132,1351.0,185.0,19.0
133,1347.0,184.0,18.0
134,1346.0,182.0,18.0
135,1343.0,179.0,18.0
136,1340.0,177.0,18.0
137,1338.0,174.0,17.0
138,1334.0,172.0,17.0
139,1332.0,168.0,17.0
140,1330.0,167.0,17.0
141,1330.0,166.0,16.0
142,1332.0,165.0,15.0
143,1326.0,160.0,15.0
144,1323.0,158.0,15.0
145,1323.0,159.0,15.0
146,1314.0,157.0,15.0
147,1311.0,158.0,15.0
148,1309.0,152.0,14.0
149,1313.0,153.0,14.0
150,1318.0,149.0,14.0
151,1337.0,150.0,13.0
152,1340.0,153.0,13.0
153,1346.0,155.0,13.0
154,1368.0,167.0,13.0
