frame,x,y,radius
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,695.0,1031.0,56.0
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,809.0,917.0,67.0
30,826.0,905.0,68.0
31,835.0,899.0,68.0
32,843.0,892.0,68.0
33,850.0,887.0,67.0
34,864.0,884.0,65.0
35,869.0,874.0,65.0
36,877.0,862.0,65.0
37,886.0,852.0,65.0
38,895.0,841.0,64.0
39,903.0,831.0,63.0
40,908.0,823.0,60.0
41,917.0,814.0,62.0
42,928.0,804.0,60.0
43,933.0,795.0,62.0
44,941.0,787.0,61.0
45,948.0,781.0,59.0
46,957.0,768.0,59.0
47,962.0,759.0,58.0
48,965.0,755.0,59.0
49,975.0,749.0,56.0
50,983.0,734.0,58.0
51,988.0,729.0,57.0
52,992.0,721.0,56.0
53,996.0,717.0,57.0
54,1005.0,706.0,56.0
55,1009.0,699.0,55.0
56,1014.0,693.0,55.0
57,1014.0,693.0,54.0
58,1025.0,681.0,54.0
59,1027.0,676.0,52.0
60,1032.0,670.0,54.0
61,1039.0,665.0,52.0
62,1047.0,658.0,54.0
63,1048.0,652.0,52.0
64,1057.0,648.0,55.0
65,1056.0,645.0,52.0
66,1060.0,641.0,50.0
67,1065.0,635.0,49.0
68,1073.0,631.0,47.0
69,1072.0,629.0,49.0
70,1080.0,625.0,50.0
71,1081.0,622.0,49.0
72,1085.0,621.0,49.0
73,1089.0,618.0,48.0
74,1096.0,615.0,50.0
75,1098.0,614.0,49.0
76,1101.0,612.0,47.0
77,1103.0,612.0,48.0
78,1108.0,610.0,47.0
79,1113.0,608.0,47.0
80,1113.0,608.0,47.0
81,1118.0,607.0,45.0
82,1122.0,605.0,46.0
83,1124.0,609.0,43.0
84,1129.0,609.0,44.0
85,1129.0,607.0,44.0
86,1133.0,607.0,45.0
87,1137.0,606.0,45.0
88,1141.0,607.0,45.0
89,1145.0,604.0,46.0
90,1145.0,604.0,44.0
91,1151.0,608.0,41.0
92,1150.0,599.0,42.0
93,1152.0,597.0,43.0
94,1154.0,598.0,40.0
95,1158.0,593.0,42.0
96,1161.0,591.0,43.0
97,1162.0,590.0,41.0
98,1165.0,587.0,41.0
99,1165.0,587.0,40.0
100,1168.0,584.0,41.0
101,1170.0,581.0,41.0
102,1173.0,578.0,41.0
103,1170.0,576.0,37.0
104,1173.0,575.0,38.0
105,1178.0,573.0,39.0
106,1179.0,572.0,40.0
107,1179.0,566.0,42.0
108,1182.0,566.0,39.0
109,1182.0,565.0,37.0
110,1186.0,570.0,33.0
111,1185.0,568.0,33.0
112,1189.0,566.0,33.0
113,1177.0,563.0,34.0
114,1190.0,558.0,35.0
