frame,x,y,radius
115,1190.0,558.0,34.0
116,1188.0,548.0,34.0
117,1191.0,540.0,33.0
118,1191.0,543.0,34.0
119,1194.0,538.0,35.0
120,1194.0,539.0,36.0
121,1194.0,537.0,36.0
122,1180.0,542.0,33.0
123,1179.0,541.0,33.0
124,1178.0,545.0,34.0
125,1192.0,529.0,34.0
126,1190.0,524.0,33.0
127,1193.0,525.0,34.0
128,1192.0,523.0,35.0
129,1169.0,541.0,32.0
130,1188.0,521.0,33.0
131,1194.0,518.0,34.0
132,1191.0,516.0,35.0
133,1192.0,515.0,35.0
134,1193.0,514.0,36.0
135,1194.0,506.0,35.0
136,1200.0,507.0,35.0
137,1200.0,506.0,34.0
138,1205.0,502.0,34.0
139,1210.0,500.0,34.0
140,1212.0,499.0,35.0
141,1215.0,500.0,36.0
142,1216.0,496.0,37.0
143,1224.0,496.0,34.0
144,1223.0,494.0,33.0
145,1224.0,495.0,32.0
146,1224.0,493.0,33.0
147,1227.0,494.0,32.0
148,1226.0,499.0,33.0
149,1229.0,497.0,33.0
150,1230.0,501.0,32.0
151,1234.0,502.0,32.0
152,1238.0,502.0,33.0
153,1237.0,503.0,30.0
154,1238.0,501.0,31.0
155,1240.0,502.0,32.0
156,1239.0,501.0,32.0
157,1235.0,501.0,29.0
158,1236.0,499.0,30.0
159,1237.0,500.0,31.0
160,1237.0,498.0,32.0
161,1236.0,498.0,32.0
162,1234.0,498.0,31.0
163,1232.0,496.0,31.0
164,1230.0,496.0,31.0
165,1231.0,496.0,31.0
166,1228.0,494.0,32.0
167,1228.0,493.0,32.0
168,1229.0,492.0,32.0
169,1231.0,491.0,31.0
170,1229.0,492.0,32.0
171,1234.0,492.0,32.0
172,1234.0,490.0,31.0
173,1232.0,490.0,31.0
174,1232.0,490.0,31.0
175,1229.0,490.0,32.0
176,1230.0,485.0,29.0
177,1231.0,485.0,29.0
178,1235.0,484.0,29.0
179,1236.0,484.0,29.0
180,1237.0,485.0,30.0
181,1240.0,484.0,29.0
182,1241.0,483.0,29.0
183,1244.0,483.0,30.0
184,1243.0,484.0,29.0
185,1244.0,483.0,30.0
186,1251.0,481.0,29.0
187,1252.0,485.0,30.0
188,1255.0,484.0,31.0
189,1213.0,472.0,29.0
190,1213.0,473.0,28.0
191,1210.0,473.0,28.0
192,1240.0,478.0,31.0
193,1238.0,475.0,30.0
194,1224.0,471.0,27.0
195,1220.0,469.0,27.0
196,1209.0,471.0,27.0
197,1201.0,475.0,25.0
198,1194.0,482.0,25.0
199,1192.0,489.0,26.0
200,1184.0,492.0,27.0
201,1176.0,502.0,27.0
202,1176.0,494.0,28.0
203,1134.0,476.0,24.0
204,1181.0,465.0,28.0
205,1177.0,478.0,27.0
206,1165.0,483.0,26.0
207,1177.0,484.0,27.0
208,1184.0,479.0,29.0
209,1181.0,484.0,26.0
210,1185.0,475.0,27.0
211,1168.0,489.0,26.0
212,1165.0,486.0,26.0
213,1158.0,484.0,25.0
214,1158.0,483.0,26.0
215,1161.0,480.0,27.0
216,1162.0,480.0,28.0
217,1161.0,481.0,29.0
218,1162.0,480.0,30.0
219,1163.0,481.0,31.0
220,1161.0,483.0,31.0
221,1162.0,484.0,31.0
222,1156.0,488.0,28.0
223,1159.0,489.0,28.0
224,1158.0,492.0,27.0
225,1156.0,495.0,24.0
226,1158.0,501.0,23.0
