frame,x,y,radius
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,911.0,755.0,84.0
50,,,
51,,,
52,,,
53,,,
54,959.0,736.0,82.0
55,964.0,742.0,82.0
56,977.0,730.0,82.0
57,987.0,727.0,81.0
58,988.0,728.0,82.0
59,1000.0,721.0,82.0
60,1009.0,715.0,82.0
61,1015.0,713.0,82.0
62,1024.0,709.0,80.0
63,1035.0,702.0,77.0
64,1042.0,702.0,77.0
65,1050.0,700.0,77.0
66,1055.0,695.0,78.0
67,1065.0,695.0,74.0
68,1069.0,689.0,77.0
69,1074.0,685.0,77.0
70,1082.0,684.0,75.0
71,1090.0,682.0,74.0
72,1094.0,680.0,74.0
73,1101.0,674.0,73.0
74,1108.0,674.0,72.0
75,1117.0,671.0,71.0
76,1123.0,667.0,71.0
77,1126.0,665.0,73.0
78,1131.0,665.0,71.0
79,1139.0,658.0,70.0
80,1144.0,656.0,70.0
81,1150.0,657.0,68.0
82,1151.0,653.0,71.0
83,1159.0,649.0,70.0
84,1165.0,647.0,68.0
85,1167.0,646.0,68.0
86,1174.0,642.0,66.0
87,1179.0,641.0,68.0
88,1178.0,640.0,68.0
89,1187.0,641.0,63.0
90,1187.0,635.0,67.0
91,1195.0,633.0,66.0
92,1197.0,632.0,64.0
93,1200.0,628.0,64.0
94,1201.0,627.0,64.0
95,1205.0,625.0,64.0
96,1206.0,622.0,63.0
97,1209.0,621.0,63.0
98,1207.0,624.0,61.0
99,1213.0,615.0,60.0
100,1214.0,618.0,63.0
101,1215.0,615.0,62.0
102,1217.0,617.0,65.0
103,1218.0,610.0,61.0
104,1224.0,608.0,60.0
105,1225.0,607.0,59.0
106,1228.0,605.0,60.0
107,1227.0,604.0,61.0
108,1233.0,600.0,56.0
109,1235.0,599.0,57.0
110,1237.0,597.0,56.0
111,1241.0,594.0,57.0
112,1239.0,595.0,58.0
113,1211.0,546.0,61.0
114,1242.0,592.0,60.0
115,1208.0,546.0,58.0
116,1206.0,546.0,57.0
117,1210.0,543.0,61.0
118,1265.0,583.0,60.0
119,1200.0,544.0,53.0
120,1212.0,618.0,57.0
121,1204.0,544.0,56.0
122,1269.0,566.0,56.0
123,1274.0,567.0,60.0
124,1270.0,560.0,53.0
125,1272.0,558.0,53.0
126,1272.0,558.0,53.0
127,1277.0,547.0,52.0
128,1279.0,546.0,51.0
129,1279.0,546.0,53.0
130,1278.0,541.0,48.0
