rho,theta
886.5185744361919,1.5891991570292088
885.1254811820314,1.5896620128165673
890.9538871547153,1.5848799026177567
889.4226845208626,1.5864200554153733
888.782219495622,1.5871883011029018
889.2256451173957,1.5873237473976174
893.3699513709872,1.5852880658603965
887.7568079267453,1.588812395348952
892.6120036816171,1.5847814289597786
891.1389391474626,1.585501149172748
886.0051511279336,1.5881858780842273
887.807804565696,1.5882617995812534
887.402595621737,1.5880359979894263
889.7254825038751,1.5861797285754917
893.1395016184483,1.5802300092008974
889.9755039045241,1.5857205917849815
893.573880518639,1.583141378639121
887.9727808801915,1.5872783506298984
887.9562996025895,1.5872783506298984
888.6182209302654,1.5866680097866865
888.3142683775122,1.5871214069963724
885.6303514698934,1.5894857392418023
887.6600557748228,1.5874614505088374
886.9404084000474,1.5877438566013016
883.3410317249064,1.5894857392418023
890.0970167519031,1.5824916999605856
889.9917607929659,1.5824916999605856
889.2047968992788,1.5845569260770846
889.9086822191555,1.5798869854599564
880.1641523318034,1.5904016576521012
885.7248223802915,1.5865430566447654
887.832790433582,1.58458855563173
892.0978118745998,1.5796456533111543
887.5316913628178,1.5848799026177567
901.0,1.5707963267948966
889.2496869459995,1.5837826097150691
879.9142320831904,1.5900247258946039
889.5221143207851,1.5821594740591873
878.4420532984064,1.5922983887811277
889.254969080406,1.5824916999605856
883.8782735213738,1.586298960719913
892.0447166084954,1.5796456533111543
883.6733862966632,1.5864200554153733
883.2538173104327,1.5866680097866865
890.3484298535889,1.5829908442431484
887.1237674989081,1.5850810693822932
877.5067856742912,1.5922983887811277
877.5067856742912,1.5922983887811277
901.0,1.5707963267948966
907.0000000000001,1.5707963267948966
885.0491128107412,1.5861797285754917
884.9482019028029,1.5886515719344492
908.0000000000001,1.5707963267948966
965.0182484004991,1.500117792744291
892.1531737057039,1.5829908442431484
910.0000000000001,1.5707963267948966
895.7679763736642,1.5806969933828852
886.5923712109474,1.5880359979894263
897.6108703384367,1.5796456533111543
884.4770488173814,1.5904016576521012
868.8168817777371,1.5993599846336566
876.5441957543173,1.595181735967615
896.4465307885062,1.582290073509927
880.3880904198274,1.5937807842363487
886.045374812137,1.5904016576521012
875.5916066247412,1.5971060440478189
901.0554867596967,1.5817848954776301
874.7938423426372,1.598957893782789
891.5620895715322,1.589841642776913
892.3926941193322,1.5900247258946039
895.8323772574001,1.5880359979894263
904.4115218885169,1.582290073509927
899.69759594057,1.5893127288629056
902.9078712439575,1.5850810693822932
892.9655769786344,1.5922983887811277
901.8196272810541,1.5877438566013016
904.441624507109,1.5866680097866865
887.054458536092,1.5978167759821613
906.4629271234984,1.5881858780842273
930.0000000000001,1.5707963267948966
917.849015935219,1.5796456533111543
902.9994181727428,1.590793660768047
914.0922159890386,1.5843090178082249
905.0190142939024,1.590793660768047
895.6416062443883,1.5974566751694945
902.1979242907815,1.5940479496053594
918.1188753685524,1.5843090178082249
889.6946482236335,1.6025317003233546
822.0000000000001,1.5707963267948966
823.0000000000001,1.5707963267948966
824.0000000000001,1.5707963267948966
825.0000000000001,1.5707963267948966
925.4018564198625,1.5816654639721668
826.0,1.5707963267948966
827.0000000000001,1.5707963267948966
829.0000000000001,1.5707963267948966
924.5485202699756,1.5850810693822932
916.0133448591419,1.5912016574814347
831.0000000000001,1.5707963267948966
832.0000000000001,1.5707963267948966
833.0000000000001,1.5707963267948966
834.0000000000001,1.5707963267948966
835.0000000000001,1.5707963267948966
835.0000000000001,1.5707963267948966
836.0000000000001,1.5707963267948966
915.1831631675316,1.5971060440478189
835.0000000000001,1.5707963267948966
936.7347044525886,1.5839534622676523
838.0000000000001,1.5707963267948966
948.0,1.5707963267948966
940.5002050394797,1.5803198483885095
938.5816785123722,1.582290073509927
955.0000000000001,1.5707963267948966
953.0,1.5707963267948966
937.6280744946399,1.583616137267797
932.9704297709507,1.5874614505088374
941.5880417600008,1.5827005263532063
957.0000000000001,1.5707963267948966
936.2518392576275,1.5858895202140295
937.5421750613472,1.5844941001677624
930.9595604809992,1.5869239606385328
928.6816543234409,1.5883383868522991
945.0,1.5707963267948966
937.7774391463923,1.5796456533111543
922.0315755606688,1.5886515719344492
929.335688336774,1.5825604899446553
920.251304838488,1.5896620128165673
928.2291404586232,1.5796456533111543
917.4908415303561,1.5893127288629056
923.1979416076239,1.5841288700890421
915.839836084751,1.5860623163416765
910.2342197893051,1.5896620128165673
932.0000000000001,1.5707963267948966
926.0,1.5707963267948966
926.0,1.5707963267948966
911.0430629887818,1.5824237097512803
910.7092774225827,1.5827005263532063
904.3768849939493,1.5857205917849815
903.8021664580309,1.5873237473976174
912.7695688112343,1.5796456533111543
912.7076243341126,1.5796456533111543
912.1923794226333,1.5800553214570197
903.2803680123435,1.5864200554153733
917.0,1.5707963267948966
905.721780164709,1.582290073509927
900.8971726310002,1.587055056600026
910.4945833897535,1.5798050920853135
907.7945003322393,1.5812126167258662
891.0907355426659,1.594888050219818
907.8759551186149,1.5796456533111543
902.5724531148607,1.5848799026177567
