dx,dy
0.07139763327805725,0.032279453656862335
0.3732129062371032,0.0017194195960748945
-0.00042237264969040457,0.02523081841088105
0.00852069654089921,-0.00022398815227480225
-0.14255065840323386,-0.015395533764500216
-0.024810003596099313,0.004248480465245252
0.04127940495341769,-0.0077458466370661574
3.2001416847110417e-13,-3.487594659047412e-14
0.18286636431149908,0.01915853563629466
0.008684513871861692,0.0012345366730266997
-4.60909642485402e-12,-5.403024607610799e-13
-2.283931658228387e-13,-1.6562885325466149e-13
0.20745370411167877,0.017876019749419464
-0.07182754463055706,-0.0030411895342863193
3.2177921785201852e-12,2.8362829669316577e-13
-0.09131953546821653,0.02913552251606836
-0.20891924872527012,-0.03804280933977849
-0.33120502205569835,-0.038548768952220896
-0.03127715115830878,-0.005710909224020297
-0.0008139249425998394,0.03893673308854109
-0.08453780726995376,0.03594779055399536
-0.1894687698656302,-0.00872097978947752
0.00885977744937743,-0.016036982742579066
-0.0014426901438735619,-0.005797466077915606
-0.3111551777600438,-0.053138411888922855
0.006144833256310688,-0.007547109032071737
0.07343629669393621,-0.018146811391748993
0.07361923723292538,0.005042539601674403
-0.42317783965034533,-0.0443356865504361
-0.519864807564285,-0.10216012654783913
0.29878812201269134,-0.07627478274464136
0.6089141640372193,0.050496897453562097
0.0024484779412853514,0.005823268097067244
-0.027631445145469353,-0.008478703089679223
0.023387686073086056,-0.020365799506675317
-0.05870536502253461,0.019434927301152757
0.056246859557552355,-0.01040421981269068
0.0520130866525917,0.03387722850216276
0.03979531605563547,0.030984115077735457
0.012758627825702145,0.015708175318377482
-0.002430687496603275,-0.0036502670104193963
0.007136711519876942,0.014751350382381175
-0.0032717943255577294,-0.010247166528066873
0.004979344261513192,-6.86521733692689e-05
-0.005388091094383965,-0.000321511973730972
0.016294097833432674,0.036559908431506694
-0.02372065789272184,0.07809257120273089
-0.003371565328987157,0.0011005630905733305
0.028321666326432814,0.02191945272205393
0.011131425081306923,-0.00799583371980203
0.0034404283453617463,0.0018682957963553656
-0.1309310804888933,-0.001938380965792368
0.004813236628773751,-0.010584213320092123
1.9402493304615557e-12,1.7758107346902427e-13
-0.11584681859832728,0.0008161994900143812
-0.1315827233943439,-0.062300591926840294
-0.4534370094301472,0.006693320511348504
-0.3498625309964474,-0.023620875092005354
-0.35328377158926577,0.050662467829370395
-0.877996364631517,-0.06800461295633078
-0.19838855703782318,-0.0008930204537109703
0.2146531216692936,0.04059115917056436
-0.4539902792626014,-0.052171851755415645
-0.1629667296857455,-0.021821591460748375
0.02476011654014101,0.03479481801373213
-0.0946065888147691,-0.03614622437365651
-0.0615096409863717,-0.0027219058317415248
-0.02151012318669618,0.04611545233106399
0.06489600275860952,0.07104639994690548
-0.10385854900620299,0.08396607418208371
-0.053803972633028434,0.06438113207738724
-0.008926280656249301,0.4113837922118316
-7.5350601363275835,20.52588277967969
-3.1015256945819325,21.015726277275164
1.271191882347389,-27.281252162238893
-8.973633358820566,-8.251680516811971
-0.6564920933424635,-0.8929401588804254
-0.5150371814180521,-6.150308023396778
-0.8609581997868037,5.072343896228437
0.8640873130017516,1.5979513047570955
0.5395866689224399,-1.3149340792925164
-0.9845236084968945,0.17888068806672958
0.699919059508079,-0.20611614001309142
-0.18681105913345164,-0.5296754578510748
-0.6513071014669937,-0.004294593718623737
-0.39390594318534927,0.570828388120973
-0.2261612909622456,-0.3682066242446053
0.1027395251175549,-1.1015269894931008
-0.026687346745221403,-0.04245094500747205
0.029033286010966174,0.8430095884506597
-0.7776334420347303,-0.5772445993712993
-0.006557816304677691,0.05872569484187978
0.19832295031169458,0.08694420052823595
-0.5058423013111895,-0.9386090711999838
0.167649920149709,0.31235783550419854
0.31849833647944475,0.9538271061028419
-0.017669616208813934,-0.5345701579958457
-0.06066215127054513,-0.40074815978689776
0.2223028147290211,0.12017439279576454
-0.1031740601524536,-0.004903432570126441
-0.07402280244789808,-0.04448595385118937
-0.05649036342591556,-0.02993282169901197
0.1857558346414469,-0.22915997710213332
0.10076904107105532,-0.033993487707117895
0.1188132600339043,0.10061044360471656
0.018401310883409534,0.2454596513620831
0.1627643588774055,-0.08710715543360001
0.11515274944629579,-0.02228053937731446
0.026402896642443937,0.05559132552510956
0.01597205777802179,0.14485421035103416
-0.01533772729633196,0.1277041622590233
0.04104700001148867,0.014570840253988448
0.051870954903860914,-0.08308001645830361
-0.06503565851209954,-0.00954230151507836
-0.0658266218502585,-0.007333265222492498
-0.06896938235407629,-0.149384508618723
-0.0939282648113915,-0.031243825199858435
-0.02555049950753431,-0.0667980227891148
-0.10615298761578189,-0.15628420737808688
-0.07265677546790489,-0.07777581122792127
-0.04738557197897412,-0.04051364716106927
-0.0714175720988417,-0.1718715285000401
-0.02974452614269853,-0.07746671671885862
-0.049861832213606724,0.0119624216097034
0.029472685159110626,0.09331602075086891
-0.008112546048842338,0.016579694513980194
0.0810891487927316,-0.0008057334140132419
0.04667070189519619,0.014336377904861914
0.054364425288830495,0.026075444242495804
0.11908912153634262,-0.2423947737011356
0.08989252122080968,-0.18825290756761603
0.36665640667788374,-0.15106154946339057
0.07800030273950741,-0.15460934526210018
0.21413171362839625,-0.19450321576841775
0.13536591125186392,-0.11569444331419657
0.1252846789209618,-0.05725310002043604
-0.008357476200246771,-0.017443691255943205
0.15453969354541564,-0.09198352759289043
0.16302296561846152,-0.10753138135391038
0.19841843460083725,-0.11315025671032067
0.06199215581460058,-0.14351443777893724
0.09631792527420197,-0.07857804028736097
0.07039442176088068,-0.06890903255323648
0.07917062591966023,-0.07437784118686087
0.1505381902717606,-0.12504486687782002
0.13237344744055612,-0.10271846898382529
0.103764068437228,-0.14896394656295195
0.14363446964013157,-0.10057126319563074
0.07512421755808513,-0.06223966737672919
0.051667609263748825,-0.08368990905193419
-0.01600591535680721,-0.07609808705804424
0.020036761061498584,-0.08081803245589261
-0.02540988996575229,-0.08299077578343111
0.14602174805232196,0.05345929623289513
-0.023211095653650628,-0.03795143767320564
-0.12165821565106409,-0.05584816470723374
-0.06330194962717466,-0.08359352340390895
-0.21737904531178914,-0.3056262804762055
-0.1616953903041058,-0.17449161716401101
-0.0315198749918703,-0.26727875585375693
-0.14390766962952217,-0.17134726434564074
0.03454627156226785,-0.1992083691691488
-0.01420032647235301,-0.10250995088806239
-0.021340519602035462,-0.15044296588619463
0.05386576907531252,-0.142534015555445
0.013553990993241628,-0.2055087495321991
-0.09459576062206289,-0.1770482376498569
0.003828579159044493,-0.16815356753347463
-0.013807830969418238,-0.16790429381252994
-0.002483677735022639,-0.09182809077349532
-0.018990754405255855,-0.1259452304109192
0.017839789358610202,-0.11611054844218896
-0.033769276110315154,-0.10072500433519078
-0.0762766230612756,-0.15847207445962846
0.0089448177294748,-0.1670450375779055
0.026813935410629174,-0.2060915147088641
-0.17657220838975426,-0.1875119683421483
-0.11831368788650713,-0.1674475628535721
0.012884813090265557,-0.18927807872163865
0.023657172981798088,-0.16667036803538893
0.05151268739772097,-0.09838078903701725
0.04716359348544316,-0.12384462363960087
-0.03369049798595417,-0.1401270523313702
-0.019626975854348083,-0.1346623452233584
0.08757390005492581,-0.1238291390916337
0.05641520834341815,-0.1721471841289397
0.06396393433012355,-0.09941526529354118
0.04125521821347899,-0.12702061227314085
-0.000545839425031844,-0.14041207978942416
-0.028591197992448834,-0.12917565093839414
-0.4472350438840579,-0.08003736927240909
0.0537450521041171,-0.10282357073764305
0.03450306338854625,-0.10723802977201317
-0.08331702867571493,-0.06698500890937178
-0.011113153053382254,-0.06718448757107381
-0.12849453912070033,-0.11369720435847908
-0.003171882393848242,-0.038509094781913555
-0.05561792715756381,-0.05654873659341109
-0.12342875597918573,-0.09290416279272501
-0.08727335581772186,-0.10456551120859596
-0.09633457474608668,-0.056337999817826154
-0.14590379984460813,-0.07809500975510796
-0.18949816340814177,-0.08938679480835994
-0.01809665971529484,-0.042168579668799465
-0.12896987947104122,-0.07330294811402707
-0.042309439389370235,-0.04019391830796294
-0.08153747783815811,-0.08004836962308472
-0.12190431881001595,-0.07719476979856126
-0.12936016995859506,-0.11962309580898867
-1.2273084997105286,-0.015104930412375235
-0.042061421441548945,-0.09043265389803115
-0.1381476662353978,-0.0533566405209357
-0.07559745913709566,-0.07675288463861114
-0.1000562693647086,-0.13537394226706598
-0.043712322952329435,-0.11457366247694595
-0.05025273353506863,-0.11450323705621993
-0.08078145159852523,-0.12155745542253588
-0.03317689367523858,-0.07779566985370463
-0.23084456363568467,-0.12201963958678562
-0.06847850348753487,-0.1294042712548286
-0.1126704893908614,-0.07385620486623283
-0.05321942408331492,-0.07152703225752118
-0.13602221362871583,-0.10936256510625801
-0.13501824969701204,-0.07167666117468029
-0.1819474738830939,-0.06107565782426591
-0.3704851281620483,-0.17087398116247998
-0.3018712070897922,-0.10763287694568843
-0.2988900012861137,-0.08034640968168882
-0.36418249774911177,-0.03276786923616766
-0.3743238989343497,-0.08758046827633473
-0.2892815706259677,-0.060540699379305875
-0.20280757491006596,-0.036769899770046736
-0.14868730942444924,-0.08563101033748746
-0.17987356848121888,-0.006237229287644222
-0.11227702985468102,-0.044556478834591066
-0.2161049577515893,-0.06725119961901577
-0.1752055133890785,-0.020080748384547837
-0.1670009366748366,-0.008761322255630413
-0.21274674950953973,-0.07102994684487482
-0.20128168733501234,0.010701655505593835
-0.09845969429734602,0.01265955381476683
-0.22298851409147416,0.02393133357078411
-0.057029810466804824,0.08393520016581973
-0.11501024794187294,-0.0509303942210369
0.294259815803921,0.029934369431017512
-0.14624027484304306,0.04726877660881018
-0.17847974528546978,0.018019107900647778
-0.14456988083610475,0.010268150973054651
-0.22288480590479826,-0.023213759587091022
-0.7520018552182556,0.01817982680374807
-0.39072346948598363,-0.05325635231299704
-0.2513821412914189,-0.12616044350706418
-0.42761728295590057,-0.15580011757134615
-0.5022016260449456,-0.1619367267848236
-0.5033538139727239,-0.08240285209856153
-0.7020474684284422,0.06298311434902182
-0.3525386886170044,-0.021556302156908607
-0.3567516831005393,0.10212838256306388
-0.37675487210999037,0.04298052548197209
-0.10588017361516674,0.19386088661836254
-0.1532852065480801,0.10097704300937788
-0.1504867581517202,0.2103127185459937
-0.06822151578770227,0.1757046200466119
-0.040158313833201495,0.21028660966934642
-0.10636306498157236,0.20051808127316925
0.04180411191533673,0.13164687385425455
-0.14440360082130127,0.24164073947560008
-0.06681387926637294,0.09865606660443886
-0.0794481606213156,0.3949354849569865
-0.2672100020668032,0.09300617359330672
-0.3680426637319391,0.09140975149176422
-0.24321360814352827,0.07200695164960677
-0.4403260398765874,0.10392732779257921
-0.21558056598023945,0.1487500150216225
-0.17320682153662106,0.2110632934278047
-0.23879681378168904,0.1953308007231012
-0.23826823113032267,0.15220254058095156
-0.2799989556813847,0.2231410932223532
-0.06406482548075072,0.2801874952541484
-0.12303922561890114,0.21368345533789657
-0.09165633065972278,0.2839123203214618
-0.10513156290340481,0.24679156434003524
-0.21589394827352407,0.2966880743481212
-0.30156039021002756,0.4506890326467525
-0.2087410927103812,0.29443247843062886
-0.2507634491928481,0.3569259873505802
-0.2113193651774824,0.2791724241442604
-0.13615658832580524,0.29495835304883816
-0.0933521733323351,0.32640028538438887
-0.09392564944310922,0.3746485812335835
-0.030662912790717,0.2914607906874507
0.13945079628132176,0.2839886208610927
-0.07420076502719421,0.23670493552546967
0.12506462190269016,0.2529747853629924
0.2048962979972657,0.19758704350073467
0.14045683560193176,0.16959474219836085
0.14439622451493467,0.18986245992165743
0.19057008999119976,0.2911903298445924
0.11197527477584919,0.37243377789037957
0.10098528253188581,0.19361550966168653
0.09592411529125557,0.12619950246745554
0.11060533630194497,0.12366231856701436
0.00493402299707992,0.1261766353136514
-0.00881284341873855,0.20197456797263671
0.01800392472261375,0.1891783091323302
0.08079504728652373,0.15831980934044249
0.2721017337948023,0.217588248842311
0.2740634691626787,0.21991626301810333
0.22377953160409633,0.15670154128997793
