Frame,hx1,hy1,hx2,hy2,lx1,ly1,lx2,ly2,rx1,ry1,rx2,ry2
82,-1015.87253484,986.0339715,983.87253484,1017.9660285,-20,1415,1415,20,813,1759,1759,-813
83,-1015.87329455,989.08161919,983.87329455,1020.91838081,-18,1418,1418,18,815,1758,1758,-815
84,-1015.87404748,992.12898337,983.87404748,1023.87101663,0,1423,1423,0,817,1757,1757,-817
85,-1015.87454572,994.16040324,983.87454572,1025.83959676,-14,1423,1423,14,819,1756,1756,-819
86,-1015.87528754,997.20730049,983.87528754,1028.79269951,-16,1427,1427,16,820,1754,1754,-820
87,-1015.87602281,1000.2539209,983.87602281,1031.7460791,-14,1429,1429,14,820,1754,1754,-820
88,-1015.8767516,1003.3002669,983.8767516,1034.6997331,0,1436,1436,0,819,1754,1754,-819
89,-1015.87747397,1006.34634092,983.87747397,1037.65365908,-14,1425,1425,14,808,1761,1761,-808
90,-1015.87795203,1008.376907,983.87795203,1039.623093,-20,1431,1431,20,796,1769,1769,-796
91,-1015.8786639,1011.42253299,983.8786639,1042.57746701,-19,1431,1431,19,813,1756,1756,-813
92,-1015.87913502,1013.45280257,983.87913502,1044.54719743,-16,1432,1432,16,811,1756,1756,-811
93,-1015.87983658,1016.49798703,983.87983658,1047.50201297,-20,1432,1432,20,809,1756,1756,-809
94,-1015.88030089,1018.5279644,983.88030089,1049.4720356,-12,1432,1432,12,815,1749,1749,-815
95,-1015.88076252,1020.55782606,983.88076252,1051.44217394,-19,1434,1434,19,797,1761,1761,-797
96,-1015.88122149,1022.58757269,983.88122149,1053.41242731,-20,1432,1432,20,799,1758,1758,-799
97,-1015.88144998,1023.60240308,983.88144998,1054.39759692,0,1440,1440,0,786,1766,1766,-786
98,-1015.88190498,1025.63197841,983.88190498,1056.36802159,-20,1432,1432,20,811,1746,1746,-811
99,-1015.88235737,1027.66144035,983.88235737,1058.33855965,-23,1431,1431,23,809,1745,1745,-809
100,-1015.8825826,1028.676129,983.8825826,1059.323871,-22,1431,1431,22,809,1742,1742,-809
101,-1014.8969963,1030.64741154,984.8969963,1059.35258846,-20,1433,1433,20,790,1757,1757,-790
102,-1014.89719312,1031.66113012,984.89719312,1060.33886988,-22,1431,1431,22,795,1750,1750,-795
103,-1014.89758508,1033.68848876,984.89758508,1062.31151124,-21,1429,1429,21,793,1751,1751,-793
104,-1014.89778022,1034.70212898,984.89778022,1063.29787102,-14,1428,1428,14,789,1752,1752,-789
105,-1014.89778022,1034.70212898,984.89778022,1063.29787102,-23,1429,1429,23,781,1757,1757,-781
106,-1014.8979748,1035.71574322,984.8979748,1064.28425678,-24,1429,1429,24,779,1756,1756,-779
107,-1014.89816883,1036.72933156,984.89816883,1065.27066844,-23,1427,1427,23,778,1755,1755,-778
108,-1014.8983623,1037.74289407,984.8983623,1066.25710593,-24,1426,1426,24,778,1752,1752,-778
109,-1015.88436131,1036.79263329,983.88436131,1067.20736671,-20,1426,1426,20,779,1750,1750,-779
110,-1015.88458081,1037.8070719,983.88458081,1068.1929281,0,1425,1425,0,780,1747,1747,-780
111,-1015.88458081,1037.8070719,983.88458081,1068.1929281,-21,1426,1426,21,780,1745,1745,-780
112,-1015.88479968,1038.82148312,983.88479968,1069.17851688,-10,1417,1417,10,783,1744,1744,-783
113,-1015.88501793,1039.83586703,983.88501793,1070.16413297,0,1409,1409,0,779,1743,1743,-779
114,-1015.88501793,1039.83586703,983.88501793,1070.16413297,-20,1415,1415,20,774,1745,1745,-774
115,-1015.88523555,1040.8502237,983.88523555,1071.1497763,-21,1418,1418,21,774,1743,1743,-774
116,-1015.88523555,1040.8502237,983.88523555,1071.1497763,-22,1414,1414,22,767,1745,1745,-767
117,-1015.88545256,1041.86455323,983.88545256,1072.13544677,-20,1412,1412,20,776,1735,1735,-776
118,-1015.88545256,1041.86455323,983.88545256,1072.13544677,-30,1413,1413,30,773,1737,1737,-773
119,-1015.88566896,1042.87885567,983.88566896,1073.12114433,-13,1405,1405,13,775,1732,1732,-775
120,-1016.87093383,1041.93402091,982.87093383,1074.06597909,-28,1410,1410,28,779,1727,1727,-779
121,-1016.87093383,1041.93402091,982.87093383,1074.06597909,-42,1415,1415,42,771,1731,1731,-771
122,-1016.87117742,1042.9491879,982.87117742,1075.0508121,-23,1415,1415,23,768,1729,1729,-768
123,-1016.87117742,1042.9491879,982.87117742,1075.0508121,-15,1407,1407,15,767,1730,1730,-767
124,-1016.87142032,1043.96432628,982.87142032,1076.03567372,-7,1399,1399,7,773,1724,1724,-773
125,-1015.88609992,1044.90737962,983.88609992,1075.09262038,0,1392,1392,0,761,1731,1731,-761
126,-1015.88631448,1045.92160129,983.88631448,1076.07839871,-23,1406,1406,23,762,1725,1725,-762
127,-1015.88631448,1045.92160129,983.88631448,1076.07839871,-21,1406,1406,21,766,1719,1719,-766
128,-1015.88652844,1046.93579618,983.88652844,1077.06420382,-21,1406,1406,21,764,1722,1722,-764
129,-1015.88652844,1046.93579618,983.88652844,1077.06420382,-24,1406,1406,24,767,1716,1716,-767
130,-1014.90045461,1048.8903981,984.90045461,1077.1096019,-27,1406,1406,27,774,1712,1712,-774
131,-1014.90045461,1048.8903981,984.90045461,1077.1096019,0,1404,1404,0,767,1715,1715,-767
132,-1014.90064161,1049.90365637,984.90064161,1078.09634363,-20,1403,1403,20,767,1713,1713,-767
133,-1014.90064161,1049.90365637,984.90064161,1078.09634363,-21,1405,1405,21,764,1716,1716,-764
134,-1013.91344614,1050.84324413,985.91344614,1077.15675587,-22,1407,1407,22,773,1709,1709,-773
135,-1013.91360859,1051.85559576,985.91360859,1078.14440424,-23,1409,1409,23,783,1702,1702,-783
136,-1013.91360859,1051.85559576,985.91360859,1078.14440424,-14,1411,1411,14,769,1718,1718,-769
137,-1013.91360859,1051.85559576,985.91360859,1078.14440424,-18,1415,1415,18,790,1706,1706,-790
138,-1012.92564779,1053.80578478,986.92564779,1078.19421522,-23,1418,1418,23,792,1713,1713,-792
139,-1012.92564779,1053.80578478,986.92564779,1078.19421522,-16,1424,1424,16,793,1721,1721,-793
140,-1012.92564779,1053.80578478,986.92564779,1078.19421522,-23,1429,1429,23,794,1729,1729,-794
141,-1012.92564779,1053.80578478,986.92564779,1078.19421522,-18,1433,1433,18,803,1726,1726,-803
142,-1012.92578708,1054.81721159,986.92578708,1079.18278841,0,1435,1435,0,799,1738,1738,-799
143,-1011.93676428,1055.75422571,987.93676428,1078.24577429,-22,1440,1440,22,810,1730,1730,-810
144,-1011.93676428,1055.75422571,987.93676428,1078.24577429,-27,1441,1441,27,806,1736,1736,-806
145,-1011.93676428,1055.75422571,987.93676428,1078.24577429,-22,1443,1443,22,808,1738,1738,-808
146,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-14,1448,1448,14,809,1740,1740,-809
147,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-20,1453,1453,20,815,1740,1740,-815
148,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-12,1458,1458,12,819,1744,1744,-819
149,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-14,1464,1464,14,824,1748,1748,-824
150,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-21,1473,1473,21,828,1752,1752,-828
151,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-14,1481,1481,14,805,1779,1779,-805
152,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-21,1486,1486,21,810,1782,1782,-810
153,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-19,1489,1489,19,812,1786,1786,-812
154,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-15,1495,1495,15,827,1778,1778,-827
155,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-14,1497,1497,14,823,1786,1786,-823
156,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-28,1502,1502,28,818,1793,1793,-818
157,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-19,1503,1503,19,814,1800,1800,-814
158,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1510,1510,0,822,1795,1795,-822
159,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-25,1508,1508,25,819,1800,1800,-819
160,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-21,1510,1510,21,816,1805,1805,-816
161,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1515,1515,0,823,1802,1802,-823
162,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1514,1514,0,829,1799,1799,-829
163,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-23,1517,1517,23,810,1815,1815,-810
164,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1515,1515,0,810,1819,1819,-810
165,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1524,1524,0,826,1810,1810,-826
166,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-19,1524,1524,19,843,1801,1801,-843
167,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-24,1527,1527,24,842,1807,1807,-842
168,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-18,1532,1532,18,845,1809,1809,-845
169,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-23,1535,1535,23,843,1817,1817,-843
170,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-24,1540,1540,24,833,1834,1834,-833
171,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-14,1545,1545,14,843,1828,1828,-843
172,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-24,1547,1547,24,841,1834,1834,-841
173,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-20,1549,1549,20,839,1840,1840,-839
174,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-15,1553,1553,15,827,1854,1854,-827
175,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-20,1556,1556,20,863,1827,1827,-863
176,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-26,1559,1559,26,869,1829,1829,-869
177,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1565,1565,0,863,1835,1835,-863
178,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-21,1564,1564,21,838,1863,1863,-838
179,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-23,1566,1566,23,859,1847,1847,-859
180,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1573,1573,0,833,1871,1871,-833
181,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-24,1571,1571,24,842,1868,1868,-842
182,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1573,1573,22,846,1870,1870,-846
183,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-25,1576,1576,25,850,1870,1870,-850
184,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1580,1580,0,860,1862,1862,-860
185,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1582,1582,0,846,1877,1877,-846
186,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1582,1582,22,861,1867,1867,-861
187,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1584,1584,22,837,1888,1888,-837
188,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-16,1585,1585,16,857,1876,1876,-857
189,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-25,1585,1585,25,829,1901,1901,-829
190,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1586,1586,22,855,1881,1881,-855
191,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1593,1593,0,870,1869,1869,-870
192,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1585,1585,0,842,1892,1892,-842
193,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1592,1592,0,848,1889,1889,-848
194,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-23,1591,1591,23,854,1886,1886,-854
195,-1010.94686363,1056.69126945,988.94686363,1077.30873055,0,1597,1597,0,863,1880,1880,-863
196,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-21,1592,1592,21,861,1882,1882,-861
197,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1593,1593,22,859,1885,1885,-859
198,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-18,1593,1593,18,856,1887,1887,-856
199,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-19,1593,1593,19,854,1890,1890,-854
200,-1010.94686363,1056.69126945,988.94686363,1077.30873055,-22,1594,1594,22,852,1892,1892,-852
