Frame,hx1,hy1,hx2,hy2,lx1,ly1,lx2,ly2,rx1,ry1,rx2,ry2
0,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
1,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
2,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
3,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
4,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
5,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
6,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
7,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
8,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
9,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
10,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
11,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
12,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
13,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
14,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
15,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
16,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
17,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
18,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
19,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
20,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
21,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
22,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
23,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
24,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
25,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
26,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
27,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
28,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
29,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
30,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
31,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
32,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
33,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
34,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
35,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
36,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
37,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
38,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
39,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
40,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
41,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
42,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
43,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
44,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
45,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
46,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
47,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
48,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
49,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
50,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
51,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
52,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
53,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
54,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
55,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
56,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
57,-1044.96854021,966.59233908,952.96854021,1057.40766092,3,1519,1519,-3,1093,1793,1793,-1093
58,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
59,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
60,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
61,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
62,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
63,-1044.97057251,967.63707173,952.97057251,1058.36292827,3,1519,1519,-3,1093,1793,1793,-1093
64,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
65,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
66,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
67,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
68,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
69,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
70,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
71,-1045.9254012,966.65301692,951.9254012,1059.34698308,3,1519,1519,-3,1093,1793,1793,-1093
72,-1046.87926479,965.66909703,950.87926479,1060.33090297,3,1519,1519,-3,1093,1793,1793,-1093
73,-1046.87926479,965.66909703,950.87926479,1060.33090297,3,1519,1519,-3,1093,1793,1793,-1093
74,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
75,-1045.92751627,967.69862597,951.92751627,1060.30137403,3,1519,1519,-3,1093,1793,1793,-1093
76,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
77,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
78,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
79,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
80,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
81,-1045.92962511,968.74414544,951.92962511,1061.25585456,3,1519,1519,-3,1093,1793,1793,-1093
