0,1,2
[-1023.312587     922.90516068   976.06652045   972.73672388],[ 960  462 1016  408],[1262  616 1302  511]
[-1022.31535091   925.22032136   977.11785173   972.83196062],[898 519 972 447],[1259  617 1295  522]
[-1022.22096767   925.7762302    977.21761548   973.16137775],[896 519 950 466],[1258  615 1298  507]
[-1022.15017019   926.19309316   977.29242825   973.40850927],[652 752 793 616],[1215  720 1238  658]
[-1023.96304241   923.14190882   975.3817587    974.33142248],[924 488 999 415],[1205  741 1236  658]
[-1025.79532077   919.94709918   973.44195854   975.17662951],[647 753 778 626],[1086  920 1091  843]
[-1024.36666193   923.49404018   974.95670236   975.51408438],[666 734 770 633],[1083  929 1089  845]
[-1022.93527019   927.03462951   976.46871329   975.85789093],[729 764 761 653],[1081  931 1084  879]
[-1024.62616409   925.57426952   974.68593533   978.02547616],[646 753 746 656],[1257  588 1281  524]
[-1024.45861696   927.44016077   974.86533161   979.43774426],[886 521 990 421],[1202  727 1233  644]
[-1021.24261167   936.24337766   978.25488683   981.07365193],[689 755 719 686],[1779  179 1841  113]
[-1021.12298306   939.49938231   978.38344945   983.92939875],[637 763 689 713],[1072  960 1075  904]
[-1021.0032865    942.75412181   978.51194414   986.78641074],[898 511 948 462],[1186  764 1212  693]
[-1017.74253726   951.45294208   981.91646066   988.38385125],[870 538 984 428],[1071  913 1074  863]
[-1016.19632925   957.31101909   983.5224415    990.84962225],[888 522 988 425],[1159  831 1224  653]
[-1016.56180601   958.94251661   983.14522804   993.17375931],[888 523 968 445],[1158  833 1231  633]
[-1015.96569912   961.91349757   983.7635203    994.82320778],[664 673 703 620],[1062  977 1069  870]
[-1015.8562448    965.60928428   983.87864962   998.17233122],[882 532 978 439],[1153  844 1220  660]
[-1015.66395034   969.28165822   984.07920679  1001.33326508],[863 551 939 477],[1150  851 1218  664]
[-1013.82498932   977.63624858   985.97790632  1005.7143291 ],[698 712 774 638],[1150  849 1217  664]
[-1014.29563928   982.21436455   985.49564176  1011.107829  ],[873 544 948 471],[1058  937 1062  883]
[-1016.05958882   984.05154674   983.67845192  1016.42079765],[621 792 691 724],[1143  864 1222  649]
[-1017.20460951   986.62216102   982.49663557  1021.18992715],[631 786 708 711],[1756  214 1818  148]
[-1018.91018898   988.8588019    980.73111412  1026.73569389],[709 714 816 607],[1754  218 1815  153]
[-1021.0082805    989.33568644   978.55037682  1031.34968336],[765 660 815 611],[1049  190 1049  139]
[-1020.54004085   994.04996631   979.04178142  1034.94661733],[684 743 770 659],[1140  875 1206  693]
[-1020.1670374    998.67864643   979.43333821  1038.65786428],[845 587 895 538],[1750  229 1810  165]
[-1019.69788044  1002.88678009   979.92382551  1041.78450616],[895 541 954 482],[1160  817 1213  671]
[-1018.97477992  1007.06695844   980.67679428  1044.39766663],[ 417 1003  467  954],[1042 1031 1043  977]
[-1017.11399573  1012.67273501   982.60512802  1046.19028428],[594 834 768 665],[1161  808 1197  713]
[-1016.75373045  1015.5389007    982.97849303  1048.26556247],[802 632 911 526],[1132  888 1194  719]
[-1016.16709756  1018.9734919    983.58506129  1050.45845923],[749 684 835 600],[1741  242 1802  177]
[-1015.92647791  1021.24930101   983.83400248  1052.20121597],[588 841 762 672],[1159  809 1207  679]
[-1015.45930064  1023.627561     984.3159569   1053.60954432],[734 699 791 643],[1127  894 1194  710]
[-1016.46742959  1023.57924434   983.27778228  1055.5023959 ],[854 584 930 510],[1163  791 1192  714]
[-1016.14413687  1025.46325427   983.61179089  1056.70792444],[605 825 711 722],[1160  797 1190  717]
[-1015.82063685  1026.99821339   983.9455922   1057.57645972],[892 548 942 498],[1197  697 1230  611]
[-1015.37674562  1028.76491177   984.40307176  1058.44119891],[613 817 721 712],[1123  895 1184  728]
[-1014.80580482  1031.02393946   984.99083126  1059.54435848],[644 786 738 695],[1119  901 1182  729]
[-1014.21259994  1032.8842836    985.6005667   1060.22104493],[713 719 778 656],[1146  822 1165  770]
[-1014.08573239  1033.72823571   985.73102866  1060.80077162],[877 561 947 493],[1144  825 1185  717]
[-1014.55991037  1034.23894247   985.24458361  1062.20295252],[847 589 943 496],[1142  826 1181  722]
[-1014.69080491  1035.42920202   985.1106335   1063.6108789 ],[604 823 771 661],[1195  686 1233  585]
[-1015.1117462   1035.62012634   984.6783092   1064.59829548],[606 821 657 771],[1150  800 1186  705]
[-1014.57337449  1037.31845396   985.23190584  1065.22617264],[681 748 744 687],[1185  707 1220  616]
[-1014.5922789   1038.34139575   985.21287867  1066.25790981],[839 595 929 508],[1720  264 1780  200]
[-1014.0100694   1039.69461668   985.81069015  1066.47015897],[589 835 838 594],[1189  690 1221  607]
[-1014.68864237  1039.23485416   985.11428572  1067.31062354],[572 850 836 595],[1718  265 1777  202]
[-1015.20356827  1039.04603817   984.58532566  1068.10425098],[651 774 756 672],[1175  720 1228  582]
[-1016.47271405  1037.96807063   983.27924887  1069.46547995],[623 802 718 707],[1173  722 1230  573]
[-1017.97848479  1036.32941812   981.72555445  1070.73516524],[788 641 888 544],[1138  810 1177  708]
[-1019.48213251  1034.69036546   980.16973702  1072.00525069],[1712  267 1774  203],[1182  695 1209  624]
[-1018.50732685  1036.42441898   981.17925592  1071.83021924],[ 361 1048  416  993],[1133  818 1175  708]
[-1017.53158679  1038.15711011   982.18784041  1071.65655018],[ 348 1058  418  990],[1176  703 1223  581]
[-1016.62391097  1039.81936952   983.12439818  1071.54790621],[539 875 607 809],[1178  695 1203  630]
[-1015.71888198  1041.24301865   984.05650386  1071.21644326],[ 344 1059  438  968],[1170  711 1221  580]
[-1015.42374786  1041.89846335   984.36020269  1071.29491132],[ 343 1059  412  992],[1135  797 1156  742]
[-1017.01303031  1039.88423274   982.72348556  1072.34755199],[ 339 1060  411  991],[1166  714 1214  589]
[-1018.28515207  1038.1916812    981.40987054  1073.1175536 ],[ 340 1059  391 1009],[1108  862 1153  744]
[-1019.2119663   1037.21169455   980.45102134  1073.9259408 ],[1701  274 1761  210],[1106  864 1154  737]
[-1019.12708369  1038.04601857   980.53937633  1074.57064954],[526 880 611 800],[1112  844 1150  745]
[-1018.43356315  1039.66628709   981.25739511  1074.8240952 ],[780 638 872 549],[1125  804 1160  713]
[-1017.28847645  1041.79674844   982.44049008  1074.72182114],[1696  276 1753  215],[1163  705 1210  583]
[-1016.45755495  1043.60321631   983.29748745  1074.90450054],[1696  275 1755  212],[1097  874 1121  811]
[-1015.4803015   1045.45946015   984.30353238  1074.86384333],[ 337 1055  393  999],[1078  918 1099  864]
[-1015.68422538  1045.8227524    984.09406922  1075.60147734],[584 819 707 700],[1160  699 1201  593]
[-1016.11393551  1045.95197432   983.65219332  1076.53677369],[614 790 714 693],[1116  808 1157  701]
[-1016.67959209  1045.79386733   983.06988432  1077.44874981],[588 815 719 688],[1158  700 1200  591]
[-1017.24494413  1045.53704214   982.48727077  1078.2642281 ],[1685  276 1745  214],[1119  797 1140  742]
[-1017.64023898  1045.20178123   982.07948334  1078.68359952],[821 591 899 516],[1155  704 1178  643]
[-1017.86565176  1044.78780405   981.84669714  1078.70714462],[623 781 675 729],[1150  714 1179  638]
[-1017.86559887  1044.58947008   981.84664425  1078.5150465 ],[553 847 624 778],[1068  926 1121  787]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[1681  278 1741  213],[1091  865 1119  792]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[1682  279 1743  213],[1093  861 1136  747]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[842 572 903 513],[1080  900 1131  762]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[761 652 811 603],[1150  720 1179  644]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[1689  276 1747  213],[1108  841 1152  721]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[546 868 850 574],[1693  277 1753  211]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[655 768 741 684],[1701  273 1757  211]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[649 779 710 720],[1091  929 1111  875]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[617 814 695 738],[1120  859 1159  752]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[595 840 654 781],[1177  717 1224  590]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[736 705 927 520],[1121  873 1159  768]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[698 743 941 509],[1114  896 1178  721]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[748 697 913 537],[1714  280 1775  215]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[783 667 834 617],[1114  907 1164  770]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[630 821 739 715],[1105  941 1126  883]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[656 801 713 745],[1719  289 1781  223]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[831 636 883 585],[1721  292 1783  226]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[771 704 840 637],[1138  888 1182  765]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[729 752 782 700],[1145  879 1171  810]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[619 864 722 764],[1206  728 1230  664]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[575 910 654 833],[1122  960 1143  904]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[687 807 737 758],[1141  920 1199  761]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[642 854 693 804],[1742  308 1804  242]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[667 833 748 755],[1743  310 1790  260]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[668 834 745 759],[1145  924 1165  871]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[814 696 871 639],[1173  852 1199  782]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[586 917 972 544],[1747  313 1807  248]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[681 828 787 725],[1134  964 1154  911]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[808 707 868 647],[1749  315 1811  249]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[705 809 764 750],[1150  931 1195  809]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[676 839 741 776],[1249  669 1280  588]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[623 892 673 842],[1216  762 1244  689]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[813 711 880 644],[1755  318 1816  252]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[681 842 760 765],[1169  902 1194  833]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[721 806 815 715],[1172  902 1223  762]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[845 690 928 609],[1169  919 1218  784]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[893 647 992 551],[1164  941 1220  788]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[609 927 767 774],[1235  764 1256  708]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[920 628 973 576],[1159  973 1180  916]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[626 917 789 759],[1776  323 1836  257]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[711 837 825 726],[1199  879 1227  804]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[734 819 784 770],[1245  765 1276  684]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[880 679 958 603],[1169  975 1188  922]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[632 923 813 748],[1198  906 1240  788]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[867 698 933 632],[1173  976 1191  926]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[725 838 798 767],[1173  982 1195  924]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 880  690 1018  556],[1195  929 1245  792]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[903 670 966 607],[1256  770 1289  684]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[626 941 786 786],[1187  958 1240  818]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[848 728 953 626],[1261  771 1284  710]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[682 892 776 801],[1210  910 1249  806]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[838 742 890 690],[1198  946 1262  772]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[832 750 895 687],[1214  907 1253  804]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[650 929 720 861],[1189  980 1210  923]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[653 928 725 858],[1267  775 1299  692]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[669 914 719 865],[1191  981 1213  922]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[822 765 947 644],[1192  978 1214  922]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[612 970 720 865],[1237  863 1258  807]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 917  676 1002  591],[1212  933 1259  804]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[638 947 695 890],[1271  776 1304  690]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[803 789 887 705],[1809  330 1871  264]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[773 818 946 650],[1279  760 1311  675]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 967  630 1020  577],[1230  892 1250  838]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[753 839 868 727],[1815  327 1872  264]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[779 814 923 674],[1811  331 1859  280]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 929  668 1015  584],[1812  330 1873  265]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[648 942 730 862],[1811  332 1874  265]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[774 820 915 683],[1275  777 1311  682]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 955  645 1012  589],[1812  333 1871  270]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[668 925 803 794],[1274  781 1320  661]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[873 727 939 663],[1276  779 1308  695]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[663 931 793 805],[1812  333 1874  267]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 850  749 1023  581],[1813  333 1876  266]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[709 658 730 601],[1814  333 1877  266]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[711 646 730 595],[1199  986 1267  807]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[683 914 737 860],[1820  329 1875  268]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 965  641 1023  583],[1824  325 1876  268]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 834  768 1037  571],[1277  782 1313  688]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 998  609 1049  559],[1201  986 1259  833]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[692 908 743 857],[1200  986 1220  936]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[626 971 850 754],[1201  986 1271  803]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[ 981  627 1063  547],[1225  930 1281  777]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[762 841 935 673],[1244  878 1272  803]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[435 676 464 780],[1819  334 1881  268]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[662 940 823 784],[1284  776 1307  716]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[445 706 471 791],[1222  943 1249  871]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[445 703 474 799],[1232  920 1257  851]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[441 680 474 795],[1820  338 1882  272]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[443 681 481 813],[1285  783 1325  679]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[446 679 475 782],[1288  781 1328  677]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[846 772 902 717],[1238  921 1277  817]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[452 674 479 776],[1294  782 1330  687]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[461 689 493 815],[1258  886 1286  811]
[-1017.86557241  1044.49030266   981.84661779  1078.41899788],[465 678 495 799],[1250  924 1273  861]
