Frame,hx1,hy1,hx2,hy2,lx1,ly1,lx2,ly2,rx1,ry1,rx2,ry2
0,-1008.96270116,1033.36308607,990.96270116,1050.63691393,621,1469,1469,-621,1311,1070,1070,-1311
1,-1008.96270116,1033.36308607,990.96270116,1050.63691393,621,1469,1469,-621,1311,1071,1071,-1311
2,-1008.96270116,1033.36308607,990.96270116,1050.63691393,621,1469,1469,-621,1311,1072,1072,-1311
3,-1008.96270116,1033.36308607,990.96270116,1050.63691393,621,1469,1469,-621,1311,1069,1069,-1311
4,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1310,1073,1073,-1310
5,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1310,1077,1077,-1310
6,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1310,1070,1070,-1310
7,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1310,1068,1068,-1310
8,-1008.96270116,1033.36308607,990.96270116,1050.63691393,630,1459,1459,-630,1311,1074,1074,-1311
9,-1008.96270116,1033.36308607,990.96270116,1050.63691393,627,1463,1463,-627,1310,1070,1070,-1310
10,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1310,1070,1070,-1310
11,-1008.96270116,1033.36308607,990.96270116,1050.63691393,634,1455,1455,-634,1311,1071,1071,-1311
12,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1457,1457,-631,1311,1069,1069,-1311
13,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1457,1457,-631,1311,1068,1068,-1311
14,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1457,1457,-631,1310,1067,1067,-1310
15,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1457,1457,-631,1311,1071,1071,-1311
16,-1008.96270116,1033.36308607,990.96270116,1050.63691393,620,1458,1458,-620,1310,1069,1069,-1310
17,-1008.96270116,1033.36308607,990.96270116,1050.63691393,627,1463,1463,-627,1310,1068,1068,-1310
18,-1008.96270116,1033.36308607,990.96270116,1050.63691393,632,1444,1444,-632,1311,1079,1079,-1311
19,-1008.96270116,1033.36308607,990.96270116,1050.63691393,632,1444,1444,-632,1311,1086,1086,-1311
20,-1008.96270116,1033.36308607,990.96270116,1050.63691393,626,1451,1451,-626,1310,1076,1076,-1310
21,-1008.96270116,1033.36308607,990.96270116,1050.63691393,632,1444,1444,-632,1310,1070,1070,-1310
22,-1008.96270116,1033.36308607,990.96270116,1050.63691393,632,1444,1444,-632,1310,1066,1066,-1310
23,-1008.96270116,1033.36308607,990.96270116,1050.63691393,626,1451,1451,-626,1310,1069,1069,-1310
24,-1008.96270116,1033.36308607,990.96270116,1050.63691393,629,1447,1447,-629,1310,1072,1072,-1310
25,-1008.96270116,1033.36308607,990.96270116,1050.63691393,629,1447,1447,-629,1311,1083,1083,-1311
26,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1455,1455,-623,1311,1080,1080,-1311
27,-1008.96270116,1033.36308607,990.96270116,1050.63691393,632,1443,1443,-632,1310,1076,1076,-1310
28,-1008.96270116,1033.36308607,990.96270116,1050.63691393,647,1442,1442,-647,1310,1073,1073,-1310
29,-1008.96270116,1033.36308607,990.96270116,1050.63691393,647,1442,1442,-647,1310,1066,1066,-1310
30,-1008.96270116,1033.36308607,990.96270116,1050.63691393,627,1451,1451,-627,1310,1067,1067,-1310
31,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1460,1460,-631,1310,1067,1067,-1310
32,-1008.96270116,1033.36308607,990.96270116,1050.63691393,631,1460,1460,-631,1310,1070,1070,-1310
33,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1455,1455,-623,1310,1072,1072,-1310
34,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1455,1455,-623,1310,1077,1077,-1310
35,-1008.96270116,1033.36308607,990.96270116,1050.63691393,613,1479,1479,-613,1310,1082,1082,-1310
36,-1008.96270116,1033.36308607,990.96270116,1050.63691393,613,1479,1479,-613,1310,1074,1074,-1310
37,-1008.96270116,1033.36308607,990.96270116,1050.63691393,623,1467,1467,-623,1310,1074,1074,-1310
38,-1008.96270116,1033.36308607,990.96270116,1050.63691393,613,1478,1478,-613,1310,1074,1074,-1310
