0,1,2
[-1044.98264118   973.90362954   952.98264118  1064.09637046],[ 999  518 1085  432],[834 341 857 438]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 999  518 1085  432],[1414  487 1428  430]
[-1045.93591445   971.88016898   951.93591445  1064.11983102],[ 999  518 1085  432],[1405  492 1443  328]
[-1045.93382418   970.83491668   951.93382418  1063.16508332],[ 999  518 1085  432],[1270 1072 1290  985]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 999  518 1085  432],[1272 1060 1290  985]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 999  518 1085  432],[1369  659 1385  593]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 999  518 1085  432],[1269 1073 1289  987]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 497 1022  548  971],[1270 1072 1301  936]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 497 1022  548  971],[1369  659 1385  593]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 497 1022  577  942],[1407  484 1443  328]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 498 1021  577  942],[1270 1072 1301  936]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 500 1019  553  968],[1269 1073 1286 1001]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[850 383 851 436],[1370  658 1383  605]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[844 234 845 301],[1269 1073 1289  987]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[ 510 1009  577  942],[1369  659 1385  594]
[-1044.98064451   972.85942078   952.98064451  1063.14057922],[880 640 931 589],[1289  989 1302  937]
[-1044.97864196   971.81512534   952.97864196  1062.18487466],[856 617 856 533],[1269 1073 1289  987]
[-1044.97864196   971.81512534   952.97864196  1062.18487466],[865 655 931 589],[1369  659 1385  593]
[-1044.97864196   971.81512534   952.97864196  1062.18487466],[865 655 931 589],[1369  659 1385  594]
[-1044.97864196   971.81512534   952.97864196  1062.18487466],[865 655 931 589],[1369  659 1385  593]
[-1044.02441845   973.83880272   954.02441845  1062.16119728],[865 655 931 589],[1290  987 1302  937]
[-1043.06906318   975.86060964   955.06906318  1062.13939036],[865 655 931 589],[1369  659 1385  594]
[-1042.11258213   977.88054801   956.11258213  1062.11945199],[ 999  518 1085  432],[1275 1047 1288  990]
[-1041.15498124   979.89861977   957.15498124  1062.10138023],[ 999  518 1085  432],[1369  659 1385  594]
[-1040.19626645   981.91482688   958.19626645  1062.08517312],[ 999  518 1085  432],[1369  659 1385  593]
[-1039.23644366   983.92917131   959.23644366  1062.07082869],[ 992  526 1070  446],[1275 1048 1292  977]
[-1038.27693015   986.97873144   960.27693015  1063.02126856],[762 397 769 333],[1269 1073 1286 1001]
[-1037.31483377   988.98833949   961.31483377  1063.01166051],[756 374 763 324],[1278 1034 1296  961]
[-1036.35164921   990.99609443   962.35164921  1063.00390557],[1032  485 1085  432],[1278 1034 1302  937]
[-1035.38618978   991.96796219   963.38618978  1062.03203781],[ 999  518 1085  432],[1278 1034 1302  937]
[-1034.42091476   993.97302333   964.42091476  1062.02697667],[ 999  518 1085  432],[1275 1047 1289  988]
[-1033.45456669   995.97623395   965.45456669  1062.02376605],[ 999  518 1085  432],[1289  989 1301  937]
[-1032.48715132   997.97759612   966.48715132  1062.02240388],[ 999  518 1085  432],[1289  989 1301  937]
[-1031.51867437   999.97711195   967.51867437  1062.02288805],[ 999  518 1085  432],[1275 1047 1301  939]
[-1030.54914155  1001.97478354   968.54914155  1062.02521646],[ 999  518 1085  432],[1406  490 1435  361]
