0,1,2
[-1015.8769931   1004.31565501   983.8769931   1035.68434499],[ 913  578 1067  387],[1330  874 1348  720]
[-1015.8769931   1004.31565501   983.8769931   1035.68434499],[ 913  578 1067  387],[1367  537 1385  387]
[-1015.8769931   1004.31565501   983.8769931   1035.68434499],[ 975  492 1061  382],[1322  945 1342  775]
[-1015.8769931   1004.31565501   983.8769931   1035.68434499],[ 977  489 1061  382],[1322  939 1344  755]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  488 1061  382],[1322  944 1341  783]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 912  578 1067  386],[1365  559 1379  437]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  489 1061  382],[1372  499 1387  371]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 977  489 1061  382],[1322  944 1341  782]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 980  494 1067  386],[1322  942 1344  756]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  489 1061  382],[1341  775 1362  596]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  489 1062  382],[1322  944 1341  782]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  489 1061  382],[1322  944 1343  766]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 910  581 1066  388],[1365  559 1381  421]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 978  488 1061  382],[1322  947 1336  825]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 911  581 1053  405],[1367  539 1398  281]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 986  487 1092  355],[1310 1040 1336  826]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 949  534 1050  409],[1316  991 1343  764]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 980  495 1066  388],[1325  914 1341  782]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 995  476 1085  364],[1325  914 1341  783]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 981  494 1067  387],[1310 1040 1324  931]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 981  494 1067  387],[1310 1040 1324  931]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 998  472 1081  369],[1325  914 1340  788]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 986  487 1081  369],[1310 1039 1323  934]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 937  548 1065  390],[1310 1039 1323  930]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 945  538 1065  390],[1310 1039 1323  930]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1066  388],[1310 1039 1324  928]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1066  388],[1325  914 1345  748]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 961  520 1042  419],[1310 1040 1342  775]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 980  495 1066  388],[1310 1039 1339  800]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 982  492 1082  368],[1310 1040 1324  928]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  497 1064  391],[1310 1040 1341  783]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 980  495 1066  388],[1310 1040 1341  783]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 985  488 1083  366],[1310 1040 1343  766]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1066  388],[1310 1040 1334  844]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 981  493 1087  361],[1310 1040 1324  928]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1067  387],[1325  917 1340  790]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 974  503 1064  391],[1310 1040 1336  826]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 959  521 1064  391],[1310 1040 1337  818]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[736 801 749 926],[1310 1039 1335  835]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[899 596 990 484],[1325  917 1340  790]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 930  557 1066  388],[1310 1039 1336  826]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 978  498 1065  390],[1310 1039 1334  843]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 982  492 1065  389],[1310 1039 1336  827]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 915  576 1062  394],[1310 1039 1329  881]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 914  577 1092  357],[1310 1039 1330  877]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 981  493 1075  377],[1329  882 1348  720]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[746 805 748 910],[1315 1004 1330  880]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[750 915 750 808],[1314 1009 1329  880]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 914  577 1039  423],[1311 1037 1329  884]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 936  550 1019  447],[1329  881 1343  764]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[310 824 448 716],[1331  867 1343  765]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[874 613 971 497],[1322  943 1343  764]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[298 833 442 721],[1310 1039 1326  908]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[769 753 881 615],[1311 1037 1326  913]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 947  538 1054  402],[1311 1038 1326  910]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 990  482 1080  370],[1310 1039 1326  909]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1066  388],[1322  942 1345  748]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 978  498 1064  391],[1322  942 1342  772]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 984  489 1065  388],[1310 1040 1326  911]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 982  492 1065  389],[1328  894 1344  756]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 982  492 1065  389],[1311 1038 1326  913]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 932  554 1064  391],[1311 1038 1326  909]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 996  474 1085  363],[1331  867 1345  748]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 996  474 1079  371],[1327  897 1342  775]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 977  499 1064  391],[1329  877 1348  720]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 889  608 1000  471],[1327  897 1342  775]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1065  389],[1322  945 1343  766]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 977  489 1058  385],[1331  867 1349  704]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 915  576 1064  391],[1322  944 1339  799]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 932  554 1064  391],[1331  867 1346  732]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 977  499 1064  391],[1331  867 1343  765]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 983  491 1066  388],[1331  867 1343  766]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1066  388],[1327  896 1341  780]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 978  498 1063  393],[1331  867 1344  757]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 983  491 1065  389],[1331  867 1349  705]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 943  542 1025  438],[1327  896 1343  765]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 965  515 1063  393],[1331  867 1348  713]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[335 415 484 351],[1328  895 1346  730]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[335 415 484 351],[1337  817 1358  625]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[209 801 314 754],[1310 1040 1326  915]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 886  611 1043  418],[1329  877 1351  691]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 985  488 1074  378],[1331  865 1343  764]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 932  555 1074  379],[1310 1040 1326  911]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 990  482 1075  376],[1333  852 1353  670]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 933  553 1074  379],[1331  863 1348  720]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 894  602 1073  380],[1336  826 1355  652]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 979  496 1065  390],[1329  877 1355  660]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 978  498 1064  391],[1332  860 1351  687]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 975  493 1059  385],[1338  809 1355  653]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 949  534 1063  393],[1335  834 1353  670]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 977  499 1064  391],[1326  906 1347  728]
[-1014.89209769  1006.3101063    984.89209769  1035.6898937 ],[ 976  492 1059  385],[1338  810 1358  627]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 983  491 1064  390],[1331  865 1344  757]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 923  566 1055  402],[1332  861 1347  723]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 980  495 1063  392],[1312 1031 1326  910]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[734 950 752 848],[1337  817 1353  671]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[886 614 894 732],[1332  864 1351  687]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[889 590 896 690],[1338  809 1356  645]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 980  495 1064  391],[1335  835 1353  670]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 982  492 1063  392],[1338  808 1375  463]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 918  572 1064  392],[1332  861 1349  704]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[866 977 876 867],[1338  808 1356  645]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[866 975 873 871],[1332  852 1352  682]
[-1015.8769931   1004.31565501   983.8769931   1035.68434499],[730 979 750 851],[1338  808 1360  608]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[862 982 868 871],[1311 1037 1326  910]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[389 764 520 658],[1331  865 1344  757]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 982  492 1066  388],[1327  893 1347  726]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 981  494 1066  389],[1327  893 1344  754]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 979  497 1066  389],[1310 1039 1326  908]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 968  501 1061  382],[1327  893 1347  729]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 980  486 1061  382],[1338  806 1352  678]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[917 317 962 217],[1327  893 1347  727]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[908 320 960 208],[1337  816 1353  670]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[900 332 943 229],[1329  875 1350  702]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[706 999 712 887],[1366  549 1379  436]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[ 700 1024  703  910],[1310 1039 1326  909]
[-1014.89188605  1005.29570756   984.89188605  1034.70429244],[709 592 727 478],[1336  824 1353  670]
[-1014.89167378  1004.28128056   984.89167378  1033.71871944],[910 304 932 200],[1327  897 1343  764]
[-1014.89167378  1004.28128056   984.89167378  1033.71871944],[910 325 924 224],[1366  549 1382  417]
[-1014.89167378  1004.28128056   984.89167378  1033.71871944],[ 973  503 1065  389],[1329  877 1346  737]
[-1014.89167378  1004.28128056   984.89167378  1033.71871944],[ 973  495 1060  384],[1327  895 1346  737]
