0,1,2
[-1008.88248258   571.66960419   990.88248258   602.33039581],[350 513 460 356],[727 427 739 365]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[350 513 460 356],[692 595 724 440]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[300 584 340 527],[738 362 750 304]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[350 513 446 376],[698 569 726 428]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[351 512 460 356],[702 550 759 261]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[351 512 461 355],[698 569 726 428]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[298 588 337 532],[702 550 759 260]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[297 589 337 532],[738 362 749 309]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[348 515 451 369],[702 550 759 260]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[414 423 460 357],[693 597 720 458]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[296 590 460 356],[698 570 729 414]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[342 523 406 435],[698 570 730 410]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[353 510 411 427],[693 597 715 484]
[-1008.88327916   573.72164769   990.88327916   604.27835231],[352 511 460 357],[698 570 726 429]
[-1008.88367442   574.74753717   990.88367442   605.25246283],[297 589 460 356],[693 597 719 463]
[-1008.88367442   574.74753717   990.88367442   605.25246283],[352 511 460 357],[699 566 734 390]
[-1008.88367442   574.74753717   990.88367442   605.25246283],[350 513 460 356],[693 598 728 420]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[352 511 461 356],[720 462 740 362]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[296 590 338 531],[747 324 760 261]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[297 589 339 529],[698 570 730 409]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[296 590 339 529],[699 566 735 385]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 591 338 529],[693 597 720 458]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[355 507 459 359],[701 557 759 260]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[367 490 409 430],[699 566 754 288]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[350 513 459 358],[739 364 755 283]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[351 512 459 358],[693 596 715 483]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[352 511 459 359],[693 598 721 453]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[352 511 459 358],[745 333 759 264]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[352 511 459 359],[701 557 737 375]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[296 590 336 534],[695 586 731 405]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[461 329 511 265],[739 364 757 273]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[317 441 387 360],[699 566 734 389]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[335 420 423 318],[708 521 738 371]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[300 463 426 313],[699 566 735 385]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[352 511 408 431],[700 561 735 385]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[351 512 460 357],[693 596 710 508]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[457 335 496 284],[701 557 737 375]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[345 519 407 433],[693 596 714 488]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[345 519 407 433],[723 447 740 363]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[272 497 325 434],[701 557 736 380]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[416 420 460 357],[738 363 749 310]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[389 459 460 357],[701 557 756 278]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[274 494 328 430],[693 598 726 429]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[197 589 236 538],[693 598 726 429]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[348 516 440 385],[725 437 740 363]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[414 423 460 357],[745 334 760 261]
