0,1,2
[-1007.90777274   575.41890971   991.90777274   602.58109029],[353 510 460 357],[720 462 739 367]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[354 508 460 357],[709 517 740 361]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[395 450 460 358],[693 598 727 424]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[303 458 365 386],[702 553 756 278]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[354 508 460 357],[693 598 723 443]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[417 419 460 358],[693 598 719 463]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[279 488 430 309],[698 570 724 438]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[281 486 328 430],[739 362 750 306]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[279 489 328 430],[693 597 715 484]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[278 490 328 430],[693 597 726 428]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[473 340 537 253],[720 462 740 362]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[420 414 464 353],[693 597 715 484]
[-1007.90745882   574.39581689   991.90745882   601.60418311],[469 346 536 253],[739 362 753 291]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[394 451 438 390],[695 586 715 484]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[475 338 535 256],[742 348 755 282]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[177 295 218 392],[693 597 715 483]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[191 322 222 397],[700 561 736 380]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[192 323 222 398],[699 566 733 395]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[466 351 535 255],[741 349 752 296]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[295 592 336 534],[698 571 731 405]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[383 468 459 359],[700 561 736 380]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[295 591 339 529],[709 517 738 371]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[414 423 459 359],[708 521 736 380]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[414 423 459 359],[698 570 732 400]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[393 451 460 359],[742 348 757 273]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[414 423 459 359],[696 580 724 438]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[403 438 470 345],[742 348 757 273]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[402 440 459 359],[698 571 728 419]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[295 592 337 532],[695 585 724 438]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[476 337 535 256],[693 598 726 429]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[475 338 538 251],[743 343 758 270]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[295 592 336 533],[699 566 738 370]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[295 592 338 531],[749 313 760 261]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[421 413 468 348],[553  58 558 116]
[-1008.88288189   572.69567018   990.88288189   603.30432982],[422 413 469 345],[553  58 559 117]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[309 452 353 399],[742 348 757 273]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[310 451 355 397],[693 598 726 429]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[307 455 355 397],[700 561 735 385]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[ 93 554 175 474],[709 517 738 371]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[216 562 263 506],[709 517 740 361]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[305 457 360 391],[693 598 728 419]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[344 521 384 464],[708 521 738 371]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[295 592 338 531],[695 584 727 424]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[295 592 338 531],[693 597 715 484]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[469 347 536 255],[698 570 727 424]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[551 235 599 169],[697 575 715 484]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[215 564 262 507],[699 566 729 414]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[197 589 243 529],[706 531 737 376]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[218 560 261 508],[693 598 726 428]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[269 298 270 354],[742 347 753 292]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[215 564 259 511],[703 546 720 458]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 593 338 531],[698 571 729 415]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[215 564 257 513],[698 571 729 415]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[417 418 460 357],[699 566 727 424]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[294 593 338 531],[693 598 723 443]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[411 426 461 357],[695 586 731 403]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 592 338 531],[695 585 715 484]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[403 437 461 357],[704 539 736 384]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[398 445 455 364],[711 506 738 371]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[420 415 461 357],[720 461 740 361]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 593 338 531],[696 580 731 404]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 592 337 532],[693 598 726 428]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 592 338 531],[707 526 738 371]
[-1007.90808507   576.44192427   991.90808507   603.55807573],[295 593 338 531],[739 363 755 283]
[-1006.92962536   578.13642817   992.92962536   601.86357183],[295 591 339 528],[693 598 723 443]
[-1006.92962536   578.13642817   992.92962536   601.86357183],[295 593 338 531],[699 567 737 375]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[401 440 461 357],[695 586 725 434]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[383 466 453 367],[720 461 740 362]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[380 472 460 357],[720 461 740 362]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[295 593 338 531],[693 598 729 414]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[376 477 460 357],[719 466 740 362]
[-1007.90777274   575.41890971   991.90777274   602.58109029],[377 475 459 358],[702 552 737 375]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[367 489 405 436],[695 586 731 404]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[367 490 460 357],[699 567 737 375]
[-1006.92938621   577.11628913   992.92938621   600.88371087],[359 501 461 356],[693 596 715 483]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[344 521 405 436],[697 575 715 483]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[358 501 445 380],[742 347 757 273]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[348 516 450 371],[712 502 736 380]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[348 516 460 357],[693 596 715 483]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[351 512 461 356],[711 507 759 260]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[302 582 341 527],[712 502 759 260]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[420 415 470 344],[739 362 756 278]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[350 513 460 357],[739 362 757 273]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[347 516 407 433],[698 571 723 442]
[-1006.92914585   576.0960816    992.92914585   599.9039184 ],[296 591 338 531],[739 362 756 278]
