Frame,hx1,hy1,hx2,hy2,lx1,ly1,lx2,ly2,rx1,ry1,rx2,ry2
0,-1011.70484653,1022.79064425,988.16564539,1045.55059932,-28,1676,1676,28,961,2047,2047,-961
1,-1013.77742145,1019.87002586,986.04248774,1046.70900553,-32,1677,1677,32,957,2049,2049,-957
2,-1015.84578439,1016.94609415,983.91511812,1047.87072505,-30,1674,1674,30,955,2047,2047,-955
3,-1017.31240072,1014.50874931,982.40125036,1048.35123235,-27,1670,1670,27,953,2043,2043,-953
4,-1017.53336495,1013.06212854,982.17216798,1047.38095147,-25,1666,1666,25,951,2037,2037,-951
5,-1017.33403766,1011.99733776,982.37750059,1045.96443637,-26,1660,1660,26,948,2031,2031,-948
6,-1016.54745494,1011.60763151,983.18926736,1044.05823249,-23,1654,1654,23,945,2025,2025,-945
7,-1015.68523681,1011.06704346,984.0777584,1041.85605152,-22,1646,1646,22,942,2019,2019,-942
8,-1015.1264513,1010.279139,984.65267003,1040.00229338,-21,1642,1642,21,942,2013,2013,-942
9,-1015.05920302,1008.51569119,984.72110837,1038.15866983,-26,1635,1635,26,930,2012,2012,-930
10,-1015.40686408,1006.29343473,984.36226413,1036.68148887,-25,1630,1630,25,919,2010,2010,-919
11,-1015.30147826,1004.44273884,984.46994643,1034.67928942,-27,1625,1625,27,918,2004,2004,-918
12,-1015.61095043,1002.49028311,984.15029477,1033.39274609,-26,1620,1620,26,925,1995,1995,-925
13,-1015.17658961,1000.85595242,984.59693266,1030.95345471,-25,1613,1613,25,909,1997,1997,-909
14,-1015.07613971,999.52398645,984.69976101,1029.46303943,-24,1607,1607,24,908,1986,1986,-908
15,-1014.56069056,998.59890966,985.22978205,1027.54827321,-25,1600,1600,25,909,1976,1976,-909
16,-1014.27643273,997.87280547,985.52179435,1026.28144812,-26,1595,1595,26,907,1970,1970,-907
17,-1013.57669586,997.38052685,986.24051954,1024.41948016,-25,1590,1590,25,888,1973,1973,-888
18,-1012.68665308,996.79292671,987.15341341,1022.08538512,-25,1586,1586,25,893,1962,1962,-893
19,-1012.17975256,995.67576202,987.67243671,1019.99080013,-25,1581,1581,25,896,1956,1956,-896
20,-1012.0565383,994.02738097,987.79813344,1018.13737697,-22,1574,1574,22,892,1953,1953,-892
21,-1012.50127822,991.57192547,987.34177966,1016.62674169,-11,1564,1564,11,885,1950,1950,-885
22,-1011.79471024,990.38930379,988.06515644,1014.06447298,0,1555,1555,0,888,1945,1945,-888
23,-1012.17840325,988.98364488,987.67183662,1013.458491,-3,1550,1550,3,896,1937,1937,-896
24,-1012.56194721,987.71010559,987.27836777,1012.98290912,-15,1551,1551,15,903,1928,1928,-903
25,-1012.94534524,986.5688455,986.88475297,1012.63756779,-22,1551,1551,22,889,1927,1927,-889
26,-1012.94764289,985.17726969,986.88192127,1011.28692932,-30,1545,1545,30,874,1928,1928,-874
27,-1014.10188599,981.9534468,985.69486721,1010.46565286,-38,1537,1537,38,871,1923,1923,-871
28,-1014.87442128,978.34227928,984.8979888,1008.51358844,-38,1533,1533,38,892,1909,1909,-892
29,-1015.26387761,975.22097804,984.49504425,1006.27342458,-27,1528,1528,27,879,1907,1907,-879
30,-1014.72252582,972.83740847,985.05198143,1002.86939409,-25,1522,1522,25,874,1904,1904,-874
31,-1014.17861365,971.33204768,985.61148759,1000.30705425,-16,1517,1517,16,872,1897,1897,-872
32,-1015.67020806,966.9820265,984.07154172,999.12131991,-4,1519,1519,4,885,1887,1887,-885
33,-1018.72129403,960.01359839,980.90605192,998.62029887,-3,1516,1516,3,880,1883,1883,-880
34,-1021.76137269,953.02102465,977.7295548,998.14342346,-16,1509,1509,16,883,1878,1878,-883
35,-1024.40586129,947.09866141,974.94787951,997.93781136,-27,1501,1501,27,870,1879,1879,-870
36,-1027.04167816,941.15885962,972.15753248,997.74963781,-23,1499,1499,23,854,1885,1885,-854
37,-1027.66446978,938.98242604,971.49424817,996.98605037,-11,1495,1495,11,854,1875,1875,-854
38,-1026.80235289,939.9646803,972.40881645,996.13139986,-5,1490,1490,5,865,1864,1864,-865
39,-1025.55589021,941.35391181,973.72799476,994.8697721,-12,1486,1486,12,857,1867,1867,-857
40,-1025.61760128,940.97125569,973.6623021,994.63565669,-21,1484,1484,21,847,1870,1870,-847
41,-1026.10713034,938.4238111,973.14145443,993.2425695,-23,1480,1480,23,845,1866,1866,-845
42,-1026.59597303,935.50999641,972.61992038,991.50831348,-21,1474,1474,21,849,1857,1857,-849
43,-1026.67748668,933.29399933,972.53002749,989.59067117,-23,1469,1469,23,850,1852,1852,-850
44,-1027.14156347,930.47035932,972.03374194,987.89943087,-25,1465,1465,25,866,1836,1836,-866
45,-1027.22275395,928.07165283,971.94352587,985.81406032,-16,1465,1465,16,864,1835,1835,-864
46,-1026.60653735,927.60037945,972.59570777,984.08385603,-12,1462,1462,12,857,1835,1835,-857
47,-1025.93191416,927.55739799,973.30961432,982.63289876,-15,1457,1457,15,842,1842,1842,-842
48,-1025.66048739,926.54101338,973.59501958,981.10673359,-24,1452,1452,24,844,1836,1836,-844
49,-1025.61628496,924.97187183,973.6393008,979.53470566,-20,1449,1449,20,849,1827,1827,-849
50,-1026.49545986,921.55654921,972.70323523,978.16553745,-19,1445,1445,19,844,1824,1824,-844
51,-1027.64368044,918.37951555,971.47938333,977.59924115,-21,1422,1422,21,826,1832,1832,-826
52,-1028.84814223,915.13407437,970.19164138,977.10135239,-13,1516,1516,13,818,1834,1834,-818
53,-1029.99315021,912.52607695,968.96457687,977.08616783,-11,1544,1544,11,822,1827,1827,-822
54,-1030.95240229,910.36927814,967.93378665,977.10760055,-16,1507,1507,16,830,1816,1816,-830
55,-1031.03508378,909.76848734,967.84383174,976.72430189,-28,1407,1407,28,833,1809,1809,-833
56,-1031.15907671,908.86709047,967.70887008,976.14956456,-24,1424,1424,24,835,1805,1805,-835
57,-1030.38945683,909.7374024,968.53471597,975.3281899,-22,1421,1421,22,829,1804,1804,-829
58,-1028.72360105,912.37754271,970.31874635,974.26205832,-22,1417,1417,22,826,1802,1802,-826
59,-1026.9891894,915.4538796,972.1690758,973.47310639,-19,1415,1415,19,821,1802,1802,-821
60,-1025.18569462,918.9639587,974.08517707,972.96378846,-19,1413,1413,19,813,1804,1804,-813
61,-1023.312587,922.90516068,976.06652045,972.73672388,-20,1412,1412,20,809,1803,1803,-809
62,-1022.31535091,925.22032136,977.11785173,972.83196062,-19,1412,1412,19,813,1799,1799,-813
63,-1022.22096767,925.7762302,977.21761548,973.16137775,-17,1409,1409,17,819,1791,1791,-819
64,-1022.15017019,926.19309316,977.29242825,973.40850927,-19,1407,1407,19,820,1786,1786,-820
65,-1023.96304241,923.14190882,975.3817587,974.33142248,-22,1404,1404,22,815,1785,1785,-815
66,-1025.79532077,919.94709918,973.44195854,975.17662951,-20,1402,1402,20,813,1784,1784,-813
67,-1024.36666193,923.49404018,974.95670236,975.51408438,-21,1400,1400,21,812,1783,1783,-812
68,-1022.93527019,927.03462951,976.46871329,975.85789093,-20,1400,1400,20,810,1782,1782,-810
69,-1024.62616409,925.57426952,974.68593533,978.02547616,-22,1399,1399,22,809,1780,1780,-809
70,-1024.45861696,927.44016077,974.86533161,979.43774426,-25,1399,1399,25,810,1776,1776,-810
71,-1021.24261167,936.24337766,978.25488683,981.07365193,-29,1400,1400,29,812,1772,1772,-812
72,-1021.12298306,939.49938231,978.38344945,983.92939875,-23,1402,1402,23,816,1769,1769,-816
73,-1021.0032865,942.75412181,978.51194414,986.78641074,-20,1403,1403,20,818,1765,1765,-818
74,-1017.74253726,951.45294208,981.91646066,988.38385125,-20,1403,1403,20,819,1763,1763,-819
75,-1016.19632925,957.31101909,983.5224415,990.84962225,-22,1403,1403,22,819,1761,1761,-819
76,-1016.56180601,958.94251661,983.14522804,993.17375931,-18,1406,1406,18,819,1760,1760,-819
77,-1015.96569912,961.91349757,983.7635203,994.82320778,-20,1407,1407,20,819,1760,1760,-819
78,-1015.8562448,965.60928428,983.87864962,998.17233122,-21,1408,1408,21,819,1758,1758,-819
79,-1015.66395034,969.28165822,984.07920679,1001.33326508,-19,1409,1409,19,820,1757,1757,-820
80,-1013.82498932,977.63624858,985.97790632,1005.7143291,-18,1410,1410,18,820,1756,1756,-820
81,-1014.29563928,982.21436455,985.49564176,1011.107829,-19,1412,1412,19,817,1757,1757,-817
82,-1016.05958882,984.05154674,983.67845192,1016.42079765,-21,1415,1415,21,814,1758,1758,-814
83,-1017.20460951,986.62216102,982.49663557,1021.18992715,-13,1419,1419,13,815,1758,1758,-815
84,-1018.91018898,988.8588019,980.73111412,1026.73569389,-8,1422,1422,8,817,1757,1757,-817
85,-1021.0082805,989.33568644,978.55037682,1031.34968336,-9,1424,1424,9,819,1756,1756,-819
86,-1020.54004085,994.04996631,979.04178142,1034.94661733,-18,1426,1426,18,820,1755,1755,-820
87,-1020.1670374,998.67864643,979.43333821,1038.65786428,-10,1431,1431,10,821,1753,1753,-821
88,-1019.69788044,1002.88678009,979.92382551,1041.78450616,-6,1431,1431,6,817,1755,1755,-817
89,-1018.97477992,1007.06695844,980.67679428,1044.39766663,-11,1430,1430,11,806,1762,1762,-806
90,-1017.11399573,1012.67273501,982.60512802,1046.19028428,-20,1428,1428,20,803,1764,1764,-803
91,-1016.75373045,1015.5389007,982.97849303,1048.26556247,-19,1431,1431,19,807,1760,1760,-807
