frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,1034.0,696.0,57.0,0.14070631448797402,0.4738748529889362,-0.8692780664251948,0.5113602049406948
77,1059.0,668.0,55.0,0.14927938538736396,0.4677942726956886,-0.8711395890048176,0.5113602049406948
78,1077.0,641.0,53.0,0.1579309794235064,0.4619786422152541,-0.8727161851800861,0.5113602049406948
79,1094.0,616.0,52.0,0.16667599717191436,0.45645431035751644,-0.8739957520050038,0.5113602049406948
80,1110.0,594.0,50.0,0.1755309093239999,0.4512452397125759,-0.8749666470835501,0.5113602049406948
81,1129.0,572.0,49.0,0.18451370249736232,0.4463717172008286,-0.8756180581017607,0.5113602049406948
82,1143.0,552.0,47.0,0.1936439596586965,0.44184876612496615,-0.8759404573151911,0.5113602049406948
83,1155.0,534.0,46.0,0.20294257032030233,0.4376851954550321,-0.8759257861435976,0.5113602049406948
84,1168.0,516.0,44.0,0.21243176394505722,0.4338821720928995,-0.8755678194218532,0.5113602049406948
85,1179.0,500.0,43.0,0.2221350851338092,0.43043213078526427,-0.8748623804577795,0.5113602049406948
86,1194.0,484.0,42.0,0.23207741598773554,0.42731793268192353,-0.8738074486961659,0.5113602049406948
87,1204.0,469.0,41.0,0.24228376499090523,0.4245119946521275,-0.8724036586456432,0.5113602049406948
88,1214.0,455.0,40.0,0.25278120974806073,0.42197671734073094,-0.8706533810998771,0.5113602049406948
89,1223.0,442.0,39.0,0.26359821091745333,0.4196645182297293,-0.8685606918000187,0.5123059028523617
