frame,x,y,radius,axis_x,axis_y,axis_z,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,974.0,819.0,63.0,-0.06835888624295462,0.5325732038457598,-0.8436188980914816,0.12309734665665215
71,993.0,799.0,62.0,-0.07019768656970869,0.5287417419475888,-0.8458749642367306,0.12309734665665215
72,1006.0,778.0,61.0,-0.07206089090315775,0.5249102800494179,-0.8481016601214061,0.12309734665665215
73,1022.0,762.0,60.0,-0.07394849924330184,0.5210788181512471,-0.8502990560583747,0.12309734665665215
74,1033.0,745.0,59.0,-0.0758605115901409,0.517247356253076,-0.8524672165136238,0.12309734665665215
75,1044.0,728.0,58.0,-0.07779692794367496,0.5134158943549052,-0.8546062002035087,0.12309734665665215
76,1059.0,712.0,58.0,-0.07975774830390402,0.5095844324567342,-0.8567160601875274,0.12309734665665215
77,1068.0,698.0,57.0,-0.08174297267082811,0.5057529705585633,-0.8587968439567797,0.12309734665665215
78,1077.0,684.0,56.0,-0.08375260104444715,0.5019215086603923,-0.8608485935182594,0.12309734665665215
79,1086.0,671.0,55.0,-0.08578663342476123,0.49809004676222135,-0.8628713454751258,0.12309734665665215
80,1099.0,659.0,54.0,-0.08784506981177032,0.49425858486405044,-0.8648651311030822,0.12309734665665215
81,1107.0,646.0,53.0,-0.0755941640033634,0.5023661168060045,-0.8613441861729192,0.12309734665665215
82,1114.0,635.0,52.0,-0.08425675246982857,0.5146817512212593,-0.8532312081863015,0.12309734665665215
83,1126.0,623.0,52.0,-0.0937447312479536,0.526860164750462,-0.8447664127806959,0.12140844247435323
