frame,x,y,radius,axis_x,axis_y,axis_z,angle
63,1065.0,690.0,77.0,0.5752414226722566,0.7922698925101822,-0.20348396267004057,0.33960782916893817
64,1074.0,688.0,76.0,0.6256210021816867,0.7800022817407704,0.013957152588323245,0.43296314753453835
65,1076.0,686.0,75.0,0.93510165697798,0.16998437514026535,-0.3109504837192087,0.44894820155676013
66,1085.0,683.0,75.0,0.3884940093965689,-0.8902534013612015,-0.23774205775964413,0.24528082501098325
67,1094.0,680.0,74.0,0.0586072328008417,-0.2248721853228743,-0.9726241270560498,0.2922283575937887
68,1097.0,675.0,74.0,0.4009494395807797,0.33232723805713166,-0.8536967574877963,0.8103616953326226
69,1106.0,672.0,73.0,0.6704439638029854,0.6130239887989666,-0.4179790432032993,0.2527929113577939
70,1114.0,669.0,72.0,0.4992297482943591,0.8297381474756492,-0.24960822310498637,0.46300420648763696
71,1123.0,664.0,72.0,0.43239737926420174,0.32416101627374827,0.8413989196176929,0.22842879410040126
72,1125.0,662.0,71.0,-0.19048471584964005,-0.6032391499924377,0.7744792450053669,0.19005656464882845
73,1133.0,658.0,71.0,0.41700045016517645,-0.7667420936578027,-0.4880749802799664,0.22065718078574345
74,1141.0,654.0,70.0,0.4905594324978665,0.32576399404710066,-0.8082259977072328,0.33237980791273564
75,1141.0,654.0,69.0,0.5126759000300194,0.3902572343061513,-0.7647631741919345,0.7299746252659677
76,1149.0,651.0,69.0,0.6095096510841286,0.7920216606869266,-0.0346363138631501,0.22158441169589857
77,1156.0,650.0,68.0,0.36027557266116517,0.8816651221510479,0.30474271792127744,0.2537004203343191
78,1157.0,648.0,68.0,0.8449798885360796,0.48578492389510036,-0.22365597619063476,0.2964363186827601
79,1164.0,646.0,67.0,0.3744070888805048,-0.41350355316229276,-0.8299603263519195,0.1491693964904762
80,1171.0,643.0,67.0,0.5028329687820015,0.28991299139241644,-0.8143153338405089,0.18897100466733732
81,1172.0,641.0,66.0,0.2837630492733251,0.16632732661181587,-0.9443589107374752,0.43501923598968295
82,1178.0,638.0,66.0,0.5226800357178779,0.22559550272968912,-0.8221388261176434,0.544784085291551
83,1185.0,635.0,65.0,0.4963875121990661,0.8385213807121863,0.22468051055076135,0.5260748445543336
84,1186.0,632.0,65.0,0.7896474767804745,0.4605392553040077,-0.40541393259021075,0.2687105453836054
85,1190.0,631.0,64.0,0.8201660275502863,-0.5193013152176569,-0.24011212227956122,0.2894661556625916
86,1195.0,630.0,64.0,0.46569819653690936,0.33142924120298767,-0.8205363171840001,0.243575781371718
87,1194.0,629.0,64.0,0.6505732552691532,-0.07919677006425231,-0.7553027943413735,0.27759124426846127
88,1198.0,628.0,63.0,0.38090885838651184,0.4457433369649158,-0.8100748849051338,0.6106518304555565
89,1202.0,628.0,63.0,0.5041217973722985,0.8416625215442212,0.19355984408432123,0.4498166053993194
90,1201.0,625.0,62.0,0.8208341588539756,0.5653490426479987,0.08131262900360416,0.40022541852949267
91,1205.0,623.0,62.0,0.43142249780238134,-0.8650332238309639,0.25610964460278285,0.14599794503430108
92,1210.0,621.0,61.0,-0.04211340165684695,0.3255476275390396,-0.9445873192059016,0.42866946934343964
93,1209.0,617.0,61.0,0.7632848394474773,0.49202713442599955,-0.41869505951011443,0.32419433445108814
94,1213.0,614.0,61.0,-0.13696929451710557,0.6593798177074931,-0.739227751345632,0.22220716908934035
95,1217.0,613.0,60.0,0.23335541955294103,0.8277752204455969,-0.5102288041472318,0.4594458562530555
96,1216.0,610.0,60.0,0.9129465011416567,0.21035753484049624,-0.34968327610716055,0.28593145343526283
97,1221.0,609.0,60.0,0.7890003132371368,0.05057986576523476,0.6123072618309137,0.19441850757890264
98,1225.0,607.0,59.0,0.6022365656681871,-0.6521984781076471,-0.4603783923320647,0.14059843775034195
99,1225.0,605.0,59.0,0.4619300379547623,0.13582159324106255,-0.8764548675457119,0.1696376541060567
100,1230.0,605.0,58.0,0.31208109553772345,0.9226728227580429,0.2264514339801794,0.4587284296984879
101,1229.0,602.0,58.0,0.5550702820878449,0.4277446241387717,-0.7133943639133274,0.31451929827465214
102,1233.0,599.0,58.0,0.7634696245978024,0.5457621609345497,0.34533722071120737,0.16005187771211882
103,1238.0,599.0,57.0,0.743133156382628,0.618439885175641,0.2555097264464363,0.4188321118661085
104,1237.0,595.0,57.0,0.9033039542451652,0.07638422638960943,-0.42214620240375184,0.21687429770421304
105,1241.0,592.0,57.0,0.6669861962649327,-0.6457283079454789,-0.3717046762012897,0.30913618289368683
106,1247.0,590.0,56.0,-0.5792371707299482,0.49174553772469115,-0.6501312376533058,0.5907845491854035
107,1246.0,588.0,56.0,0.718051456060258,0.5411448123430697,-0.4376807038514805,0.4036254002983139
108,1250.0,584.0,56.0,0.08265458907098754,0.474867349264625,-0.8761673467482652,0.6905548696616167
109,1255.0,583.0,56.0,0.8002807799015028,0.4633163546780593,-0.38064238966262964,0.39483448506490343
110,1255.0,582.0,55.0,0.9980474441648831,-0.03239331111298695,-0.05340386307264586,0.48480059791919494
111,1260.0,580.0,55.0,0.9011577008595192,0.32298944041927463,-0.2891238827202434,0.417219867783068
112,1259.0,578.0,55.0,0.724321571966026,0.3337625957646349,-0.603291629357741,0.7358516092351741
113,1264.0,576.0,54.0,-0.16684724613771876,0.23594448150260008,0.9573359901856445,1.0176855605793076
114,1264.0,573.0,54.0,0.21103471542827784,0.6893949397344399,-0.6929638994584448,0.4483501286926009
115,1264.0,569.0,54.0,-0.1159167179057145,0.40447717731469107,-0.9071722700466032,1.0314765305858675
116,1263.0,564.0,54.0,0.9960185534059198,-0.03893947192790347,0.08019201205329003,0.24720177347220154
117,1268.0,560.0,53.0,0.8637191007428486,0.43118973513407977,-0.26089217567218664,0.2562005378683321
118,1267.0,555.0,53.0,0.5714153732177603,0.22431856613426607,-0.789408419094878,0.8249041590729496
119,1267.0,551.0,53.0,0.7765238599671277,0.6224125321614424,0.09804761450506617,0.4561684646345752
120,1272.0,549.0,52.0,0.7056616629657646,0.7041162561340114,0.0791322643945875,0.46758128589226455
121,1271.0,546.0,52.0,0.3106216722911056,0.8200967036021776,-0.4805783738828861,0.4025250147398502
122,1270.0,542.0,52.0,0.6578885051426532,0.450377323812686,-0.6036083009671821,0.17689160375192248
123,1275.0,541.0,52.0,0.29791453352675035,0.8365803597088709,0.45976106018552165,0.31968660971314145
124,1275.0,535.0,52.0,0.8919325534236846,0.0931397801224608,-0.442471808708584,0.5854044721284527
125,1279.0,532.0,51.0,0.4376718038053272,0.48866587618942703,-0.7547509878110864,0.49963805344024065
126,1279.0,527.0,51.0,0.17971431166859558,0.8866578012068257,-0.42607594363042856,0.657344540285126
127,1285.0,521.0,51.0,0.6527929281771435,0.7054565509704871,-0.27602979479529943,0.40917264343967735
128,1284.0,515.0,51.0,0.587376830089212,0.2953740262353077,-0.7534869900004199,0.452664606645188
129,1289.0,515.0,50.0,0.034949239569855364,0.2824948068390474,0.9586319600151344,0.8449719713228152
130,1288.0,512.0,50.0,0.8058945097309959,0.30937528311222257,-0.5047979530313786,0.4080157029967393
131,1288.0,510.0,50.0,0.5289457546925915,0.11265206189905637,-0.8411455887910105,0.8315922237107506
132,1293.0,508.0,50.0,0.6185706467697462,0.4985707058416392,-0.6072870871601237,0.6866504343440291
133,1293.0,507.0,50.0,0.9925902172450005,0.08031631158534057,-0.09118086818433603,0.6447833393643405
134,1298.0,506.0,49.0,0.9374364548102938,0.18260631087453005,-0.2964250806215671,0.7149921994465446
135,1299.0,505.0,49.0,0.4063167433169955,0.10439020145531676,-0.9077496295457185,0.5542385725225983
136,1304.0,503.0,49.0,-0.06008355919260061,0.1870923708458046,0.9805031415992737,0.5950012215832641
137,1304.0,502.0,49.0,0.7359670326113765,-0.1854948434901442,-0.6511099676304856,0.33912500318002303
138,1309.0,498.0,49.0,0.7995278381639617,0.3134610434958926,-0.5123450109167924,0.4514875391026161
139,1309.0,498.0,48.0,0.6470480950160032,0.6676362579574595,-0.3682262752666107,0.9437615231914931
140,1309.0,494.0,48.0,0.8540562593976335,-0.007290047213785761,-0.520129561739518,0.6654592296520417
141,1313.0,489.0,48.0,0.9230378029019988,0.04494016491318055,-0.3820753799859747,0.5520925686360955
142,1314.0,488.0,48.0,-0.5790573311277175,0.3121857614861265,0.7531484963754308,0.1659981083238618
143,1318.0,485.0,48.0,0.24754405909066896,0.14467145247677507,-0.9580146708934971,0.15465743220404096
144,1318.0,482.0,48.0,0.8258340801673949,-0.08796803109526871,-0.5570096027352621,0.5317195775231106
145,1323.0,479.0,47.0,0.7773120720932997,0.2639496626637313,-0.571066124155271,0.4493677996963023
146,1323.0,478.0,47.0,0.3000185088621326,0.7263138067803078,-0.6184311994235417,0.6837975492940375
147,1322.0,473.0,47.0,0.847110694626171,0.35867900289152205,-0.3921133049702721,0.4791295645787093
148,1322.0,471.0,47.0,0.9317226290293236,-0.3041724887640712,-0.19842388876785075,0.4238675908131115
149,1327.0,471.0,47.0,0.19853583145806794,-0.5723042743802139,0.7956452357385108,0.38959643697622376
150,1327.0,469.0,47.0,0.026352966660773015,-0.517259357254637,0.8554228653015397,0.13785231280103963
151,1326.0,468.0,47.0,0.8966855197770878,0.08732142501849093,-0.4339700996092172,0.7491745255716574
152,1327.0,469.0,46.0,0.8959259897097245,0.226396195563537,-0.3821797791576727,0.5328611740116673
153,1327.0,471.0,46.0,0.8933496551983966,0.4141848987560767,0.17429074329787092,0.6518426716494156
154,1328.0,471.0,46.0,0.8533258945218657,0.49919852180305085,0.15045183138834373,0.9756627678999186
155,1323.0,471.0,46.0,0.9941204696876428,-0.000553421836602944,0.10827827793371733,0.4080534326088457
156,1319.0,472.0,46.0,0.6026957848928259,-0.7845153633653056,0.14592270390937495,0.22775891568795062
157,1320.0,469.0,46.0,0.6388811034583789,0.18754916981421124,-0.7460939917636412,0.4134318329157127
158,1320.0,464.0,46.0,0.9131174735660147,0.23699309764548207,-0.3317389804301227,0.5501426455274202
159,1319.0,463.0,45.0,0.8026107227096384,0.5964905538801623,-0.0038790363815163265,0.9703681702426251
160,1315.0,462.0,45.0,0.8402267983251501,0.4750375168280107,0.2614541737707491,0.4770637723610836
161,1315.0,462.0,45.0,0.6032879675478494,0.6560023321622247,0.45354665516317855,0.5930424315347153
162,1311.0,459.0,45.0,0.6711358869867493,-0.7030503177991216,0.23515286908958435,0.32378443370151944
163,1311.0,458.0,45.0,0.4666722800808639,0.1350358167382954,-0.8740608166494762,0.11822093262715623
164,1306.0,456.0,45.0,0.865188124217575,0.05493931479222514,-0.4984287124584966,0.2774808076697321
165,1303.0,455.0,45.0,0.858355936499955,0.4601844671728833,-0.22683770067626435,0.5961872859447143
166,1302.0,455.0,45.0,0.8613689131714564,0.4805683398420567,0.1646136876546833,0.5599602816396052
167,1299.0,454.0,44.0,0.7090321605021742,0.6376995895871275,0.30101931634702156,0.4431868552728247
168,1295.0,455.0,44.0,0.5277991125580763,0.7813874347725126,0.3329591169536275,0.3431574051713611
169,1290.0,454.0,44.0,0.10216643153787287,-0.18559791488606397,0.9773000738037231,0.33855626479544193
170,1286.0,452.0,44.0,0.31600886054391614,-0.7847023403363217,0.53327351061949,0.031365965962679314
171,1283.0,451.0,44.0,0.8931454624801434,0.08398424090265501,-0.44185725085273375,0.6597461685176181
172,1280.0,454.0,44.0,0.7296252187660257,0.41087809857716356,-0.5466500052595297,0.36650021994603915
173,1276.0,454.0,44.0,0.38747166363646196,0.7678043730162567,-0.5102373512943809,0.22941293742046698
174,1272.0,455.0,44.0,0.49610957729411503,0.8662847495482104,-0.058532213500335634,0.6152623751995873
175,1268.0,454.0,44.0,0.798127947011365,0.28526645563305,0.5306739389587366,0.20205160378468787
176,1264.0,454.0,44.0,0.22363312818945147,-0.9732482377714309,0.0526886292382403,0.3557599700823923
177,1261.0,454.0,43.0,0.6343465893570369,0.2593739894989583,-0.7282372814835073,0.49704979028427426
178,1257.0,454.0,43.0,0.7485267920881948,0.4754750264512129,0.46220248890218524,0.6611281530916191
179,1253.0,454.0,43.0,0.8618215120477901,0.38497756258098675,-0.3302362149747711,0.40588314067066716
180,1250.0,452.0,43.0,0.22682811139348238,0.9649164407827358,-0.13223188038004782,0.3502471399632741
181,1242.0,451.0,43.0,-0.8087437335527936,0.39434952992055167,-0.4363737179190879,0.5557561639882002
182,1239.0,450.0,43.0,-0.8550178063356683,-0.25029691714831176,0.454198199154282,0.6338353598883336
183,1236.0,450.0,43.0,0.9774769093394403,-0.19017358020723762,-0.09150355785092168,0.5081851133917948
184,1232.0,450.0,43.0,0.9957661590705082,0.013301617815287202,0.09095506260491118,1.2396239430167202
185,1228.0,449.0,43.0,0.3467494265015719,0.9201490650812016,0.1819080351469433,0.33856966816630657
186,1221.0,451.0,43.0,0.061809880106478685,0.7937813416492471,0.6050543119181483,0.2992500607811816
187,1218.0,453.0,43.0,,,,
188,,,,,,,
189,,,,,,,
190,,,,,,,
191,,,,,,,
192,,,,,,,
193,,,,,,,
194,,,,,,,
195,,,,,,,
196,,,,,,,
197,,,,,,,
198,,,,,,,
199,,,,,,,
200,,,,,,,
201,,,,,,,
202,,,,,,,
203,,,,,,,
204,,,,,,,
205,,,,,,,
206,,,,,,,
207,,,,,,,
208,,,,,,,
209,,,,,,,
210,,,,,,,
211,,,,,,,
212,,,,,,,
213,,,,,,,
214,,,,,,,
215,,,,,,,
216,,,,,,,
217,,,,,,,
218,,,,,,,
219,,,,,,,
220,,,,,,,
221,,,,,,,
222,,,,,,,
223,,,,,,,
