frame,x,y,radius,axis_x,axis_y,axis_z,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,1034.0,696.0,57.0,0.5569045479721116,-0.5438696394615452,-0.6277444860131762,0.1379971913383989
77,1059.0,668.0,55.0,-0.7063092193723842,0.5047166081153912,0.4963752936257686,0.07726780548867503
78,1077.0,641.0,53.0,-0.8634339188346821,-0.3414077450276408,0.3713793470845207,0.28680999862937234
79,1094.0,616.0,52.0,-0.22517926043969622,-0.24139461463703962,-0.9439401149925065,0.24042352208416942
80,1110.0,594.0,50.0,0.7099934419008505,0.08156281379573532,-0.6994689556109736,0.4020539988013059
81,1129.0,572.0,49.0,0.12007027230844612,-0.1396316417884494,-0.9828968075638651,0.13778865549941352
82,1143.0,552.0,47.0,-0.4341418288126282,-0.8842541821296117,0.17209129513580346,0.6625485670399384
83,1155.0,534.0,46.0,-0.3404210269046118,-0.07496197883210755,-0.937280228197941,0.9925087288160485
84,1168.0,516.0,44.0,0.07513183240504612,0.996009589487422,0.048167472515767376,0.11254616032363862
85,1179.0,500.0,43.0,0.9755756647728414,-0.10131575168226953,0.19490315739896377,0.3134237699296818
86,1194.0,484.0,42.0,-0.9938383605687707,-0.04495627645608684,0.10131261653506793,0.016616487721526626
87,1204.0,469.0,41.0,-0.5327648121337353,-0.5784297257414261,0.617722192681147,0.3097091571554702
88,1214.0,455.0,40.0,-0.12326474161480483,-0.5393070860441167,-0.8330388168730429,0.3893169869745717
