frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,890.0,844.0,66.0,0.9371289526120762,0.3220188244737117,0.1345109767296405,0.1866200044855119
38,897.0,837.0,65.0,-0.8327872333990508,-0.2144086736967808,-0.5103864658581202,0.6550979681732859
39,901.0,829.0,64.0,0.1969741542903041,0.3689047032541546,-0.9083559337938976,0.2470467314677066
40,909.0,822.0,63.0,0.2074850475002781,0.9711021541481382,0.1179430424936258,0.4037006217878473
41,911.0,813.0,63.0,0.4578783186201063,0.5060480913985413,-0.7309328112278979,0.7990829809931159
42,919.0,805.0,62.0,0.6988190848628435,0.1163187833634643,-0.7057774629926218,0.3075751690296933
43,923.0,796.0,62.0,0.7582333955053779,0.6514632016095557,0.0260348783176104,0.3386552376802463
44,931.0,788.0,61.0,0.3437317527667242,-0.0538685155259394,-0.9375215545121868,0.4592685538690793
45,941.0,780.0,60.0,0.3927351123878508,0.3855823910562223,-0.8349163737794754,0.7386408568759718
46,944.0,771.0,60.0,-0.1285509266333027,-0.1858231155122919,-0.9741377874833852,0.3426632318529748
47,953.0,763.0,59.0,-0.2956570017740638,0.8929923426394125,-0.3393399671263985,0.1169694188799268
48,960.0,756.0,59.0,0.3117314404434176,0.9500961520081052,0.0118663801752558,0.335388637101957
49,961.0,749.0,58.0,0.9746593751287236,0.1178653344079458,-0.1901232900477727,0.378673858991817
50,968.0,743.0,57.0,0.53676087256557,0.1622736265994001,-0.8279825093520553,0.3330310867712214
51,974.0,736.0,57.0,0.6062655623813972,0.79525832231682,-0.0025037284607416,0.3866538214678554
52,974.0,731.0,56.0,-0.7095829105983471,-0.1484748215839508,-0.6888013649394084,0.3140021583406178
53,981.0,723.0,56.0,0.5072446347806345,0.3994307593670196,-0.7636477911692974,0.6443904090620509
54,988.0,717.0,55.0,-0.2307323415677005,0.9726323560720472,-0.027365790257625,0.2403514023356946
55,995.0,710.0,55.0,-0.3895064170375763,0.7810171817465347,0.488156647914632,0.3122748600721547
56,1002.0,704.0,54.0,-0.287656103797601,0.3358203756366483,-0.8969273333192852,0.3793369331299864
57,1004.0,697.0,54.0,0.5768856286402613,-0.1005706445372682,-0.8106099659674122,0.3145507036823937
