frame,x,y,radius,axis_x,axis_y,axis_z,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,890.0,844.0,66.0,0.8376686413424533,-0.12102940658105295,0.5326003474033101,0.1875927409119524
38,897.0,837.0,65.0,-0.7574014051359188,-0.3430477606556482,0.5555729883708178,0.08074805961288983
39,901.0,829.0,64.0,0.6910449900514688,0.24165224825023573,-0.6812202379850234,0.057808039203788346
40,909.0,822.0,63.0,0.2850273398679247,0.9482348146255141,0.14003625194902705,0.26710730651200737
41,911.0,813.0,63.0,0.8502128500167507,-0.11173425070787232,-0.5144449114192349,0.33106134507456164
42,919.0,805.0,62.0,0.5173873472875521,0.06890964624390734,-0.8529723286961245,0.19231550300280542
43,923.0,796.0,62.0,0.6016289366090731,0.2035934037599012,-0.7723939076534031,0.22553070583092047
44,931.0,788.0,61.0,0.310747256871962,-0.672512261901878,-0.6716869806227977,0.1019300275094292
45,941.0,780.0,60.0,0.43147658588613835,-0.09700821199983224,0.8968931723659387,0.2878924698268129
46,944.0,771.0,60.0,-0.18582834125699207,-0.2875034612617815,-0.9395794736732865,0.08671801492297025
47,953.0,763.0,59.0,0.6808135161696653,0.6849058333468573,-0.25960923644613204,0.07117616470065617
48,960.0,756.0,59.0,0.781527312407734,0.6220277027197754,-0.04792282347590796,0.19124302062967477
49,961.0,749.0,58.0,0.9789588825071281,-0.17711103472637085,-0.10134686842004051,0.239862490962622
50,968.0,743.0,57.0,0.33020424974400325,-0.06137136090363993,-0.9419122621092875,0.24843292482597357
51,974.0,736.0,57.0,0.4206113447437061,0.5940000456436572,-0.6857477979900661,0.26119759255376707
52,974.0,731.0,56.0,-0.022751726637058038,-0.24772740315734676,-0.9685625909872578,0.10835466345530399
53,981.0,723.0,56.0,0.7018804080602007,0.32968416176314347,-0.6314049780163121,0.23035057449153173
54,988.0,717.0,55.0,0.32838789599807655,0.218830605901612,-0.9188441411266057,0.10223008345250469
55,995.0,710.0,55.0,0.9482291655970553,0.27090353601290695,0.1657489779359612,0.07877222932874883
56,1002.0,704.0,54.0,0.9097408025875625,0.14261212901801773,-0.38991467369706134,0.07022658041077616
57,1004.0,697.0,54.0,0.7997856136997153,-0.01484627048771635,-0.6001021249517244,0.2316933863430993
