frame,x,y,radius,axis_x,axis_y,axis_z,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,1034.0,696.0,57.0,-0.030342996597915145,-0.34703957679246317,0.9373595013105521,0.35579620201236556
77,1059.0,668.0,55.0,-0.030425504965250618,-0.34144216426355245,0.9394102070504827,0.35579620201236556
78,1077.0,641.0,53.0,-0.030508013332586098,-0.3358447517346418,0.9414231587627295,0.35579620201236556
79,1094.0,616.0,52.0,-0.03059052169992157,-0.33024733920573107,0.9433985981172864,0.35579620201236556
80,1110.0,594.0,50.0,-0.024092778842123255,-0.320665240059174,0.9468861292813708,0.35579620201236556
81,1129.0,572.0,49.0,-0.0153965465939714,-0.3077129013689369,0.951354674495317,0.35579620201236556
82,1143.0,552.0,47.0,-0.0025100996891500023,-0.2957047014279777,0.9552761009011693,0.35579620201236556
83,1155.0,534.0,46.0,0.014010151027105832,-0.2844631524324934,0.9585845975063264,0.35579620201236556
84,1168.0,516.0,44.0,0.0336585536763123,-0.27384315919836477,0.9611852193644459,0.35579620201236556
85,1179.0,500.0,43.0,0.055959809631890935,-0.2637272094632408,0.9629727196004538,0.35579620201236556
86,1194.0,484.0,42.0,0.08046142499588183,-0.2540213716565017,0.9638459948712665,0.35579620201236556
87,1204.0,469.0,41.0,0.10673494071958702,-0.24465185842862755,0.9637183824110678,0.35579620201236556
88,1214.0,455.0,40.0,0.13438168378078952,-0.23556195196758942,0.9625238333929498,0.35579620201236556
