frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,974.0,819.0,63.0,-0.8467975588627122,-0.3562328141968048,-0.3950089573586606,0.2312833066565363
71,993.0,799.0,62.0,-0.3660763543495197,0.2905179396872567,0.8840743348305257,0.1237598589794627
72,1006.0,778.0,61.0,0.5431167180279716,-0.3223882635384829,0.7752999665491845,0.2942340188174623
73,1022.0,762.0,60.0,-0.99521921814675,0.0782713326859329,-0.0584149493789036,0.4814331096538701
74,1033.0,745.0,59.0,0.9274529198682856,0.3180153181650805,-0.196716391894916,0.2960725823573372
75,1044.0,728.0,58.0,0.6492577084563976,-0.5130453018536656,-0.561470343166786,0.3637524306811169
76,1059.0,712.0,58.0,0.3985751947598719,-0.5924447455386809,0.7001050189833934,0.7159975360043525
77,1068.0,698.0,57.0,0.1904775916304603,-0.3123505707660511,-0.9306747058069116,0.3168026338551828
78,1077.0,684.0,56.0,-0.5933149082456861,-0.4867368189651091,-0.6411432669202255,0.3221480797923484
79,1086.0,671.0,55.0,-0.4208811293255224,-0.6343346393342884,-0.6484432437139823,0.1364432596618506
80,1099.0,659.0,54.0,-0.947916070962585,0.2143745469688178,-0.2355815697858589,0.141970457777387
81,1107.0,646.0,53.0,-0.9897549608480298,-0.142463096884313,-0.0094542848934062,0.0303625932029114
82,1114.0,635.0,52.0,-0.8806853093369149,-0.4579333256762585,-0.1212041878534908,0.132417009548324
83,1126.0,623.0,52.0,-0.0574362304449622,0.9094262994434708,0.4118796976215603,0.3226104327671933
