frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,974.0,819.0,63.0,0.0277532811006211,0.40947902889491977,-0.9118972970041217,0.31339857375461955
71,993.0,799.0,62.0,0.029729553877309443,0.4068761678566224,-0.9129994182126108,0.31339857375461955
72,1006.0,778.0,61.0,0.03172050781268358,0.40435422338157456,-0.9140522257604262,0.31339857375461955
73,1022.0,762.0,60.0,0.03373050654263531,0.4019274638986098,-0.9150500350759017,0.31339857375461955
74,1033.0,745.0,59.0,0.03576480219656302,0.39961357933038616,-0.9159857346807306,0.31339857375461955
75,1044.0,728.0,58.0,0.03782975107328376,0.39742954502948796,-0.916852587208755,0.31339857375461955
76,1059.0,712.0,58.0,0.039932859506379655,0.3953929035803215,-0.9176436228351212,0.31339857375461955
77,1068.0,698.0,57.0,0.042082845410398376,0.393521279755512,-0.91835180432215,0.31339857375461955
78,1077.0,684.0,56.0,0.04428947913526404,0.39183017213719135,-0.9189709235013184,0.31339857375461955
79,1086.0,671.0,55.0,0.04656381007856724,0.39033481496166117,-0.9194947220184643,0.31339857375461955
80,1099.0,659.0,54.0,0.048917966217176805,0.389048284667438,-0.9199176402148723,0.31339857375461955
81,1107.0,646.0,53.0,0.051364994302110535,0.387980691977291,-0.9202350895359113,0.31339857375461955
82,1114.0,635.0,52.0,0.05391863321558622,0.38713839517523035,-0.9204437212417227,0.31339857375461955
83,1126.0,623.0,52.0,0.056593024026413495,0.38652329030919746,-0.920541675145725,0.3130396466352193
84,1133.0,612.0,51.0,0.05940236636926742,0.38613223919368433,-0.9205287897317512,0.31254385692267905
