frame,x,y,radius,x_axis,y_axis,z_axis,angle
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,879.0,756.0,93.0,0.5903833522909732,0.5982714432654748,-0.5417737327618591,0.4694935548379409
44,891.0,753.0,92.0,0.5920895851448632,0.5926078280534169,-0.5461189296232054,0.4694935548379409
45,901.0,750.0,91.0,0.5937958179987534,0.5869245374251102,-0.5503872399461236,0.4694935548379409
46,913.0,747.0,90.0,0.5955020508526433,0.5812208413574724,-0.5545805991936679,0.4694935548379409
47,924.0,744.0,89.0,0.5972082837065333,0.5754921455040997,-0.5587048024989447,0.4694935548379409
48,935.0,740.0,88.0,0.5989145165604235,0.5697326480127456,-0.5627664805597249,0.4694935548379409
49,945.0,738.0,87.0,0.6006207494143135,0.5639272349020936,-0.5667810768794838,0.4694935548379409
50,956.0,735.0,87.0,0.6023269822682035,0.5580595272930118,-0.5707641986224956,0.4694935548379409
51,958.0,733.0,86.0,0.6040332151220936,0.5521102657280454,-0.5747330941462947,0.4694935548379409
52,968.0,731.0,85.0,0.6057394479759837,0.546058304142121,-0.5787054947407891,0.4694935548379409
53,979.0,728.0,84.0,0.6074456808298737,0.5398817931122928,-0.5826983733519313,0.4694935548379409
54,990.0,724.0,83.0,0.6091519136837638,0.5335594617018342,-0.5867267224899999,0.4694935548379409
55,1001.0,719.0,82.0,0.6108581465376538,0.5270718938421135,-0.5908024572818482,0.4694935548379409
56,1012.0,714.0,82.0,0.6125643793915438,0.5204026915648504,-0.5949335422656147,0.4715141598147353
57,1015.0,709.0,81.0,0.6142706122454339,0.5135403435503398,-0.5991226339221535,0.4736252533357733
58,1024.0,706.0,80.0,0.615976845099324,0.5064774590080497,-0.6033681378878344,0.4758313539788959
59,1034.0,701.0,80.0,0.617683077953214,0.49921174126465306,-0.6076637660694909,0.4781667901994504
60,1044.0,698.0,79.0,0.619389310807104,0.4917459689129913,-0.6119990063028894,0.4806184839967437
61,1046.0,696.0,78.0,0.6210955436609942,0.4840876242138232,-0.6163598767988312,0.48317335737008243
62,1056.0,693.0,77.0,0.6228017765148842,0.4762467183844779,-0.6207310290278067,0.4858183323187739
